 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.6786E-03    2.6536E-03    2.4920E-05
  0.020    5.3629E-03    5.3130E-03    4.9970E-05
  0.030    8.0534E-03    7.9782E-03    7.5152E-05
  0.040    1.0750E-02    1.0650E-02    1.0047E-04
  0.050    1.3453E-02    1.3327E-02    1.2593E-04
  0.060    1.6164E-02    1.6012E-02    1.5153E-04
  0.070    1.8881E-02    1.8703E-02    1.7728E-04
  0.080    2.1605E-02    2.1402E-02    2.0318E-04
  0.090    2.4337E-02    2.4108E-02    2.2923E-04
  0.100    2.7077E-02    2.6822E-02    2.5544E-04
  0.110    2.9826E-02    2.9544E-02    2.8182E-04
  0.120    3.2582E-02    3.2274E-02    3.0836E-04
  0.130    3.5348E-02    3.5012E-02    3.3507E-04
  0.140    3.8122E-02    3.7760E-02    3.6195E-04
  0.150    4.0906E-02    4.0517E-02    3.8901E-04
  0.160    4.3699E-02    4.3283E-02    4.1626E-04
  0.170    4.6503E-02    4.6059E-02    4.4370E-04
  0.180    4.9316E-02    4.8845E-02    4.7132E-04
  0.190    5.2141E-02    5.1642E-02    4.9915E-04
  0.200    5.4976E-02    5.4449E-02    5.2718E-04
  0.210    5.7823E-02    5.7268E-02    5.5541E-04
  0.220    6.0682E-02    6.0098E-02    5.8386E-04
  0.230    6.3552E-02    6.2940E-02    6.1252E-04
  0.240    6.6435E-02    6.5794E-02    6.4141E-04
  0.250    6.9331E-02    6.8660E-02    6.7053E-04
  0.260    7.2240E-02    7.1540E-02    6.9988E-04
  0.270    7.5163E-02    7.4433E-02    7.2948E-04
  0.280    7.8100E-02    7.7340E-02    7.5931E-04
  0.290    8.1051E-02    8.0262E-02    7.8941E-04
  0.300    8.4017E-02    8.3197E-02    8.1976E-04
  0.310    8.6999E-02    8.6148E-02    8.5037E-04
  0.320    8.9996E-02    8.9115E-02    8.8126E-04
  0.330    9.3010E-02    9.2098E-02    9.1243E-04
  0.340    9.6041E-02    9.5097E-02    9.4389E-04
  0.350    9.9089E-02    9.8113E-02    9.7564E-04
  0.360    1.0215E-01    1.0115E-01    1.0077E-03
  0.370    1.0524E-01    1.0420E-01    1.0401E-03
  0.380    1.0834E-01    1.0727E-01    1.0727E-03
  0.390    1.1147E-01    1.1036E-01    1.1057E-03
  0.400    1.1461E-01    1.1347E-01    1.1391E-03
  0.410    1.1777E-01    1.1660E-01    1.1728E-03
  0.420    1.2096E-01    1.1975E-01    1.2068E-03
  0.430    1.2416E-01    1.2292E-01    1.2412E-03
  0.440    1.2739E-01    1.2612E-01    1.2760E-03
  0.450    1.3065E-01    1.2934E-01    1.3111E-03
  0.460    1.3392E-01    1.3258E-01    1.3467E-03
  0.470    1.3723E-01    1.3584E-01    1.3826E-03
  0.480    1.4055E-01    1.3914E-01    1.4190E-03
  0.490    1.4391E-01    1.4245E-01    1.4558E-03
  0.500    1.4729E-01    1.4580E-01    1.4931E-03
  0.510    1.5070E-01    1.4917E-01    1.5307E-03
  0.520    1.5414E-01    1.5257E-01    1.5689E-03
  0.530    1.5761E-01    1.5600E-01    1.6075E-03
  0.540    1.6110E-01    1.5946E-01    1.6467E-03
  0.550    1.6464E-01    1.6295E-01    1.6863E-03
  0.560    1.6820E-01    1.6647E-01    1.7264E-03
  0.570    1.7180E-01    1.7003E-01    1.7671E-03
  0.580    1.7543E-01    1.7362E-01    1.8084E-03
  0.590    1.7910E-01    1.7725E-01    1.8502E-03
  0.600    1.8280E-01    1.8091E-01    1.8926E-03
  0.610    1.8655E-01    1.8461E-01    1.9356E-03
  0.620    1.9033E-01    1.8835E-01    1.9793E-03
  0.630    1.9416E-01    1.9213E-01    2.0236E-03
  0.640    1.9802E-01    1.9596E-01    2.0686E-03
  0.650    2.0194E-01    1.9982E-01    2.1142E-03
  0.660    2.0589E-01    2.0373E-01    2.1606E-03
  0.670    2.0990E-01    2.0769E-01    2.2077E-03
  0.680    2.1395E-01    2.1170E-01    2.2556E-03
  0.690    2.1806E-01    2.1575E-01    2.3042E-03
  0.700    2.2221E-01    2.1986E-01    2.3537E-03
  0.710    2.2642E-01    2.2402E-01    2.4040E-03
  0.720    2.3069E-01    2.2823E-01    2.4553E-03
  0.730    2.3501E-01    2.3251E-01    2.5074E-03
  0.740    2.3940E-01    2.3684E-01    2.5604E-03
  0.750    2.4385E-01    2.4123E-01    2.6145E-03
  0.760    2.4836E-01    2.4569E-01    2.6695E-03
  0.770    2.5294E-01    2.5022E-01    2.7256E-03
  0.780    2.5760E-01    2.5481E-01    2.7828E-03
  0.790    2.6232E-01    2.5948E-01    2.8412E-03
  0.800    2.6712E-01    2.6422E-01    2.9007E-03
  0.810    2.7200E-01    2.6904E-01    2.9615E-03
  0.820    2.7697E-01    2.7394E-01    3.0236E-03
  0.830    2.8202E-01    2.7893E-01    3.0870E-03
  0.840    2.8716E-01    2.8400E-01    3.1517E-03
  0.850    2.9239E-01    2.8917E-01    3.2180E-03
  0.860    2.9772E-01    2.9444E-01    3.2858E-03
  0.870    3.0316E-01    2.9980E-01    3.3552E-03
  0.880    3.0870E-01    3.0527E-01    3.4262E-03
  0.890    3.1435E-01    3.1085E-01    3.4990E-03
  0.900    3.2012E-01    3.1655E-01    3.5736E-03
  0.910    3.2602E-01    3.2236E-01    3.6501E-03
  0.920    3.3204E-01    3.2831E-01    3.7287E-03
  0.930    3.3820E-01    3.3439E-01    3.8093E-03
  0.940    3.4450E-01    3.4060E-01    3.8921E-03
  0.950    3.5095E-01    3.4697E-01    3.9773E-03
  0.960    3.5755E-01    3.5349E-01    4.0649E-03
  0.970    3.6433E-01    3.6017E-01    4.1551E-03
  0.980    3.7127E-01    3.6703E-01    4.2480E-03
  0.990    3.7841E-01    3.7406E-01    4.3438E-03
  1.000    3.8573E-01    3.8129E-01    4.4426E-03
