 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8398E-03    2.8146E-03    2.5256E-05
  0.020    5.6852E-03    5.6346E-03    5.0638E-05
  0.030    8.5364E-03    8.4602E-03    7.6151E-05
  0.040    1.1394E-02    1.1292E-02    1.0180E-04
  0.050    1.4257E-02    1.4129E-02    1.2758E-04
  0.060    1.7127E-02    1.6973E-02    1.5350E-04
  0.070    2.0004E-02    1.9824E-02    1.7957E-04
  0.080    2.2887E-02    2.2682E-02    2.0579E-04
  0.090    2.5778E-02    2.5546E-02    2.3216E-04
  0.100    2.8677E-02    2.8418E-02    2.5868E-04
  0.110    3.1583E-02    3.1298E-02    2.8536E-04
  0.120    3.4498E-02    3.4185E-02    3.1220E-04
  0.130    3.7420E-02    3.7081E-02    3.3921E-04
  0.140    4.0352E-02    3.9985E-02    3.6640E-04
  0.150    4.3292E-02    4.2898E-02    3.9376E-04
  0.160    4.6242E-02    4.5821E-02    4.2129E-04
  0.170    4.9201E-02    4.8752E-02    4.4902E-04
  0.180    5.2170E-02    5.1693E-02    4.7693E-04
  0.190    5.5149E-02    5.4644E-02    5.0504E-04
  0.200    5.8139E-02    5.7606E-02    5.3334E-04
  0.210    6.1140E-02    6.0578E-02    5.6185E-04
  0.220    6.4152E-02    6.3561E-02    5.9057E-04
  0.230    6.7175E-02    6.6556E-02    6.1951E-04
  0.240    7.0210E-02    6.9562E-02    6.4866E-04
  0.250    7.3258E-02    7.2580E-02    6.7804E-04
  0.260    7.6318E-02    7.5611E-02    7.0765E-04
  0.270    7.9392E-02    7.8654E-02    7.3750E-04
  0.280    8.2479E-02    8.1711E-02    7.6759E-04
  0.290    8.5579E-02    8.4781E-02    7.9793E-04
  0.300    8.8694E-02    8.7866E-02    8.2853E-04
  0.310    9.1824E-02    9.0965E-02    8.5939E-04
  0.320    9.4969E-02    9.4079E-02    8.9052E-04
  0.330    9.8130E-02    9.7208E-02    9.2192E-04
  0.340    1.0131E-01    1.0035E-01    9.5361E-04
  0.350    1.0450E-01    1.0351E-01    9.8559E-04
  0.360    1.0771E-01    1.0669E-01    1.0179E-03
