 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8685E-03    2.8429E-03    2.5684E-05
  0.020    5.7426E-03    5.6911E-03    5.1494E-05
  0.030    8.6224E-03    8.5450E-03    7.7433E-05
  0.040    1.1508E-02    1.1405E-02    1.0350E-04
  0.050    1.4400E-02    1.4270E-02    1.2971E-04
  0.060    1.7299E-02    1.7143E-02    1.5606E-04
  0.070    2.0204E-02    2.0021E-02    1.8255E-04
  0.080    2.3116E-02    2.2907E-02    2.0919E-04
  0.090    2.6035E-02    2.5799E-02    2.3597E-04
  0.100    2.8962E-02    2.8699E-02    2.6291E-04
  0.110    3.1897E-02    3.1607E-02    2.9001E-04
  0.120    3.4840E-02    3.4522E-02    3.1728E-04
  0.130    3.7791E-02    3.7446E-02    3.4470E-04
  0.140    4.0750E-02    4.0378E-02    3.7230E-04
  0.150    4.3718E-02    4.3318E-02    4.0007E-04
  0.160    4.6696E-02    4.6268E-02    4.2803E-04
  0.170    4.9683E-02    4.9227E-02    4.5616E-04
  0.180    5.2680E-02    5.2195E-02    4.8449E-04
  0.190    5.5687E-02    5.5174E-02    5.1301E-04
  0.200    5.8704E-02    5.8163E-02    5.4172E-04
  0.210    6.1732E-02    6.1162E-02    5.7064E-04
  0.220    6.4772E-02    6.4172E-02    5.9977E-04
  0.230    6.7822E-02    6.7193E-02    6.2911E-04
  0.240    7.0885E-02    7.0226E-02    6.5867E-04
  0.250    7.3959E-02    7.3271E-02    6.8846E-04
  0.260    7.7046E-02    7.6328E-02    7.1848E-04
  0.270    8.0146E-02    7.9398E-02    7.4873E-04
  0.280    8.3260E-02    8.2481E-02    7.7923E-04
  0.290    8.6387E-02    8.5577E-02    8.0998E-04
  0.300    8.9528E-02    8.8687E-02    8.4098E-04
  0.310    9.2684E-02    9.1811E-02    8.7225E-04
  0.320    9.5854E-02    9.4951E-02    9.0378E-04
  0.330    9.9041E-02    9.8105E-02    9.3560E-04
  0.340    1.0224E-01    1.0127E-01    9.6770E-04
  0.350    1.0546E-01    1.0446E-01    1.0001E-03
  0.360    1.0870E-01    1.0766E-01    1.0328E-03
  0.370    1.1195E-01    1.1088E-01    1.0658E-03
  0.380    1.1522E-01    1.1412E-01    1.0991E-03
  0.390    1.1851E-01    1.1738E-01    1.1327E-03
  0.400    1.2182E-01    1.2065E-01    1.1667E-03
  0.410    1.2514E-01    1.2394E-01    1.2010E-03
  0.420    1.2849E-01    1.2726E-01    1.2357E-03
  0.430    1.3186E-01    1.3059E-01    1.2708E-03
  0.440    1.3525E-01    1.3394E-01    1.3062E-03
  0.450    1.3866E-01    1.3732E-01    1.3420E-03
  0.460    1.4209E-01    1.4072E-01    1.3782E-03
  0.470    1.4555E-01    1.4414E-01    1.4148E-03
  0.480    1.4903E-01    1.4758E-01    1.4518E-03
  0.490    1.5254E-01    1.5105E-01    1.4892E-03
  0.500    1.5607E-01    1.5455E-01    1.5271E-03
  0.510    1.5963E-01    1.5807E-01    1.5655E-03
  0.520    1.6322E-01    1.6161E-01    1.6043E-03
  0.530    1.6683E-01    1.6519E-01    1.6437E-03
  0.540    1.7047E-01    1.6879E-01    1.6835E-03
  0.550    1.7415E-01    1.7242E-01    1.7238E-03
  0.560    1.7785E-01    1.7608E-01    1.7647E-03
  0.570    1.8158E-01    1.7978E-01    1.8061E-03
  0.580    1.8535E-01    1.8350E-01    1.8481E-03
  0.590    1.8915E-01    1.8726E-01    1.8907E-03
  0.600    1.9299E-01    1.9106E-01    1.9338E-03
  0.610    1.9686E-01    1.9489E-01    1.9776E-03
  0.620    2.0077E-01    1.9875E-01    2.0221E-03
  0.630    2.0472E-01    2.0266E-01    2.0672E-03
  0.640    2.0871E-01    2.0660E-01    2.1130E-03
  0.650    2.1274E-01    2.1058E-01    2.1596E-03
  0.660    2.1682E-01    2.1461E-01    2.2068E-03
  0.670    2.2094E-01    2.1868E-01    2.2549E-03
  0.680    2.2510E-01    2.2280E-01    2.3037E-03
  0.690    2.2931E-01    2.2696E-01    2.3533E-03
  0.700    2.3357E-01    2.3117E-01    2.4038E-03
  0.710    2.3788E-01    2.3543E-01    2.4552E-03
  0.720    2.4225E-01    2.3974E-01    2.5075E-03
  0.730    2.4667E-01    2.4411E-01    2.5607E-03
  0.740    2.5115E-01    2.4853E-01    2.6150E-03
  0.750    2.5568E-01    2.5301E-01    2.6702E-03
  0.760    2.6028E-01    2.5755E-01    2.7266E-03
  0.770    2.6494E-01    2.6216E-01    2.7840E-03
  0.780    2.6967E-01    2.6683E-01    2.8426E-03
  0.790    2.7447E-01    2.7156E-01    2.9023E-03
  0.800    2.7933E-01    2.7637E-01    2.9634E-03
  0.810    2.8428E-01    2.8125E-01    3.0257E-03
  0.820    2.8930E-01    2.8621E-01    3.0894E-03
  0.830    2.9440E-01    2.9125E-01    3.1545E-03
  0.840    2.9959E-01    2.9637E-01    3.2211E-03
  0.850    3.0487E-01    3.0158E-01    3.2892E-03
  0.860    3.1024E-01    3.0688E-01    3.3590E-03
  0.870    3.1570E-01    3.1227E-01    3.4304E-03
  0.880    3.2127E-01    3.1777E-01    3.5036E-03
  0.890    3.2694E-01    3.2337E-01    3.5787E-03
  0.900    3.3273E-01    3.2907E-01    3.6557E-03
  0.910    3.3863E-01    3.3489E-01    3.7348E-03
  0.920    3.4465E-01    3.4083E-01    3.8160E-03
  0.930    3.5080E-01    3.4690E-01    3.8994E-03
  0.940    3.5708E-01    3.5309E-01    3.9853E-03
  0.950    3.6350E-01    3.5943E-01    4.0736E-03
  0.960    3.7007E-01    3.6591E-01    4.1646E-03
  0.970    3.7680E-01    3.7254E-01    4.2584E-03
  0.980    3.8369E-01    3.7933E-01    4.3551E-03
  0.990    3.9075E-01    3.8630E-01    4.4549E-03
  1.000    3.9800E-01    3.9344E-01    4.5580E-03
