 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7904E-03    2.7646E-03    2.5837E-05
  0.020    5.5861E-03    5.5343E-03    5.1804E-05
  0.030    8.3872E-03    8.3093E-03    7.7903E-05
  0.040    1.1194E-02    1.1090E-02    1.0414E-04
  0.050    1.4007E-02    1.3876E-02    1.3051E-04
  0.060    1.6826E-02    1.6669E-02    1.5702E-04
  0.070    1.9651E-02    1.9468E-02    1.8368E-04
  0.080    2.2483E-02    2.2273E-02    2.1049E-04
  0.090    2.5322E-02    2.5085E-02    2.3745E-04
  0.100    2.8168E-02    2.7904E-02    2.6457E-04
  0.110    3.1022E-02    3.0730E-02    2.9184E-04
  0.120    3.3883E-02    3.3564E-02    3.1928E-04
  0.130    3.6752E-02    3.6406E-02    3.4689E-04
  0.140    3.9630E-02    3.9255E-02    3.7467E-04
  0.150    4.2516E-02    4.2113E-02    4.0262E-04
  0.160    4.5411E-02    4.4980E-02    4.3075E-04
  0.170    4.8315E-02    4.7856E-02    4.5906E-04
  0.180    5.1228E-02    5.0740E-02    4.8756E-04
  0.190    5.4151E-02    5.3635E-02    5.1625E-04
  0.200    5.7084E-02    5.6539E-02    5.4514E-04
  0.210    6.0027E-02    5.9453E-02    5.7424E-04
  0.220    6.2982E-02    6.2378E-02    6.0353E-04
  0.230    6.5947E-02    6.5314E-02    6.3304E-04
  0.240    6.8923E-02    6.8260E-02    6.6277E-04
  0.250    7.1911E-02    7.1219E-02    6.9272E-04
  0.260    7.4912E-02    7.4189E-02    7.2289E-04
  0.270    7.7925E-02    7.7171E-02    7.5330E-04
  0.280    8.0950E-02    8.0166E-02    7.8395E-04
  0.290    8.3989E-02    8.3175E-02    8.1484E-04
  0.300    8.7042E-02    8.6196E-02    8.4598E-04
  0.310    9.0109E-02    8.9231E-02    8.7738E-04
  0.320    9.3190E-02    9.2281E-02    9.0904E-04
  0.330    9.6286E-02    9.5345E-02    9.4098E-04
  0.340    9.9398E-02    9.8425E-02    9.7319E-04
  0.350    1.0253E-01    1.0152E-01    1.0057E-03
  0.360    1.0567E-01    1.0463E-01    1.0385E-03
  0.370    1.0883E-01    1.0776E-01    1.0716E-03
  0.380    1.1201E-01    1.1090E-01    1.1050E-03
  0.390    1.1520E-01    1.1407E-01    1.1387E-03
  0.400    1.1842E-01    1.1725E-01    1.1727E-03
  0.410    1.2165E-01    1.2045E-01    1.2071E-03
  0.420    1.2491E-01    1.2366E-01    1.2418E-03
  0.430    1.2818E-01    1.2690E-01    1.2768E-03
  0.440    1.3147E-01    1.3016E-01    1.3123E-03
  0.450    1.3479E-01    1.3344E-01    1.3481E-03
  0.460    1.3813E-01    1.3674E-01    1.3842E-03
  0.470    1.4149E-01    1.4007E-01    1.4208E-03
  0.480    1.4487E-01    1.4342E-01    1.4578E-03
  0.490    1.4828E-01    1.4679E-01    1.4952E-03
  0.500    1.5172E-01    1.5018E-01    1.5330E-03
  0.510    1.5518E-01    1.5361E-01    1.5712E-03
  0.520    1.5866E-01    1.5705E-01    1.6099E-03
