 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7986E-03    2.7722E-03    2.6395E-05
  0.020    5.6025E-03    5.5496E-03    5.2919E-05
  0.030    8.4122E-03    8.3326E-03    7.9575E-05
  0.040    1.1228E-02    1.1121E-02    1.0637E-04
  0.050    1.4049E-02    1.3916E-02    1.3329E-04
  0.060    1.6878E-02    1.6717E-02    1.6036E-04
  0.070    1.9712E-02    1.9525E-02    1.8758E-04
  0.080    2.2554E-02    2.2339E-02    2.1494E-04
  0.090    2.5403E-02    2.5161E-02    2.4245E-04
  0.100    2.8259E-02    2.7989E-02    2.7012E-04
  0.110    3.1124E-02    3.0826E-02    2.9795E-04
  0.120    3.3996E-02    3.3670E-02    3.2594E-04
  0.130    3.6876E-02    3.6522E-02    3.5410E-04
  0.140    3.9765E-02    3.9383E-02    3.8243E-04
  0.150    4.2663E-02    4.2252E-02    4.1093E-04
  0.160    4.5570E-02    4.5131E-02    4.3962E-04
  0.170    4.8487E-02    4.8018E-02    4.6848E-04
  0.180    5.1413E-02    5.0916E-02    4.9753E-04
  0.190    5.4350E-02    5.3823E-02    5.2678E-04
  0.200    5.7297E-02    5.6741E-02    5.5622E-04
  0.210    6.0255E-02    5.9669E-02    5.8586E-04
  0.220    6.3224E-02    6.2608E-02    6.1571E-04
  0.230    6.6205E-02    6.5559E-02    6.4577E-04
  0.240    6.9197E-02    6.8521E-02    6.7605E-04
  0.250    7.2202E-02    7.1495E-02    7.0655E-04
  0.260    7.5219E-02    7.4482E-02    7.3727E-04
  0.270    7.8249E-02    7.7481E-02    7.6823E-04
  0.280    8.1293E-02    8.0494E-02    7.9943E-04
  0.290    8.4351E-02    8.3520E-02    8.3087E-04
  0.300    8.7423E-02    8.6560E-02    8.6257E-04
  0.310    9.0509E-02    8.9615E-02    8.9452E-04
  0.320    9.3611E-02    9.2684E-02    9.2673E-04
  0.330    9.6728E-02    9.5769E-02    9.5922E-04
  0.340    9.9861E-02    9.8869E-02    9.9199E-04
  0.350    1.0301E-01    1.0199E-01    1.0250E-03
  0.360    1.0618E-01    1.0512E-01    1.0584E-03
  0.370    1.0936E-01    1.0827E-01    1.0920E-03
  0.380    1.1256E-01    1.1144E-01    1.1260E-03
  0.390    1.1578E-01    1.1462E-01    1.1602E-03
  0.400    1.1902E-01    1.1783E-01    1.1948E-03
  0.410    1.2228E-01    1.2105E-01    1.2298E-03
  0.420    1.2556E-01    1.2430E-01    1.2650E-03
  0.430    1.2887E-01    1.2756E-01    1.3007E-03
  0.440    1.3219E-01    1.3085E-01    1.3367E-03
  0.450    1.3553E-01    1.3416E-01    1.3730E-03
  0.460    1.3890E-01    1.3749E-01    1.4098E-03
  0.470    1.4229E-01    1.4084E-01    1.4469E-03
  0.480    1.4571E-01    1.4422E-01    1.4845E-03
  0.490    1.4915E-01    1.4762E-01    1.5224E-03
  0.500    1.5261E-01    1.5105E-01    1.5608E-03
  0.510    1.5610E-01    1.5450E-01    1.5997E-03
  0.520    1.5962E-01    1.5799E-01    1.6390E-03
  0.530    1.6317E-01    1.6149E-01    1.6788E-03
  0.540    1.6675E-01    1.6503E-01    1.7190E-03
  0.550    1.7036E-01    1.6860E-01    1.7598E-03
  0.560    1.7400E-01    1.7220E-01    1.8011E-03
  0.570    1.7767E-01    1.7582E-01    1.8429E-03
  0.580    1.8137E-01    1.7949E-01    1.8853E-03
  0.590    1.8511E-01    1.8318E-01    1.9282E-03
  0.600    1.8888E-01    1.8691E-01    1.9718E-03
  0.610    1.9269E-01    1.9068E-01    2.0159E-03
