 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8496E-03    2.8244E-03    2.5173E-05
  0.020    5.7043E-03    5.6538E-03    5.0473E-05
  0.030    8.5643E-03    8.4884E-03    7.5903E-05
  0.040    1.1430E-02    1.1329E-02    1.0147E-04
  0.050    1.4301E-02    1.4174E-02    1.2717E-04
  0.060    1.7179E-02    1.7026E-02    1.5300E-04
  0.070    2.0063E-02    1.9884E-02    1.7898E-04
  0.080    2.2953E-02    2.2748E-02    2.0511E-04
  0.090    2.5851E-02    2.5619E-02    2.3138E-04
  0.100    2.8755E-02    2.8497E-02    2.5781E-04
  0.110    3.1667E-02    3.1383E-02    2.8439E-04
  0.120    3.4587E-02    3.4276E-02    3.1113E-04
  0.130    3.7514E-02    3.7176E-02    3.3804E-04
  0.140    4.0450E-02    4.0085E-02    3.6511E-04
  0.150    4.3394E-02    4.3002E-02    3.9235E-04
  0.160    4.6348E-02    4.5928E-02    4.1976E-04
  0.170    4.9310E-02    4.8862E-02    4.4736E-04
  0.180    5.2282E-02    5.1806E-02    4.7514E-04
  0.190    5.5263E-02    5.4760E-02    5.0310E-04
  0.200    5.8255E-02    5.7723E-02    5.3126E-04
  0.210    6.1257E-02    6.0697E-02    5.5961E-04
  0.220    6.4270E-02    6.3681E-02    5.8816E-04
  0.230    6.7294E-02    6.6677E-02    6.1692E-04
  0.240    7.0329E-02    6.9683E-02    6.4588E-04
  0.250    7.3376E-02    7.2701E-02    6.7507E-04
  0.260    7.6436E-02    7.5731E-02    7.0447E-04
  0.270    7.9508E-02    7.8774E-02    7.3410E-04
  0.280    8.2593E-02    8.1829E-02    7.6396E-04
  0.290    8.5692E-02    8.4897E-02    7.9406E-04
  0.300    8.8804E-02    8.7979E-02    8.2440E-04
  0.310    9.1930E-02    9.1075E-02    8.5499E-04
  0.320    9.5072E-02    9.4186E-02    8.8584E-04
  0.330    9.8228E-02    9.7311E-02    9.1695E-04
  0.340    1.0140E-01    1.0045E-01    9.4833E-04
  0.350    1.0459E-01    1.0361E-01    9.7998E-04
  0.360    1.0779E-01    1.0678E-01    1.0119E-03
  0.370    1.1101E-01    1.0997E-01    1.0441E-03
  0.380    1.1425E-01    1.1318E-01    1.0767E-03
  0.390    1.1751E-01    1.1640E-01    1.1095E-03
  0.400    1.2079E-01    1.1964E-01    1.1426E-03
  0.410    1.2408E-01    1.2290E-01    1.1761E-03
  0.420    1.2740E-01    1.2619E-01    1.2099E-03
  0.430    1.3073E-01    1.2949E-01    1.2441E-03
  0.440    1.3409E-01    1.3281E-01    1.2785E-03
  0.450    1.3746E-01    1.3615E-01    1.3134E-03
  0.460    1.4086E-01    1.3952E-01    1.3486E-03
  0.470    1.4429E-01    1.4290E-01    1.3842E-03
  0.480    1.4773E-01    1.4631E-01    1.4202E-03
  0.490    1.5120E-01    1.4975E-01    1.4566E-03
  0.500    1.5470E-01    1.5321E-01    1.4934E-03
  0.510    1.5822E-01    1.5669E-01    1.5306E-03
  0.520    1.6177E-01    1.6020E-01    1.5683E-03
  0.530    1.6535E-01    1.6374E-01    1.6064E-03
  0.540    1.6895E-01    1.6731E-01    1.6450E-03
  0.550    1.7258E-01    1.7090E-01    1.6840E-03
  0.560    1.7625E-01    1.7453E-01    1.7236E-03
  0.570    1.7994E-01    1.7818E-01    1.7636E-03
  0.580    1.8367E-01    1.8187E-01    1.8042E-03
  0.590    1.8743E-01    1.8559E-01    1.8454E-03
  0.600    1.9123E-01    1.8934E-01    1.8871E-03
  0.610    1.9506E-01    1.9313E-01    1.9293E-03
  0.620    1.9893E-01    1.9695E-01    1.9722E-03
  0.630    2.0283E-01    2.0082E-01    2.0157E-03
  0.640    2.0678E-01    2.0472E-01    2.0598E-03
  0.650    2.1076E-01    2.0866E-01    2.1046E-03
  0.660    2.1479E-01    2.1264E-01    2.1500E-03
  0.670    2.1886E-01    2.1666E-01    2.1962E-03
  0.680    2.2297E-01    2.2073E-01    2.2431E-03
  0.690    2.2714E-01    2.2484E-01    2.2907E-03
  0.700    2.3135E-01    2.2901E-01    2.3391E-03
  0.710    2.3561E-01    2.3322E-01    2.3884E-03
  0.720    2.3992E-01    2.3748E-01    2.4385E-03
  0.730    2.4428E-01    2.4180E-01    2.4894E-03
  0.740    2.4871E-01    2.4617E-01    2.5413E-03
  0.750    2.5319E-01    2.5059E-01    2.5941E-03
  0.760    2.5773E-01    2.5508E-01    2.6479E-03
  0.770    2.6233E-01    2.5963E-01    2.7027E-03
  0.780    2.6700E-01    2.6424E-01    2.7586E-03
  0.790    2.7174E-01    2.6892E-01    2.8156E-03
  0.800    2.7654E-01    2.7367E-01    2.8737E-03
  0.810    2.8142E-01    2.7849E-01    2.9331E-03
  0.820    2.8638E-01    2.8339E-01    2.9937E-03
  0.830    2.9142E-01    2.8837E-01    3.0556E-03
  0.840    2.9654E-01    2.9342E-01    3.1188E-03
  0.850    3.0175E-01    2.9857E-01    3.1835E-03
  0.860    3.0706E-01    3.0381E-01    3.2497E-03
  0.870    3.1245E-01    3.0914E-01    3.3175E-03
  0.880    3.1795E-01    3.1456E-01    3.3868E-03
  0.890    3.2355E-01    3.2010E-01    3.4580E-03
  0.900    3.2927E-01    3.2574E-01    3.5309E-03
  0.910    3.3510E-01    3.3149E-01    3.6057E-03
  0.920    3.4105E-01    3.3737E-01    3.6825E-03
  0.930    3.4713E-01    3.4337E-01    3.7613E-03
  0.940    3.5335E-01    3.4950E-01    3.8424E-03
  0.950    3.5971E-01    3.5578E-01    3.9259E-03
  0.960    3.6621E-01    3.6220E-01    4.0117E-03
  0.970    3.7288E-01    3.6878E-01    4.1002E-03
  0.980    3.7972E-01    3.7552E-01    4.1914E-03
  0.990    3.8673E-01    3.8244E-01    4.2855E-03
  1.000    3.9393E-01    3.8955E-01    4.3826E-03
