 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7082E-03    2.6825E-03    2.5666E-05
  0.020    5.4218E-03    5.3703E-03    5.1459E-05
  0.030    8.1411E-03    8.0637E-03    7.7382E-05
  0.040    1.0866E-02    1.0763E-02    1.0344E-04
  0.050    1.3598E-02    1.3468E-02    1.2963E-04
  0.060    1.6335E-02    1.6179E-02    1.5596E-04
  0.070    1.9080E-02    1.8897E-02    1.8243E-04
  0.080    2.1831E-02    2.1622E-02    2.0905E-04
  0.090    2.4590E-02    2.4354E-02    2.3582E-04
  0.100    2.7355E-02    2.7093E-02    2.6275E-04
  0.110    3.0129E-02    2.9839E-02    2.8983E-04
  0.120    3.2911E-02    3.2593E-02    3.1708E-04
  0.130    3.5700E-02    3.5356E-02    3.4448E-04
  0.140    3.8499E-02    3.8127E-02    3.7206E-04
  0.150    4.1306E-02    4.0906E-02    3.9982E-04
  0.160    4.4122E-02    4.3694E-02    4.2775E-04
  0.170    4.6948E-02    4.6492E-02    4.5586E-04
  0.180    4.9783E-02    4.9299E-02    4.8416E-04
  0.190    5.2629E-02    5.2116E-02    5.1265E-04
  0.200    5.5485E-02    5.4944E-02    5.4134E-04
  0.210    5.8352E-02    5.7781E-02    5.7023E-04
  0.220    6.1229E-02    6.0630E-02    5.9932E-04
  0.230    6.4119E-02    6.3490E-02    6.2863E-04
  0.240    6.7020E-02    6.6361E-02    6.5815E-04
  0.250    6.9933E-02    6.9245E-02    6.8789E-04
  0.260    7.2858E-02    7.2140E-02    7.1787E-04
  0.270    7.5797E-02    7.5049E-02    7.4807E-04
  0.280    7.8749E-02    7.7970E-02    7.7851E-04
  0.290    8.1714E-02    8.0905E-02    8.0920E-04
  0.300    8.4694E-02    8.3854E-02    8.4014E-04
  0.310    8.7688E-02    8.6817E-02    8.7134E-04
  0.320    9.0698E-02    8.9795E-02    9.0280E-04
  0.330    9.3723E-02    9.2788E-02    9.3453E-04
  0.340    9.6763E-02    9.5797E-02    9.6654E-04
  0.350    9.9820E-02    9.8821E-02    9.9883E-04
  0.360    1.0289E-01    1.0186E-01    1.0314E-03
  0.370    1.0599E-01    1.0492E-01    1.0643E-03
  0.380    1.0910E-01    1.0800E-01    1.0975E-03
  0.390    1.1222E-01    1.1109E-01    1.1310E-03
  0.400    1.1537E-01    1.1420E-01    1.1649E-03
  0.410    1.1854E-01    1.1734E-01    1.1990E-03
  0.420    1.2172E-01    1.2049E-01    1.2336E-03
  0.430    1.2493E-01    1.2366E-01    1.2684E-03
  0.440    1.2816E-01    1.2686E-01    1.3037E-03
  0.450    1.3141E-01    1.3007E-01    1.3393E-03
  0.460    1.3468E-01    1.3331E-01    1.3753E-03
  0.470    1.3798E-01    1.3657E-01    1.4116E-03
  0.480    1.4130E-01    1.3985E-01    1.4484E-03
  0.490    1.4465E-01    1.4316E-01    1.4856E-03
  0.500    1.4802E-01    1.4650E-01    1.5233E-03
  0.510    1.5142E-01    1.4986E-01    1.5614E-03
  0.520    1.5484E-01    1.5324E-01    1.5999E-03
  0.530    1.5830E-01    1.5666E-01    1.6389E-03
  0.540    1.6178E-01    1.6010E-01    1.6784E-03
  0.550    1.6529E-01    1.6357E-01    1.7184E-03
  0.560    1.6884E-01    1.6708E-01    1.7589E-03
  0.570    1.7241E-01    1.7061E-01    1.8000E-03
  0.580    1.7602E-01    1.7418E-01    1.8415E-03
  0.590    1.7966E-01    1.7778E-01    1.8837E-03
  0.600    1.8334E-01    1.8141E-01    1.9264E-03
  0.610    1.8705E-01    1.8508E-01    1.9698E-03
  0.620    1.9080E-01    1.8879E-01    2.0138E-03
  0.630    1.9459E-01    1.9254E-01    2.0584E-03
  0.640    1.9842E-01    1.9632E-01    2.1037E-03
  0.650    2.0230E-01    2.0015E-01    2.1496E-03
  0.660    2.0621E-01    2.0401E-01    2.1963E-03
  0.670    2.1017E-01    2.0792E-01    2.2437E-03
  0.680    2.1417E-01    2.1188E-01    2.2919E-03
  0.690    2.1822E-01    2.1588E-01    2.3409E-03
  0.700    2.2233E-01    2.1994E-01    2.3907E-03
  0.710    2.2648E-01    2.2404E-01    2.4414E-03
  0.720    2.3068E-01    2.2819E-01    2.4929E-03
  0.730    2.3494E-01    2.3240E-01    2.5454E-03
  0.740    2.3926E-01    2.3666E-01    2.5988E-03
  0.750    2.4364E-01    2.4098E-01    2.6533E-03
  0.760    2.4807E-01    2.4537E-01    2.7087E-03
  0.770    2.5258E-01    2.4981E-01    2.7653E-03
  0.780    2.5714E-01    2.5432E-01    2.8229E-03
  0.790    2.6178E-01    2.5890E-01    2.8817E-03
  0.800    2.6649E-01    2.6355E-01    2.9418E-03
  0.810    2.7127E-01    2.6827E-01    3.0031E-03
  0.820    2.7613E-01    2.7307E-01    3.0657E-03
  0.830    2.8107E-01    2.7794E-01    3.1297E-03
  0.840    2.8610E-01    2.8290E-01    3.1952E-03
  0.850    2.9122E-01    2.8795E-01    3.2622E-03
  0.860    2.9642E-01    2.9309E-01    3.3307E-03
  0.870    3.0173E-01    2.9833E-01    3.4009E-03
  0.880    3.0713E-01    3.0366E-01    3.4729E-03
  0.890    3.1264E-01    3.0909E-01    3.5466E-03
  0.900    3.1826E-01    3.1464E-01    3.6223E-03
  0.910    3.2400E-01    3.2030E-01    3.7000E-03
  0.920    3.2986E-01    3.2608E-01    3.7798E-03
  0.930    3.3584E-01    3.3198E-01    3.8618E-03
  0.940    3.4196E-01    3.3802E-01    3.9462E-03
  0.950    3.4822E-01    3.4419E-01    4.0330E-03
  0.960    3.5463E-01    3.5051E-01    4.1225E-03
  0.970    3.6120E-01    3.5698E-01    4.2146E-03
  0.980    3.6793E-01    3.6362E-01    4.3097E-03
  0.990    3.7484E-01    3.7043E-01    4.4078E-03
  1.000    3.8193E-01    3.7742E-01    4.5092E-03
