 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8247E-03    2.7982E-03    2.6494E-05
  0.020    5.6549E-03    5.6018E-03    5.3110E-05
  0.030    8.4909E-03    8.4111E-03    7.9850E-05
  0.040    1.1333E-02    1.1226E-02    1.0672E-04
  0.050    1.4181E-02    1.4048E-02    1.3372E-04
  0.060    1.7036E-02    1.6875E-02    1.6085E-04
  0.070    1.9898E-02    1.9710E-02    1.8812E-04
  0.080    2.2767E-02    2.2551E-02    2.1553E-04
  0.090    2.5643E-02    2.5400E-02    2.4309E-04
  0.100    2.8526E-02    2.8256E-02    2.7079E-04
  0.110    3.1418E-02    3.1119E-02    2.9865E-04
  0.120    3.4317E-02    3.3991E-02    3.2666E-04
  0.130    3.7225E-02    3.6870E-02    3.5483E-04
  0.140    4.0142E-02    3.9759E-02    3.8316E-04
  0.150    4.3067E-02    4.2656E-02    4.1167E-04
  0.160    4.6002E-02    4.5562E-02    4.4034E-04
  0.170    4.8947E-02    4.8477E-02    4.6919E-04
  0.180    5.1901E-02    5.1403E-02    4.9822E-04
  0.190    5.4865E-02    5.4338E-02    5.2744E-04
  0.200    5.7840E-02    5.7284E-02    5.5684E-04
  0.210    6.0826E-02    6.0240E-02    5.8644E-04
  0.220    6.3824E-02    6.3207E-02    6.1624E-04
  0.230    6.6832E-02    6.6186E-02    6.4624E-04
  0.240    6.9853E-02    6.9176E-02    6.7645E-04
  0.250    7.2886E-02    7.2179E-02    7.0688E-04
  0.260    7.5931E-02    7.5194E-02    7.3752E-04
  0.270    7.8990E-02    7.8221E-02    7.6840E-04
  0.280    8.2062E-02    8.1262E-02    7.9950E-04
  0.290    8.5148E-02    8.4317E-02    8.3084E-04
  0.300    8.8248E-02    8.7386E-02    8.6243E-04
  0.310    9.1363E-02    9.0469E-02    8.9426E-04
  0.320    9.4493E-02    9.3567E-02    9.2635E-04
  0.330    9.7639E-02    9.6680E-02    9.5870E-04
  0.340    1.0080E-01    9.9809E-02    9.9133E-04
  0.350    1.0398E-01    1.0295E-01    1.0242E-03
  0.360    1.0717E-01    1.0612E-01    1.0574E-03
  0.370    1.1039E-01    1.0930E-01    1.0909E-03
  0.380    1.1362E-01    1.1249E-01    1.1247E-03
