 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7881E-03    2.7616E-03    2.6487E-05
  0.020    5.5821E-03    5.5290E-03    5.3101E-05
  0.030    8.3823E-03    8.3025E-03    7.9846E-05
  0.040    1.1189E-02    1.1082E-02    1.0673E-04
  0.050    1.4002E-02    1.3869E-02    1.3374E-04
  0.060    1.6822E-02    1.6662E-02    1.6090E-04
  0.070    1.9650E-02    1.9462E-02    1.8820E-04
  0.080    2.2484E-02    2.2269E-02    2.1565E-04
  0.090    2.5327E-02    2.5083E-02    2.4325E-04
  0.100    2.8177E-02    2.7906E-02    2.7100E-04
  0.110    3.1035E-02    3.0736E-02    2.9891E-04
  0.120    3.3902E-02    3.3575E-02    3.2699E-04
  0.130    3.6777E-02    3.6422E-02    3.5523E-04
  0.140    3.9662E-02    3.9278E-02    3.8364E-04
  0.150    4.2555E-02    4.2143E-02    4.1223E-04
  0.160    4.5459E-02    4.5018E-02    4.4099E-04
  0.170    4.8372E-02    4.7902E-02    4.6994E-04
  0.180    5.1295E-02    5.0796E-02    4.9907E-04
  0.190    5.4229E-02    5.3700E-02    5.2840E-04
  0.200    5.7173E-02    5.6615E-02    5.5792E-04
  0.210    6.0129E-02    5.9542E-02    5.8764E-04
  0.220    6.3097E-02    6.2479E-02    6.1757E-04
  0.230    6.6076E-02    6.5428E-02    6.4771E-04
  0.240    6.9067E-02    6.8389E-02    6.7807E-04
  0.250    7.2072E-02    7.1363E-02    7.0865E-04
  0.260    7.5089E-02    7.4349E-02    7.3945E-04
  0.270    7.8119E-02    7.7349E-02    7.7049E-04
  0.280    8.1164E-02    8.0362E-02    8.0177E-04
  0.290    8.4223E-02    8.3389E-02    8.3329E-04
  0.300    8.7296E-02    8.6431E-02    8.6506E-04
  0.310    9.0384E-02    8.9487E-02    8.9709E-04
  0.320    9.3489E-02    9.2559E-02    9.2938E-04
  0.330    9.6609E-02    9.5647E-02    9.6194E-04
  0.340    9.9746E-02    9.8751E-02    9.9478E-04
  0.350    1.0290E-01    1.0187E-01    1.0279E-03
  0.360    1.0607E-01    1.0501E-01    1.0613E-03
  0.370    1.0926E-01    1.0817E-01    1.0950E-03
  0.380    1.1247E-01    1.1134E-01    1.1290E-03
  0.390    1.1570E-01    1.1453E-01    1.1634E-03
  0.400    1.1894E-01    1.1775E-01    1.1980E-03
  0.410    1.2221E-01    1.2098E-01    1.2330E-03
  0.420    1.2550E-01    1.2423E-01    1.2684E-03
  0.430    1.2881E-01    1.2751E-01    1.3040E-03
  0.440    1.3215E-01    1.3081E-01    1.3401E-03
  0.450    1.3550E-01    1.3413E-01    1.3765E-03
  0.460    1.3888E-01    1.3747E-01    1.4133E-03
  0.470    1.4229E-01    1.4084E-01    1.4505E-03
  0.480    1.4572E-01    1.4423E-01    1.4881E-03
  0.490    1.4918E-01    1.4765E-01    1.5261E-03
  0.500    1.5266E-01    1.5109E-01    1.5645E-03
  0.510    1.5617E-01    1.5457E-01    1.6034E-03
  0.520    1.5971E-01    1.5807E-01    1.6427E-03
  0.530    1.6328E-01    1.6160E-01    1.6825E-03
  0.540    1.6688E-01    1.6516E-01    1.7227E-03
  0.550    1.7051E-01    1.6875E-01    1.7635E-03
  0.560    1.7418E-01    1.7237E-01    1.8047E-03
  0.570    1.7788E-01    1.7603E-01    1.8465E-03
  0.580    1.8161E-01    1.7972E-01    1.8889E-03
  0.590    1.8538E-01    1.8345E-01    1.9318E-03
  0.600    1.8919E-01    1.8721E-01    1.9752E-03
