 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8817E-03    2.8554E-03    2.6270E-05
  0.020    5.7692E-03    5.7166E-03    5.2666E-05
  0.030    8.6629E-03    8.5837E-03    7.9191E-05
  0.040    1.1563E-02    1.1457E-02    1.0585E-04
  0.050    1.4469E-02    1.4337E-02    1.3264E-04
  0.060    1.7383E-02    1.7223E-02    1.5957E-04
  0.070    2.0303E-02    2.0116E-02    1.8665E-04
  0.080    2.3231E-02    2.3017E-02    2.1386E-04
  0.090    2.6166E-02    2.5925E-02    2.4123E-04
  0.100    2.9109E-02    2.8840E-02    2.6875E-04
  0.110    3.2060E-02    3.1764E-02    2.9642E-04
  0.120    3.5020E-02    3.4696E-02    3.2425E-04
  0.130    3.7988E-02    3.7636E-02    3.5225E-04
  0.140    4.0965E-02    4.0585E-02    3.8041E-04
  0.150    4.3951E-02    4.3543E-02    4.0874E-04
  0.160    4.6947E-02    4.6510E-02    4.3725E-04
  0.170    4.9953E-02    4.9487E-02    4.6593E-04
  0.180    5.2968E-02    5.2473E-02    4.9480E-04
  0.190    5.5994E-02    5.5470E-02    5.2386E-04
  0.200    5.9031E-02    5.8478E-02    5.5310E-04
  0.210    6.2079E-02    6.1497E-02    5.8255E-04
  0.220    6.5138E-02    6.4526E-02    6.1219E-04
  0.230    6.8210E-02    6.7568E-02    6.4204E-04
  0.240    7.1293E-02    7.0621E-02    6.7211E-04
  0.250    7.4389E-02    7.3686E-02    7.0238E-04
  0.260    7.7497E-02    7.6764E-02    7.3288E-04
  0.270    8.0619E-02    7.9855E-02    7.6361E-04
  0.280    8.3755E-02    8.2960E-02    7.9457E-04
  0.290    8.6904E-02    8.6078E-02    8.2577E-04
  0.300    9.0068E-02    8.9211E-02    8.5721E-04
  0.310    9.3247E-02    9.2359E-02    8.8891E-04
  0.320    9.6442E-02    9.5521E-02    9.2086E-04
  0.330    9.9652E-02    9.8699E-02    9.5307E-04
  0.340    1.0288E-01    1.0189E-01    9.8556E-04
  0.350    1.0612E-01    1.0510E-01    1.0183E-03
  0.360    1.0938E-01    1.0833E-01    1.0514E-03
  0.370    1.1266E-01    1.1158E-01    1.0847E-03
