 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7651E-03    2.7393E-03    2.5808E-05
  0.020    5.5357E-03    5.4839E-03    5.1740E-05
  0.030    8.3121E-03    8.2343E-03    7.7800E-05
  0.040    1.1094E-02    1.0990E-02    1.0399E-04
  0.050    1.3883E-02    1.3753E-02    1.3032E-04
  0.060    1.6678E-02    1.6521E-02    1.5678E-04
  0.070    1.9480E-02    1.9296E-02    1.8339E-04
  0.080    2.2288E-02    2.2078E-02    2.1014E-04
  0.090    2.5104E-02    2.4867E-02    2.3705E-04
  0.100    2.7928E-02    2.7664E-02    2.6410E-04
  0.110    3.0759E-02    3.0467E-02    2.9131E-04
  0.120    3.3598E-02    3.3279E-02    3.1869E-04
  0.130    3.6445E-02    3.6098E-02    3.4623E-04
  0.140    3.9300E-02    3.8926E-02    3.7394E-04
  0.150    4.2165E-02    4.1763E-02    4.0182E-04
  0.160    4.5038E-02    4.4608E-02    4.2988E-04
  0.170    4.7921E-02    4.7463E-02    4.5812E-04
  0.180    5.0814E-02    5.0327E-02    4.8655E-04
  0.190    5.3716E-02    5.3201E-02    5.1518E-04
  0.200    5.6629E-02    5.6085E-02    5.4400E-04
  0.210    5.9552E-02    5.8979E-02    5.7302E-04
  0.220    6.2487E-02    6.1885E-02    6.0225E-04
  0.230    6.5433E-02    6.4801E-02    6.3169E-04
  0.240    6.8390E-02    6.7729E-02    6.6135E-04
  0.250    7.1359E-02    7.0668E-02    6.9123E-04
  0.260    7.4341E-02    7.3620E-02    7.2135E-04
  0.270    7.7335E-02    7.6584E-02    7.5169E-04
  0.280    8.0343E-02    7.9561E-02    7.8228E-04
  0.290    8.3364E-02    8.2551E-02    8.1311E-04
  0.300    8.6399E-02    8.5555E-02    8.4420E-04
  0.310    8.9449E-02    8.8573E-02    8.7555E-04
  0.320    9.2513E-02    9.1606E-02    9.0716E-04
  0.330    9.5593E-02    9.4653E-02    9.3905E-04
  0.340    9.8688E-02    9.7717E-02    9.7121E-04
  0.350    1.0180E-01    1.0080E-01    1.0037E-03
  0.360    1.0493E-01    1.0389E-01    1.0364E-03
  0.370    1.0807E-01    1.0700E-01    1.0695E-03
  0.380    1.1124E-01    1.1013E-01    1.1028E-03
  0.390    1.1442E-01    1.1328E-01    1.1365E-03
  0.400    1.1762E-01    1.1645E-01    1.1705E-03
  0.410    1.2084E-01    1.1963E-01    1.2049E-03
  0.420    1.2408E-01    1.2284E-01    1.2396E-03
  0.430    1.2734E-01    1.2606E-01    1.2746E-03
  0.440    1.3062E-01    1.2931E-01    1.3100E-03
  0.450    1.3392E-01    1.3258E-01    1.3458E-03
  0.460    1.3725E-01    1.3587E-01    1.3820E-03
  0.470    1.4060E-01    1.3918E-01    1.4185E-03
  0.480    1.4397E-01    1.4251E-01    1.4555E-03
  0.490    1.4737E-01    1.4587E-01    1.4929E-03
  0.500    1.5079E-01    1.4926E-01    1.5307E-03
  0.510    1.5424E-01    1.5267E-01    1.5690E-03
  0.520    1.5772E-01    1.5611E-01    1.6077E-03
  0.530    1.6122E-01    1.5958E-01    1.6469E-03
  0.540    1.6476E-01    1.6307E-01    1.6866E-03
  0.550    1.6832E-01    1.6659E-01    1.7268E-03
  0.560    1.7191E-01    1.7015E-01    1.7675E-03
  0.570    1.7554E-01    1.7373E-01    1.8087E-03
  0.580    1.7920E-01    1.7735E-01    1.8504E-03
  0.590    1.8289E-01    1.8100E-01    1.8928E-03
  0.600    1.8662E-01    1.8469E-01    1.9356E-03
  0.610    1.9039E-01    1.8841E-01    1.9791E-03
  0.620    1.9419E-01    1.9216E-01    2.0233E-03
  0.630    1.9803E-01    1.9596E-01    2.0680E-03
  0.640    2.0191E-01    1.9980E-01    2.1134E-03
  0.650    2.0583E-01    2.0367E-01    2.1595E-03
  0.660    2.0980E-01    2.0759E-01    2.2063E-03
  0.670    2.1381E-01    2.1155E-01    2.2538E-03
  0.680    2.1786E-01    2.1556E-01    2.3020E-03
  0.690    2.2197E-01    2.1962E-01    2.3511E-03
  0.700    2.2612E-01    2.2372E-01    2.4009E-03
  0.710    2.3033E-01    2.2788E-01    2.4516E-03
  0.720    2.3459E-01    2.3208E-01    2.5031E-03
  0.730    2.3890E-01    2.3634E-01    2.5555E-03
  0.740    2.4327E-01    2.4066E-01    2.6088E-03
  0.750    2.4770E-01    2.4504E-01    2.6631E-03
  0.760    2.5219E-01    2.4947E-01    2.7184E-03
  0.770    2.5675E-01    2.5398E-01    2.7748E-03
  0.780    2.6137E-01    2.5854E-01    2.8322E-03
  0.790    2.6607E-01    2.6318E-01    2.8907E-03
  0.800    2.7083E-01    2.6788E-01    2.9504E-03
  0.810    2.7567E-01    2.7266E-01    3.0113E-03
  0.820    2.8059E-01    2.7752E-01    3.0734E-03
  0.830    2.8560E-01    2.8246E-01    3.1369E-03
  0.840    2.9068E-01    2.8748E-01    3.2017E-03
  0.850    2.9586E-01    2.9259E-01    3.2680E-03
  0.860    3.0113E-01    2.9779E-01    3.3358E-03
  0.870    3.0650E-01    3.0309E-01    3.4051E-03
  0.880    3.1196E-01    3.0849E-01    3.4760E-03
  0.890    3.1754E-01    3.1399E-01    3.5487E-03
  0.900    3.2323E-01    3.1960E-01    3.6231E-03
  0.910    3.2903E-01    3.2533E-01    3.6995E-03
  0.920    3.3496E-01    3.3118E-01    3.7778E-03
  0.930    3.4101E-01    3.3715E-01    3.8582E-03
  0.940    3.4720E-01    3.4326E-01    3.9407E-03
  0.950    3.5353E-01    3.4950E-01    4.0256E-03
  0.960    3.6001E-01    3.5589E-01    4.1128E-03
  0.970    3.6664E-01    3.6244E-01    4.2026E-03
  0.980    3.7344E-01    3.6914E-01    4.2951E-03
  0.990    3.8041E-01    3.7602E-01    4.3905E-03
  1.000    3.8757E-01    3.8308E-01    4.4889E-03
