 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7979E-03    2.7722E-03    2.5645E-05
  0.020    5.6014E-03    5.5500E-03    5.1416E-05
  0.030    8.4107E-03    8.3334E-03    7.7315E-05
  0.040    1.1226E-02    1.1123E-02    1.0335E-04
  0.050    1.4048E-02    1.3918E-02    1.2951E-04
  0.060    1.6876E-02    1.6720E-02    1.5581E-04
  0.070    1.9711E-02    1.9529E-02    1.8226E-04
  0.080    2.2553E-02    2.2345E-02    2.0885E-04
  0.090    2.5403E-02    2.5167E-02    2.3558E-04
  0.100    2.8260E-02    2.7997E-02    2.6247E-04
  0.110    3.1125E-02    3.0835E-02    2.8952E-04
  0.120    3.3997E-02    3.3681E-02    3.1672E-04
  0.130    3.6879E-02    3.6534E-02    3.4408E-04
  0.140    3.9768E-02    3.9397E-02    3.7161E-04
  0.150    4.2667E-02    4.2268E-02    3.9932E-04
  0.160    4.5575E-02    4.5148E-02    4.2719E-04
  0.170    4.8492E-02    4.8037E-02    4.5524E-04
  0.180    5.1420E-02    5.0936E-02    4.8348E-04
  0.190    5.4357E-02    5.3845E-02    5.1190E-04
  0.200    5.7305E-02    5.6764E-02    5.4052E-04
  0.210    6.0263E-02    5.9694E-02    5.6933E-04
  0.220    6.3233E-02    6.2634E-02    5.9834E-04
  0.230    6.6214E-02    6.5586E-02    6.2755E-04
  0.240    6.9207E-02    6.8550E-02    6.5698E-04
  0.250    7.2212E-02    7.1525E-02    6.8662E-04
  0.260    7.5229E-02    7.4513E-02    7.1648E-04
  0.270    7.8259E-02    7.7513E-02    7.4657E-04
  0.280    8.1303E-02    8.0526E-02    7.7689E-04
  0.290    8.4360E-02    8.3553E-02    8.0744E-04
  0.300    8.7432E-02    8.6593E-02    8.3824E-04
  0.310    9.0517E-02    8.9648E-02    8.6929E-04
  0.320    9.3618E-02    9.2718E-02    9.0059E-04
  0.330    9.6734E-02    9.5802E-02    9.3215E-04
  0.340    9.9866E-02    9.8902E-02    9.6398E-04
  0.350    1.0301E-01    1.0202E-01    9.9608E-04
  0.360    1.0618E-01    1.0515E-01    1.0285E-03
  0.370    1.0936E-01    1.0830E-01    1.0611E-03
  0.380    1.1256E-01    1.1147E-01    1.0941E-03
  0.390    1.1578E-01    1.1465E-01    1.1274E-03
  0.400    1.1902E-01    1.1786E-01    1.1610E-03
  0.410    1.2227E-01    1.2108E-01    1.1949E-03
  0.420    1.2555E-01    1.2432E-01    1.2291E-03
  0.430    1.2885E-01    1.2759E-01    1.2637E-03
  0.440    1.3217E-01    1.3087E-01    1.2986E-03
  0.450    1.3551E-01    1.3417E-01    1.3339E-03
  0.460    1.3887E-01    1.3750E-01    1.3695E-03
  0.470    1.4226E-01    1.4085E-01    1.4055E-03
  0.480    1.4567E-01    1.4423E-01    1.4420E-03
  0.490    1.4910E-01    1.4763E-01    1.4788E-03
  0.500    1.5257E-01    1.5105E-01    1.5160E-03
  0.510    1.5605E-01    1.5450E-01    1.5536E-03
  0.520    1.5957E-01    1.5798E-01    1.5917E-03
  0.530    1.6311E-01    1.6148E-01    1.6302E-03
  0.540    1.6668E-01    1.6501E-01    1.6691E-03
  0.550    1.7028E-01    1.6857E-01    1.7086E-03
  0.560    1.7391E-01    1.7216E-01    1.7485E-03
  0.570    1.7758E-01    1.7579E-01    1.7889E-03
  0.580    1.8127E-01    1.7944E-01    1.8299E-03
  0.590    1.8500E-01    1.8313E-01    1.8714E-03
  0.600    1.8877E-01    1.8686E-01    1.9134E-03
  0.610    1.9257E-01    1.9062E-01    1.9560E-03
  0.620    1.9641E-01    1.9441E-01    1.9992E-03
  0.630    2.0029E-01    1.9825E-01    2.0430E-03
  0.640    2.0421E-01    2.0212E-01    2.0874E-03
  0.650    2.0817E-01    2.0603E-01    2.1325E-03
  0.660    2.1217E-01    2.0999E-01    2.1782E-03
  0.670    2.1622E-01    2.1399E-01    2.2247E-03
  0.680    2.2031E-01    2.1804E-01    2.2718E-03
  0.690    2.2445E-01    2.2213E-01    2.3198E-03
  0.700    2.2864E-01    2.2628E-01    2.3684E-03
  0.710    2.3289E-01    2.3047E-01    2.4179E-03
  0.720    2.3718E-01    2.3472E-01    2.4682E-03
  0.730    2.4154E-01    2.3902E-01    2.5194E-03
  0.740    2.4595E-01    2.4338E-01    2.5715E-03
  0.750    2.5042E-01    2.4779E-01    2.6245E-03
  0.760    2.5495E-01    2.5227E-01    2.6785E-03
  0.770    2.5955E-01    2.5682E-01    2.7335E-03
  0.780    2.6422E-01    2.6143E-01    2.7896E-03
  0.790    2.6895E-01    2.6611E-01    2.8467E-03
  0.800    2.7376E-01    2.7086E-01    2.9050E-03
  0.810    2.7865E-01    2.7568E-01    2.9645E-03
  0.820    2.8362E-01    2.8059E-01    3.0253E-03
  0.830    2.8867E-01    2.8558E-01    3.0873E-03
  0.840    2.9381E-01    2.9066E-01    3.1508E-03
  0.850    2.9904E-01    2.9582E-01    3.2156E-03
  0.860    3.0436E-01    3.0108E-01    3.2820E-03
  0.870    3.0979E-01    3.0644E-01    3.3499E-03
  0.880    3.1532E-01    3.1190E-01    3.4195E-03
  0.890    3.2096E-01    3.1747E-01    3.4908E-03
  0.900    3.2671E-01    3.2315E-01    3.5639E-03
  0.910    3.3259E-01    3.2895E-01    3.6389E-03
  0.920    3.3859E-01    3.3488E-01    3.7160E-03
  0.930    3.4473E-01    3.4093E-01    3.7952E-03
  0.940    3.5101E-01    3.4713E-01    3.8767E-03
  0.950    3.5743E-01    3.5347E-01    3.9605E-03
  0.960    3.6401E-01    3.5997E-01    4.0468E-03
  0.970    3.7076E-01    3.6662E-01    4.1358E-03
  0.980    3.7768E-01    3.7345E-01    4.2276E-03
  0.990    3.8478E-01    3.8046E-01    4.3224E-03
  1.000    3.9207E-01    3.8765E-01    4.4204E-03
