 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8043E-03    2.7786E-03    2.5777E-05
  0.020    5.6140E-03    5.5623E-03    5.1675E-05
  0.030    8.4292E-03    8.3515E-03    7.7700E-05
  0.040    1.1250E-02    1.1146E-02    1.0385E-04
  0.050    1.4077E-02    1.3947E-02    1.3014E-04
  0.060    1.6911E-02    1.6754E-02    1.5656E-04
  0.070    1.9751E-02    1.9568E-02    1.8312E-04
  0.080    2.2597E-02    2.2388E-02    2.0982E-04
  0.090    2.5451E-02    2.5214E-02    2.3667E-04
  0.100    2.8312E-02    2.8048E-02    2.6367E-04
  0.110    3.1181E-02    3.0890E-02    2.9083E-04
  0.120    3.4057E-02    3.3739E-02    3.1814E-04
  0.130    3.6942E-02    3.6596E-02    3.4562E-04
  0.140    3.9835E-02    3.9462E-02    3.7326E-04
  0.150    4.2736E-02    4.2335E-02    4.0107E-04
  0.160    4.5647E-02    4.5218E-02    4.2906E-04
  0.170    4.8567E-02    4.8110E-02    4.5722E-04
  0.180    5.1497E-02    5.1011E-02    4.8558E-04
  0.190    5.4436E-02    5.3922E-02    5.1411E-04
  0.200    5.7386E-02    5.6843E-02    5.4285E-04
  0.210    6.0346E-02    5.9774E-02    5.7178E-04
  0.220    6.3317E-02    6.2716E-02    6.0091E-04
  0.230    6.6299E-02    6.5669E-02    6.3025E-04
  0.240    6.9293E-02    6.8633E-02    6.5981E-04
  0.250    7.2299E-02    7.1609E-02    6.8958E-04
  0.260    7.5317E-02    7.4597E-02    7.1958E-04
  0.270    7.8347E-02    7.7597E-02    7.4980E-04
  0.280    8.1391E-02    8.0611E-02    7.8027E-04
  0.290    8.4448E-02    8.3637E-02    8.1097E-04
  0.300    8.7519E-02    8.6677E-02    8.4193E-04
  0.310    9.0604E-02    8.9731E-02    8.7313E-04
  0.320    9.3704E-02    9.2799E-02    9.0460E-04
  0.330    9.6819E-02    9.5882E-02    9.3634E-04
  0.340    9.9949E-02    9.8981E-02    9.6835E-04
  0.350    1.0310E-01    1.0209E-01    1.0006E-03
  0.360    1.0626E-01    1.0523E-01    1.0332E-03
  0.370    1.0944E-01    1.0837E-01    1.0661E-03
  0.380    1.1264E-01    1.1154E-01    1.0993E-03
  0.390    1.1585E-01    1.1472E-01    1.1328E-03
  0.400    1.1908E-01    1.1792E-01    1.1666E-03
  0.410    1.2234E-01    1.2114E-01    1.2007E-03
  0.420    1.2561E-01    1.2437E-01    1.2352E-03
  0.430    1.2890E-01    1.2763E-01    1.2700E-03
  0.440    1.3222E-01    1.3091E-01    1.3052E-03
  0.450    1.3555E-01    1.3421E-01    1.3407E-03
  0.460    1.3891E-01    1.3753E-01    1.3767E-03
  0.470    1.4229E-01    1.4087E-01    1.4130E-03
  0.480    1.4569E-01    1.4424E-01    1.4497E-03
  0.490    1.4912E-01    1.4763E-01    1.4868E-03
  0.500    1.5257E-01    1.5104E-01    1.5243E-03
  0.510    1.5604E-01    1.5448E-01    1.5623E-03
  0.520    1.5955E-01    1.5795E-01    1.6007E-03
  0.530    1.6308E-01    1.6144E-01    1.6395E-03
  0.540    1.6664E-01    1.6496E-01    1.6789E-03
  0.550    1.7022E-01    1.6850E-01    1.7187E-03
  0.560    1.7384E-01    1.7208E-01    1.7590E-03
  0.570    1.7749E-01    1.7569E-01    1.7998E-03
  0.580    1.8117E-01    1.7932E-01    1.8411E-03
  0.590    1.8488E-01    1.8299E-01    1.8830E-03
  0.600    1.8862E-01    1.8670E-01    1.9255E-03
  0.610    1.9240E-01    1.9043E-01    1.9685E-03
  0.620    1.9622E-01    1.9421E-01    2.0121E-03
  0.630    2.0007E-01    1.9802E-01    2.0564E-03
  0.640    2.0396E-01    2.0186E-01    2.1013E-03
  0.650    2.0789E-01    2.0575E-01    2.1468E-03
  0.660    2.1187E-01    2.0967E-01    2.1930E-03
  0.670    2.1588E-01    2.1364E-01    2.2399E-03
  0.680    2.1994E-01    2.1765E-01    2.2875E-03
  0.690    2.2404E-01    2.2171E-01    2.3359E-03
  0.700    2.2819E-01    2.2581E-01    2.3850E-03
  0.710    2.3239E-01    2.2996E-01    2.4350E-03
  0.720    2.3664E-01    2.3416E-01    2.4857E-03
  0.730    2.4094E-01    2.3841E-01    2.5374E-03
  0.740    2.4530E-01    2.4271E-01    2.5899E-03
  0.750    2.4971E-01    2.4707E-01    2.6433E-03
  0.760    2.5419E-01    2.5149E-01    2.6977E-03
  0.770    2.5872E-01    2.5597E-01    2.7531E-03
  0.780    2.6331E-01    2.6051E-01    2.8095E-03
  0.790    2.6798E-01    2.6511E-01    2.8669E-03
  0.800    2.7271E-01    2.6978E-01    2.9255E-03
  0.810    2.7751E-01    2.7452E-01    2.9853E-03
  0.820    2.8239E-01    2.7934E-01    3.0462E-03
  0.830    2.8734E-01    2.8423E-01    3.1084E-03
  0.840    2.9238E-01    2.8920E-01    3.1719E-03
  0.850    2.9750E-01    2.9426E-01    3.2368E-03
  0.860    3.0270E-01    2.9940E-01    3.3031E-03
  0.870    3.0801E-01    3.0463E-01    3.3708E-03
  0.880    3.1340E-01    3.0996E-01    3.4402E-03
  0.890    3.1890E-01    3.1539E-01    3.5111E-03
  0.900    3.2451E-01    3.2093E-01    3.5838E-03
  0.910    3.3023E-01    3.2657E-01    3.6583E-03
  0.920    3.3606E-01    3.3233E-01    3.7346E-03
  0.930    3.4202E-01    3.3821E-01    3.8130E-03
  0.940    3.4811E-01    3.4422E-01    3.8934E-03
  0.950    3.5434E-01    3.5036E-01    3.9760E-03
  0.960    3.6071E-01    3.5665E-01    4.0609E-03
  0.970    3.6723E-01    3.6308E-01    4.1483E-03
  0.980    3.7391E-01    3.6968E-01    4.2382E-03
  0.990    3.8077E-01    3.7644E-01    4.3309E-03
  1.000    3.8780E-01    3.8338E-01    4.4265E-03
