 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7661E-03    2.7413E-03    2.4838E-05
  0.020    5.5377E-03    5.4879E-03    4.9801E-05
  0.030    8.3151E-03    8.2402E-03    7.4891E-05
  0.040    1.1098E-02    1.0998E-02    1.0011E-04
  0.050    1.3888E-02    1.3763E-02    1.2547E-04
  0.060    1.6684E-02    1.6533E-02    1.5096E-04
  0.070    1.9487E-02    1.9310E-02    1.7659E-04
  0.080    2.2297E-02    2.2094E-02    2.0237E-04
  0.090    2.5114E-02    2.4886E-02    2.2829E-04
  0.100    2.7938E-02    2.7684E-02    2.5436E-04
  0.110    3.0771E-02    3.0490E-02    2.8059E-04
  0.120    3.3611E-02    3.3304E-02    3.0698E-04
  0.130    3.6460E-02    3.6127E-02    3.3353E-04
  0.140    3.9318E-02    3.8958E-02    3.6025E-04
  0.150    4.2184E-02    4.1797E-02    3.8714E-04
  0.160    4.5060E-02    4.4646E-02    4.1420E-04
  0.170    4.7946E-02    4.7504E-02    4.4144E-04
  0.180    5.0841E-02    5.0372E-02    4.6887E-04
  0.190    5.3747E-02    5.3250E-02    4.9648E-04
  0.200    5.6663E-02    5.6138E-02    5.2428E-04
  0.210    5.9590E-02    5.9037E-02    5.5229E-04
  0.220    6.2528E-02    6.1948E-02    5.8049E-04
  0.230    6.5478E-02    6.4869E-02    6.0891E-04
  0.240    6.8440E-02    6.7802E-02    6.3753E-04
  0.250    7.1414E-02    7.0748E-02    6.6638E-04
  0.260    7.4401E-02    7.3706E-02    6.9544E-04
  0.270    7.7402E-02    7.6677E-02    7.2474E-04
  0.280    8.0415E-02    7.9661E-02    7.5427E-04
  0.290    8.3443E-02    8.2659E-02    7.8404E-04
  0.300    8.6485E-02    8.5671E-02    8.1406E-04
  0.310    8.9542E-02    8.8698E-02    8.4433E-04
  0.320    9.2615E-02    9.1740E-02    8.7486E-04
  0.330    9.5703E-02    9.4797E-02    9.0566E-04
  0.340    9.8807E-02    9.7870E-02    9.3673E-04
  0.350    1.0193E-01    1.0096E-01    9.6808E-04
  0.360    1.0507E-01    1.0407E-01    9.9972E-04
  0.370    1.0822E-01    1.0719E-01    1.0317E-03
  0.380    1.1140E-01    1.1033E-01    1.0639E-03
  0.390    1.1459E-01    1.1349E-01    1.0964E-03
  0.400    1.1780E-01    1.1667E-01    1.1293E-03
  0.410    1.2104E-01    1.1987E-01    1.1625E-03
  0.420    1.2429E-01    1.2309E-01    1.1960E-03
  0.430    1.2757E-01    1.2634E-01    1.2299E-03
  0.440    1.3086E-01    1.2960E-01    1.2642E-03
  0.450    1.3418E-01    1.3288E-01    1.2988E-03
  0.460    1.3752E-01    1.3619E-01    1.3337E-03
  0.470    1.4089E-01    1.3952E-01    1.3691E-03
  0.480    1.4428E-01    1.4288E-01    1.4049E-03
  0.490    1.4770E-01    1.4626E-01    1.4410E-03
  0.500    1.5114E-01    1.4967E-01    1.4776E-03
  0.510    1.5461E-01    1.5310E-01    1.5146E-03
  0.520    1.5811E-01    1.5656E-01    1.5521E-03
  0.530    1.6164E-01    1.6005E-01    1.5900E-03
  0.540    1.6520E-01    1.6357E-01    1.6284E-03
  0.550    1.6879E-01    1.6712E-01    1.6673E-03
  0.560    1.7241E-01    1.7070E-01    1.7066E-03
  0.570    1.7606E-01    1.7432E-01    1.7465E-03
  0.580    1.7975E-01    1.7796E-01    1.7870E-03
  0.590    1.8347E-01    1.8165E-01    1.8279E-03
  0.600    1.8723E-01    1.8536E-01    1.8695E-03
  0.610    1.9103E-01    1.8912E-01    1.9116E-03
  0.620    1.9486E-01    1.9291E-01    1.9543E-03
  0.630    1.9874E-01    1.9674E-01    1.9976E-03
  0.640    2.0266E-01    2.0061E-01    2.0416E-03
  0.650    2.0662E-01    2.0453E-01    2.0862E-03
  0.660    2.1062E-01    2.0849E-01    2.1315E-03
  0.670    2.1467E-01    2.1249E-01    2.1776E-03
  0.680    2.1877E-01    2.1654E-01    2.2243E-03
  0.690    2.2292E-01    2.2064E-01    2.2718E-03
  0.700    2.2711E-01    2.2479E-01    2.3201E-03
  0.710    2.3137E-01    2.2900E-01    2.3692E-03
  0.720    2.3567E-01    2.3325E-01    2.4192E-03
  0.730    2.4004E-01    2.3757E-01    2.4700E-03
  0.740    2.4446E-01    2.4194E-01    2.5217E-03
  0.750    2.4894E-01    2.4637E-01    2.5743E-03
  0.760    2.5349E-01    2.5087E-01    2.6280E-03
  0.770    2.5811E-01    2.5543E-01    2.6826E-03
  0.780    2.6279E-01    2.6005E-01    2.7383E-03
  0.790    2.6755E-01    2.6475E-01    2.7951E-03
  0.800    2.7238E-01    2.6953E-01    2.8530E-03
  0.810    2.7729E-01    2.7438E-01    2.9121E-03
  0.820    2.8228E-01    2.7931E-01    2.9724E-03
  0.830    2.8735E-01    2.8432E-01    3.0340E-03
  0.840    2.9252E-01    2.8942E-01    3.0970E-03
  0.850    2.9777E-01    2.9461E-01    3.1613E-03
  0.860    3.0312E-01    2.9989E-01    3.2272E-03
  0.870    3.0857E-01    3.0528E-01    3.2945E-03
  0.880    3.1413E-01    3.1076E-01    3.3635E-03
  0.890    3.1979E-01    3.1636E-01    3.4341E-03
  0.900    3.2557E-01    3.2207E-01    3.5065E-03
  0.910    3.3147E-01    3.2789E-01    3.5808E-03
  0.920    3.3750E-01    3.3384E-01    3.6570E-03
  0.930    3.4366E-01    3.3992E-01    3.7353E-03
  0.940    3.4996E-01    3.4614E-01    3.8157E-03
  0.950    3.5640E-01    3.5250E-01    3.8984E-03
  0.960    3.6299E-01    3.5901E-01    3.9835E-03
  0.970    3.6975E-01    3.6568E-01    4.0711E-03
  0.980    3.7667E-01    3.7251E-01    4.1614E-03
  0.990    3.8378E-01    3.7952E-01    4.2546E-03
  1.000    3.9107E-01    3.8672E-01    4.3507E-03
