 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8505E-03    2.8247E-03    2.5741E-05
  0.020    5.7064E-03    5.6548E-03    5.1607E-05
  0.030    8.5682E-03    8.4906E-03    7.7602E-05
  0.040    1.1436E-02    1.1332E-02    1.0373E-04
  0.050    1.4310E-02    1.4180E-02    1.2999E-04
  0.060    1.7190E-02    1.7034E-02    1.5639E-04
  0.070    2.0077E-02    1.9895E-02    1.8293E-04
  0.080    2.2972E-02    2.2762E-02    2.0961E-04
  0.090    2.5873E-02    2.5636E-02    2.3645E-04
  0.100    2.8782E-02    2.8518E-02    2.6343E-04
  0.110    3.1698E-02    3.1408E-02    2.9057E-04
  0.120    3.4623E-02    3.4305E-02    3.1787E-04
  0.130    3.7555E-02    3.7210E-02    3.4533E-04
  0.140    4.0497E-02    4.0124E-02    3.7296E-04
  0.150    4.3447E-02    4.3046E-02    4.0076E-04
  0.160    4.6406E-02    4.5977E-02    4.2873E-04
  0.170    4.9375E-02    4.8918E-02    4.5688E-04
  0.180    5.2353E-02    5.1868E-02    4.8522E-04
  0.190    5.5341E-02    5.4828E-02    5.1374E-04
  0.200    5.8340E-02    5.7798E-02    5.4246E-04
  0.210    6.1349E-02    6.0778E-02    5.7137E-04
  0.220    6.4370E-02    6.3769E-02    6.0048E-04
  0.230    6.7401E-02    6.6771E-02    6.2980E-04
  0.240    7.0444E-02    6.9785E-02    6.5933E-04
  0.250    7.3500E-02    7.2811E-02    6.8907E-04
  0.260    7.6567E-02    7.5848E-02    7.1904E-04
  0.270    7.9648E-02    7.8898E-02    7.4923E-04
  0.280    8.2741E-02    8.1961E-02    7.7966E-04
  0.290    8.5848E-02    8.5038E-02    8.1032E-04
  0.300    8.8969E-02    8.8128E-02    8.4123E-04
  0.310    9.2104E-02    9.1232E-02    8.7239E-04
  0.320    9.5254E-02    9.4350E-02    9.0381E-04
  0.330    9.8419E-02    9.7484E-02    9.3548E-04
  0.340    1.0160E-01    1.0063E-01    9.6743E-04
  0.350    1.0480E-01    1.0380E-01    9.9965E-04
  0.360    1.0801E-01    1.0698E-01    1.0322E-03
  0.370    1.1124E-01    1.1017E-01    1.0650E-03
  0.380    1.1449E-01    1.1339E-01    1.0980E-03
  0.390    1.1775E-01    1.1662E-01    1.1314E-03
  0.400    1.2104E-01    1.1987E-01    1.1652E-03
  0.410    1.2434E-01    1.2314E-01    1.1992E-03
  0.420    1.2766E-01    1.2643E-01    1.2336E-03
  0.430    1.3101E-01    1.2974E-01    1.2683E-03
  0.440    1.3437E-01    1.3307E-01    1.3033E-03
  0.450    1.3776E-01    1.3642E-01    1.3387E-03
  0.460    1.4116E-01    1.3979E-01    1.3745E-03
  0.470    1.4459E-01    1.4318E-01    1.4107E-03
  0.480    1.4805E-01    1.4660E-01    1.4472E-03
  0.490    1.5152E-01    1.5004E-01    1.4842E-03
  0.500    1.5502E-01    1.5350E-01    1.5215E-03
  0.510    1.5855E-01    1.5699E-01    1.5593E-03
  0.520    1.6211E-01    1.6051E-01    1.5975E-03
  0.530    1.6569E-01    1.6405E-01    1.6362E-03
  0.540    1.6930E-01    1.6762E-01    1.6753E-03
  0.550    1.7293E-01    1.7122E-01    1.7150E-03
  0.560    1.7660E-01    1.7485E-01    1.7551E-03
  0.570    1.8030E-01    1.7850E-01    1.7957E-03
  0.580    1.8403E-01    1.8219E-01    1.8368E-03
  0.590    1.8779E-01    1.8591E-01    1.8784E-03
  0.600    1.9158E-01    1.8966E-01    1.9207E-03
  0.610    1.9541E-01    1.9345E-01    1.9635E-03
  0.620    1.9928E-01    1.9727E-01    2.0068E-03
  0.630    2.0318E-01    2.0113E-01    2.0508E-03
  0.640    2.0712E-01    2.0503E-01    2.0955E-03
  0.650    2.1110E-01    2.0896E-01    2.1407E-03
  0.660    2.1512E-01    2.1294E-01    2.1867E-03
  0.670    2.1919E-01    2.1695E-01    2.2333E-03
  0.680    2.2329E-01    2.2101E-01    2.2807E-03
  0.690    2.2744E-01    2.2512E-01    2.3288E-03
  0.700    2.3164E-01    2.2926E-01    2.3777E-03
  0.710    2.3589E-01    2.3346E-01    2.4275E-03
  0.720    2.4018E-01    2.3771E-01    2.4780E-03
  0.730    2.4453E-01    2.4200E-01    2.5294E-03
  0.740    2.4893E-01    2.4635E-01    2.5817E-03
  0.750    2.5339E-01    2.5075E-01    2.6349E-03
  0.760    2.5790E-01    2.5521E-01    2.6891E-03
  0.770    2.6248E-01    2.5973E-01    2.7443E-03
  0.780    2.6711E-01    2.6431E-01    2.8006E-03
  0.790    2.7181E-01    2.6895E-01    2.8579E-03
  0.800    2.7658E-01    2.7366E-01    2.9164E-03
  0.810    2.8141E-01    2.7844E-01    2.9761E-03
  0.820    2.8632E-01    2.8328E-01    3.0370E-03
  0.830    2.9130E-01    2.8820E-01    3.0992E-03
  0.840    2.9636E-01    2.9320E-01    3.1627E-03
  0.850    3.0150E-01    2.9828E-01    3.2277E-03
  0.860    3.0673E-01    3.0344E-01    3.2941E-03
  0.870    3.1204E-01    3.0868E-01    3.3620E-03
  0.880    3.1745E-01    3.1402E-01    3.4316E-03
  0.890    3.2295E-01    3.1945E-01    3.5028E-03
  0.900    3.2855E-01    3.2497E-01    3.5759E-03
  0.910    3.3425E-01    3.3060E-01    3.6507E-03
  0.920    3.4007E-01    3.3634E-01    3.7276E-03
  0.930    3.4599E-01    3.4219E-01    3.8065E-03
  0.940    3.5204E-01    3.4815E-01    3.8875E-03
  0.950    3.5821E-01    3.5424E-01    3.9708E-03
  0.960    3.6450E-01    3.6045E-01    4.0566E-03
  0.970    3.7094E-01    3.6679E-01    4.1448E-03
  0.980    3.7751E-01    3.7328E-01    4.2358E-03
  0.990    3.8424E-01    3.7991E-01    4.3296E-03
  1.000    3.9112E-01    3.8669E-01    4.4263E-03
