 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8742E-03    2.8482E-03    2.5976E-05
  0.020    5.7538E-03    5.7017E-03    5.2076E-05
  0.030    8.6389E-03    8.5606E-03    7.8304E-05
  0.040    1.1530E-02    1.1425E-02    1.0466E-04
  0.050    1.4427E-02    1.4296E-02    1.3116E-04
  0.060    1.7330E-02    1.7173E-02    1.5779E-04
  0.070    2.0240E-02    2.0056E-02    1.8456E-04
  0.080    2.3157E-02    2.2946E-02    2.1148E-04
  0.090    2.6081E-02    2.5843E-02    2.3855E-04
  0.100    2.9012E-02    2.8747E-02    2.6578E-04
  0.110    3.1951E-02    3.1658E-02    2.9316E-04
  0.120    3.4898E-02    3.4577E-02    3.2070E-04
  0.130    3.7853E-02    3.7505E-02    3.4841E-04
  0.140    4.0817E-02    4.0441E-02    3.7629E-04
  0.150    4.3789E-02    4.3385E-02    4.0434E-04
  0.160    4.6771E-02    4.6338E-02    4.3258E-04
  0.170    4.9762E-02    4.9301E-02    4.6099E-04
  0.180    5.2762E-02    5.2273E-02    4.8960E-04
  0.190    5.5773E-02    5.5254E-02    5.1840E-04
  0.200    5.8794E-02    5.8246E-02    5.4739E-04
  0.210    6.1826E-02    6.1249E-02    5.7660E-04
  0.220    6.4868E-02    6.4262E-02    6.0601E-04
  0.230    6.7923E-02    6.7287E-02    6.3563E-04
  0.240    7.0989E-02    7.0323E-02    6.6547E-04
  0.250    7.4067E-02    7.3371E-02    6.9554E-04
  0.260    7.7157E-02    7.6432E-02    7.2584E-04
  0.270    8.0261E-02    7.9505E-02    7.5638E-04
  0.280    8.3378E-02    8.2591E-02    7.8716E-04
  0.290    8.6509E-02    8.5690E-02    8.1820E-04
  0.300    8.9653E-02    8.8804E-02    8.4949E-04
  0.310    9.2813E-02    9.1932E-02    8.8104E-04
  0.320    9.5987E-02    9.5074E-02    9.1286E-04
  0.330    9.9177E-02    9.8232E-02    9.4496E-04
  0.340    1.0238E-01    1.0141E-01    9.7735E-04
  0.350    1.0561E-01    1.0460E-01    1.0100E-03
  0.360    1.0884E-01    1.0780E-01    1.0430E-03
  0.370    1.1210E-01    1.1103E-01    1.0763E-03
  0.380    1.1538E-01    1.1427E-01    1.1099E-03
  0.390    1.1867E-01    1.1753E-01    1.1438E-03
  0.400    1.2198E-01    1.2080E-01    1.1781E-03
  0.410    1.2531E-01    1.2410E-01    1.2127E-03
  0.420    1.2867E-01    1.2742E-01    1.2477E-03
  0.430    1.3204E-01    1.3076E-01    1.2830E-03
  0.440    1.3543E-01    1.3412E-01    1.3187E-03
  0.450    1.3885E-01    1.3750E-01    1.3548E-03
  0.460    1.4229E-01    1.4090E-01    1.3912E-03
  0.470    1.4576E-01    1.4433E-01    1.4281E-03
  0.480    1.4924E-01    1.4778E-01    1.4654E-03
  0.490    1.5276E-01    1.5125E-01    1.5032E-03
  0.500    1.5629E-01    1.5475E-01    1.5413E-03
  0.510    1.5986E-01    1.5828E-01    1.5800E-03
  0.520    1.6345E-01    1.6183E-01    1.6191E-03
  0.530    1.6707E-01    1.6541E-01    1.6587E-03
  0.540    1.7072E-01    1.6903E-01    1.6987E-03
  0.550    1.7440E-01    1.7266E-01    1.7393E-03
  0.560    1.7812E-01    1.7634E-01    1.7805E-03
  0.570    1.8186E-01    1.8004E-01    1.8221E-03
  0.580    1.8564E-01    1.8377E-01    1.8644E-03
  0.590    1.8945E-01    1.8754E-01    1.9072E-03
  0.600    1.9329E-01    1.9134E-01    1.9506E-03
  0.610    1.9718E-01    1.9518E-01    1.9946E-03
  0.620    2.0110E-01    1.9906E-01    2.0393E-03
  0.630    2.0506E-01    2.0297E-01    2.0846E-03
  0.640    2.0906E-01    2.0693E-01    2.1306E-03
  0.650    2.1310E-01    2.1092E-01    2.1773E-03
  0.660    2.1718E-01    2.1496E-01    2.2247E-03
  0.670    2.2131E-01    2.1904E-01    2.2729E-03
  0.680    2.2549E-01    2.2316E-01    2.3219E-03
  0.690    2.2971E-01    2.2734E-01    2.3716E-03
  0.700    2.3398E-01    2.3156E-01    2.4222E-03
  0.710    2.3831E-01    2.3583E-01    2.4737E-03
  0.720    2.4268E-01    2.4016E-01    2.5261E-03
  0.730    2.4712E-01    2.4454E-01    2.5793E-03
  0.740    2.5160E-01    2.4897E-01    2.6336E-03
  0.750    2.5615E-01    2.5346E-01    2.6888E-03
  0.760    2.6076E-01    2.5802E-01    2.7451E-03
  0.770    2.6544E-01    2.6264E-01    2.8024E-03
  0.780    2.7018E-01    2.6732E-01    2.8609E-03
  0.790    2.7499E-01    2.7207E-01    2.9205E-03
  0.800    2.7987E-01    2.7689E-01    2.9813E-03
  0.810    2.8483E-01    2.8178E-01    3.0434E-03
  0.820    2.8986E-01    2.8675E-01    3.1067E-03
  0.830    2.9498E-01    2.9181E-01    3.1714E-03
  0.840    3.0018E-01    2.9694E-01    3.2376E-03
  0.850    3.0547E-01    3.0216E-01    3.3052E-03
  0.860    3.1085E-01    3.0747E-01    3.3743E-03
  0.870    3.1632E-01    3.1288E-01    3.4451E-03
  0.880    3.2190E-01    3.1838E-01    3.5175E-03
  0.890    3.2759E-01    3.2399E-01    3.5917E-03
  0.900    3.3338E-01    3.2971E-01    3.6677E-03
  0.910    3.3929E-01    3.3554E-01    3.7456E-03
  0.920    3.4532E-01    3.4149E-01    3.8255E-03
  0.930    3.5147E-01    3.4757E-01    3.9074E-03
  0.940    3.5776E-01    3.5377E-01    3.9916E-03
  0.950    3.6419E-01    3.6011E-01    4.0781E-03
  0.960    3.7077E-01    3.6660E-01    4.1670E-03
  0.970    3.7750E-01    3.7324E-01    4.2585E-03
  0.980    3.8440E-01    3.8004E-01    4.3526E-03
  0.990    3.9146E-01    3.8701E-01    4.4495E-03
  1.000    3.9871E-01    3.9416E-01    4.5493E-03
