 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.9181E-03    2.8924E-03    2.5743E-05
  0.020    5.8419E-03    5.7903E-03    5.1612E-05
  0.030    8.7715E-03    8.6939E-03    7.7612E-05
  0.040    1.1707E-02    1.1603E-02    1.0374E-04
  0.050    1.4649E-02    1.4519E-02    1.3001E-04
  0.060    1.7598E-02    1.7442E-02    1.5642E-04
  0.070    2.0554E-02    2.0371E-02    1.8297E-04
  0.080    2.3517E-02    2.3307E-02    2.0966E-04
  0.090    2.6487E-02    2.6251E-02    2.3650E-04
  0.100    2.9465E-02    2.9202E-02    2.6350E-04
  0.110    3.2451E-02    3.2161E-02    2.9065E-04
  0.120    3.5446E-02    3.5128E-02    3.1796E-04
  0.130    3.8449E-02    3.8104E-02    3.4544E-04
  0.140    4.1461E-02    4.1088E-02    3.7308E-04
  0.150    4.4483E-02    4.4082E-02    4.0089E-04
  0.160    4.7514E-02    4.7085E-02    4.2888E-04
  0.170    5.0555E-02    5.0098E-02    4.5705E-04
  0.180    5.3606E-02    5.3121E-02    4.8540E-04
  0.190    5.6668E-02    5.6154E-02    5.1394E-04
  0.200    5.9741E-02    5.9198E-02    5.4267E-04
  0.210    6.2825E-02    6.2253E-02    5.7160E-04
  0.220    6.5921E-02    6.5320E-02    6.0073E-04
  0.230    6.9029E-02    6.8399E-02    6.3007E-04
  0.240    7.2149E-02    7.1489E-02    6.5962E-04
  0.250    7.5282E-02    7.4593E-02    6.8939E-04
  0.260    7.8429E-02    7.7709E-02    7.1938E-04
  0.270    8.1589E-02    8.0839E-02    7.4960E-04
  0.280    8.4763E-02    8.3983E-02    7.8006E-04
  0.290    8.7951E-02    8.7141E-02    8.1075E-04
  0.300    9.1155E-02    9.0313E-02    8.4169E-04
  0.310    9.4374E-02    9.3501E-02    8.7287E-04
  0.320    9.7609E-02    9.6705E-02    9.0432E-04
  0.330    1.0086E-01    9.9924E-02    9.3603E-04
  0.340    1.0413E-01    1.0316E-01    9.6802E-04
  0.350    1.0741E-01    1.0641E-01    1.0003E-03
  0.360    1.1072E-01    1.0968E-01    1.0328E-03
  0.370    1.1404E-01    1.1297E-01    1.0657E-03
  0.380    1.1738E-01    1.1628E-01    1.0988E-03
  0.390    1.2074E-01    1.1961E-01    1.1323E-03
  0.400    1.2412E-01    1.2296E-01    1.1660E-03
  0.410    1.2752E-01    1.2632E-01    1.2001E-03
  0.420    1.3095E-01    1.2971E-01    1.2345E-03
  0.430    1.3439E-01    1.3312E-01    1.2693E-03
  0.440    1.3786E-01    1.3655E-01    1.3044E-03
  0.450    1.4135E-01    1.4001E-01    1.3399E-03
  0.460    1.4486E-01    1.4349E-01    1.3758E-03
  0.470    1.4840E-01    1.4699E-01    1.4120E-03
  0.480    1.5197E-01    1.5052E-01    1.4487E-03
  0.490    1.5556E-01    1.5408E-01    1.4857E-03
  0.500    1.5918E-01    1.5766E-01    1.5232E-03
  0.510    1.6283E-01    1.6127E-01    1.5611E-03
  0.520    1.6651E-01    1.6491E-01    1.5994E-03
  0.530    1.7021E-01    1.6857E-01    1.6382E-03
  0.540    1.7395E-01    1.7227E-01    1.6774E-03
  0.550    1.7772E-01    1.7600E-01    1.7172E-03
  0.560    1.8152E-01    1.7976E-01    1.7574E-03
  0.570    1.8536E-01    1.8356E-01    1.7981E-03
  0.580    1.8923E-01    1.8739E-01    1.8394E-03
  0.590    1.9314E-01    1.9125E-01    1.8812E-03
  0.600    1.9708E-01    1.9516E-01    1.9236E-03
  0.610    2.0106E-01    1.9910E-01    1.9666E-03
  0.620    2.0509E-01    2.0308E-01    2.0102E-03
  0.630    2.0915E-01    2.0710E-01    2.0544E-03
  0.640    2.1326E-01    2.1116E-01    2.0992E-03
  0.650    2.1741E-01    2.1526E-01    2.1447E-03
  0.660    2.2160E-01    2.1941E-01    2.1909E-03
  0.670    2.2585E-01    2.2361E-01    2.2378E-03
  0.680    2.3014E-01    2.2785E-01    2.2854E-03
  0.690    2.3448E-01    2.3215E-01    2.3338E-03
  0.700    2.3888E-01    2.3649E-01    2.3830E-03
  0.710    2.4333E-01    2.4089E-01    2.4330E-03
  0.720    2.4783E-01    2.4535E-01    2.4838E-03
  0.730    2.5240E-01    2.4986E-01    2.5355E-03
  0.740    2.5702E-01    2.5443E-01    2.5882E-03
  0.750    2.6171E-01    2.5907E-01    2.6418E-03
  0.760    2.6646E-01    2.6376E-01    2.6963E-03
  0.770    2.7128E-01    2.6853E-01    2.7520E-03
  0.780    2.7617E-01    2.7336E-01    2.8086E-03
  0.790    2.8113E-01    2.7826E-01    2.8664E-03
  0.800    2.8617E-01    2.8324E-01    2.9254E-03
  0.810    2.9128E-01    2.8830E-01    2.9855E-03
  0.820    2.9648E-01    2.9344E-01    3.0469E-03
  0.830    3.0177E-01    2.9866E-01    3.1096E-03
