 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8558E-03    2.8308E-03    2.4961E-05
  0.020    5.7166E-03    5.6666E-03    5.0043E-05
  0.030    8.5827E-03    8.5074E-03    7.5249E-05
  0.040    1.1454E-02    1.1354E-02    1.0058E-04
  0.050    1.4331E-02    1.4205E-02    1.2605E-04
  0.060    1.7214E-02    1.7063E-02    1.5164E-04
  0.070    2.0104E-02    1.9926E-02    1.7738E-04
  0.080    2.2999E-02    2.2796E-02    2.0325E-04
  0.090    2.5901E-02    2.5672E-02    2.2927E-04
  0.100    2.8810E-02    2.8555E-02    2.5543E-04
  0.110    3.1726E-02    3.1444E-02    2.8174E-04
  0.120    3.4649E-02    3.4341E-02    3.0821E-04
  0.130    3.7580E-02    3.7245E-02    3.3484E-04
  0.140    4.0519E-02    4.0157E-02    3.6162E-04
  0.150    4.3465E-02    4.3077E-02    3.8857E-04
  0.160    4.6420E-02    4.6005E-02    4.1569E-04
  0.170    4.9384E-02    4.8941E-02    4.4298E-04
  0.180    5.2356E-02    5.1886E-02    4.7045E-04
  0.190    5.5338E-02    5.4840E-02    4.9810E-04
  0.200    5.8329E-02    5.7803E-02    5.2594E-04
  0.210    6.1329E-02    6.0775E-02    5.5397E-04
  0.220    6.4340E-02    6.3758E-02    5.8219E-04
  0.230    6.7361E-02    6.6751E-02    6.1061E-04
  0.240    7.0393E-02    6.9754E-02    6.3924E-04
  0.250    7.3436E-02    7.2768E-02    6.6807E-04
  0.260    7.6490E-02    7.5793E-02    6.9712E-04
  0.270    7.9556E-02    7.8829E-02    7.2639E-04
  0.280    8.2634E-02    8.1878E-02    7.5589E-04
  0.290    8.5724E-02    8.4938E-02    7.8562E-04
  0.300    8.8827E-02    8.8011E-02    8.1559E-04
  0.310    9.1943E-02    9.1097E-02    8.4579E-04
  0.320    9.5073E-02    9.4196E-02    8.7625E-04
  0.330    9.8216E-02    9.7309E-02    9.0697E-04
  0.340    1.0137E-01    1.0044E-01    9.3794E-04
  0.350    1.0455E-01    1.0358E-01    9.6919E-04
  0.360    1.0773E-01    1.0673E-01    1.0007E-03
  0.370    1.1094E-01    1.0991E-01    1.0325E-03
  0.380    1.1416E-01    1.1309E-01    1.0646E-03
  0.390    1.1739E-01    1.1630E-01    1.0970E-03
  0.400    1.2065E-01    1.1952E-01    1.1297E-03
  0.410    1.2392E-01    1.2276E-01    1.1627E-03
  0.420    1.2721E-01    1.2601E-01    1.1960E-03
  0.430    1.3052E-01    1.2929E-01    1.2297E-03
  0.440    1.3384E-01    1.3258E-01    1.2637E-03
  0.450    1.3719E-01    1.3589E-01    1.2981E-03
  0.460    1.4056E-01    1.3923E-01    1.3328E-03
  0.470    1.4395E-01    1.4258E-01    1.3679E-03
  0.480    1.4736E-01    1.4596E-01    1.4034E-03
  0.490    1.5079E-01    1.4935E-01    1.4392E-03
  0.500    1.5425E-01    1.5277E-01    1.4755E-03
  0.510    1.5773E-01    1.5622E-01    1.5121E-03
  0.520    1.6123E-01    1.5968E-01    1.5492E-03
  0.530    1.6476E-01    1.6318E-01    1.5868E-03
  0.540    1.6832E-01    1.6669E-01    1.6248E-03
  0.550    1.7190E-01    1.7024E-01    1.6632E-03
  0.560    1.7551E-01    1.7381E-01    1.7021E-03
  0.570    1.7915E-01    1.7741E-01    1.7415E-03
  0.580    1.8282E-01    1.8104E-01    1.7815E-03
  0.590    1.8652E-01    1.8470E-01    1.8219E-03
  0.600    1.9025E-01    1.8839E-01    1.8629E-03
  0.610    1.9402E-01    1.9211E-01    1.9044E-03
  0.620    1.9782E-01    1.9587E-01    1.9466E-03
  0.630    2.0165E-01    1.9966E-01    1.9893E-03
  0.640    2.0552E-01    2.0349E-01    2.0326E-03
  0.650    2.0943E-01    2.0735E-01    2.0766E-03
  0.660    2.1338E-01    2.1125E-01    2.1212E-03
  0.670    2.1736E-01    2.1520E-01    2.1664E-03
  0.680    2.2139E-01    2.1918E-01    2.2124E-03
  0.690    2.2546E-01    2.2320E-01    2.2591E-03
  0.700    2.2958E-01    2.2727E-01    2.3066E-03
  0.710    2.3374E-01    2.3139E-01    2.3548E-03
  0.720    2.3795E-01    2.3555E-01    2.4039E-03
  0.730    2.4222E-01    2.3976E-01    2.4537E-03
  0.740    2.4653E-01    2.4402E-01    2.5044E-03
  0.750    2.5090E-01    2.4834E-01    2.5561E-03
  0.760    2.5532E-01    2.5271E-01    2.6086E-03
  0.770    2.5980E-01    2.5714E-01    2.6622E-03
  0.780    2.6434E-01    2.6163E-01    2.7167E-03
  0.790    2.6895E-01    2.6618E-01    2.7723E-03
  0.800    2.7362E-01    2.7079E-01    2.8289E-03
  0.810    2.7836E-01    2.7547E-01    2.8867E-03
  0.820    2.8317E-01    2.8023E-01    2.9457E-03
  0.830    2.8806E-01    2.8505E-01    3.0060E-03
  0.840    2.9302E-01    2.8996E-01    3.0675E-03
  0.850    2.9807E-01    2.9494E-01    3.1303E-03
  0.860    3.0320E-01    3.0000E-01    3.1946E-03
  0.870    3.0842E-01    3.0516E-01    3.2603E-03
  0.880    3.1373E-01    3.1040E-01    3.3276E-03
  0.890    3.1913E-01    3.1574E-01    3.3965E-03
  0.900    3.2464E-01    3.2118E-01    3.4671E-03
  0.910    3.3026E-01    3.2672E-01    3.5395E-03
  0.920    3.3599E-01    3.3237E-01    3.6138E-03
  0.930    3.4183E-01    3.3814E-01    3.6900E-03
  0.940    3.4780E-01    3.4403E-01    3.7684E-03
  0.950    3.5390E-01    3.5005E-01    3.8489E-03
  0.960    3.6013E-01    3.5620E-01    3.9318E-03
  0.970    3.6650E-01    3.6249E-01    4.0171E-03
  0.980    3.7303E-01    3.6893E-01    4.1051E-03
  0.990    3.7972E-01    3.7552E-01    4.1958E-03
  1.000    3.8657E-01    3.8228E-01    4.2894E-03
