 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8117E-03    2.7859E-03    2.5784E-05
  0.020    5.6288E-03    5.5771E-03    5.1685E-05
  0.030    8.4516E-03    8.3739E-03    7.7707E-05
  0.040    1.1280E-02    1.1176E-02    1.0385E-04
  0.050    1.4115E-02    1.3985E-02    1.3013E-04
  0.060    1.6956E-02    1.6800E-02    1.5653E-04
  0.070    1.9804E-02    1.9621E-02    1.8307E-04
  0.080    2.2659E-02    2.2449E-02    2.0974E-04
  0.090    2.5521E-02    2.5284E-02    2.3655E-04
  0.100    2.8390E-02    2.8126E-02    2.6351E-04
  0.110    3.1267E-02    3.0976E-02    2.9062E-04
  0.120    3.4152E-02    3.3834E-02    3.1788E-04
  0.130    3.7045E-02    3.6700E-02    3.4530E-04
  0.140    3.9947E-02    3.9574E-02    3.7288E-04
  0.150    4.2857E-02    4.2456E-02    4.0062E-04
  0.160    4.5777E-02    4.5348E-02    4.2853E-04
  0.170    4.8706E-02    4.8249E-02    4.5661E-04
  0.180    5.1644E-02    5.1159E-02    4.8487E-04
  0.190    5.4593E-02    5.4080E-02    5.1331E-04
  0.200    5.7552E-02    5.7010E-02    5.4193E-04
  0.210    6.0522E-02    5.9951E-02    5.7075E-04
  0.220    6.3503E-02    6.2903E-02    5.9977E-04
  0.230    6.6495E-02    6.5866E-02    6.2898E-04
  0.240    6.9499E-02    6.8841E-02    6.5841E-04
  0.250    7.2515E-02    7.1827E-02    6.8804E-04
  0.260    7.5544E-02    7.4826E-02    7.1789E-04
  0.270    7.8586E-02    7.7838E-02    7.4796E-04
  0.280    8.1641E-02    8.0862E-02    7.7827E-04
  0.290    8.4709E-02    8.3900E-02    8.0880E-04
  0.300    8.7792E-02    8.6952E-02    8.3958E-04
  0.310    9.0889E-02    9.0018E-02    8.7060E-04
  0.320    9.4001E-02    9.3099E-02    9.0188E-04
  0.330    9.7129E-02    9.6195E-02    9.3342E-04
  0.340    1.0027E-01    9.9307E-02    9.6522E-04
  0.350    1.0343E-01    1.0244E-01    9.9730E-04
  0.360    1.0661E-01    1.0558E-01    1.0297E-03
  0.370    1.0980E-01    1.0874E-01    1.0623E-03
  0.380    1.1302E-01    1.1192E-01    1.0952E-03
  0.390    1.1625E-01    1.1512E-01    1.1285E-03
  0.400    1.1950E-01    1.1833E-01    1.1621E-03
  0.410    1.2277E-01    1.2157E-01    1.1959E-03
  0.420    1.2605E-01    1.2482E-01    1.2302E-03
  0.430    1.2936E-01    1.2810E-01    1.2647E-03
  0.440    1.3270E-01    1.3140E-01    1.2996E-03
  0.450    1.3605E-01    1.3472E-01    1.3349E-03
  0.460    1.3943E-01    1.3806E-01    1.3705E-03
  0.470    1.4283E-01    1.4142E-01    1.4065E-03
  0.480    1.4625E-01    1.4481E-01    1.4429E-03
  0.490    1.4970E-01    1.4822E-01    1.4797E-03
  0.500    1.5318E-01    1.5166E-01    1.5169E-03
  0.510    1.5668E-01    1.5512E-01    1.5545E-03
  0.520    1.6021E-01    1.5861E-01    1.5926E-03
  0.530    1.6376E-01    1.6213E-01    1.6311E-03
  0.540    1.6735E-01    1.6568E-01    1.6701E-03
  0.550    1.7097E-01    1.6926E-01    1.7096E-03
  0.560    1.7461E-01    1.7286E-01    1.7495E-03
  0.570    1.7829E-01    1.7650E-01    1.7900E-03
  0.580    1.8201E-01    1.8017E-01    1.8309E-03
  0.590    1.8575E-01    1.8388E-01    1.8724E-03
  0.600    1.8953E-01    1.8762E-01    1.9145E-03
  0.610    1.9335E-01    1.9140E-01    1.9572E-03
  0.620    1.9721E-01    1.9521E-01    2.0004E-03
  0.630    2.0111E-01    1.9906E-01    2.0442E-03
  0.640    2.0504E-01    2.0295E-01    2.0887E-03
  0.650    2.0902E-01    2.0689E-01    2.1338E-03
