 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8438E-03    2.8181E-03    2.5699E-05
  0.020    5.6929E-03    5.6413E-03    5.1521E-05
  0.030    8.5475E-03    8.4701E-03    7.7469E-05
  0.040    1.1408E-02    1.1304E-02    1.0355E-04
  0.050    1.4274E-02    1.4145E-02    1.2976E-04
  0.060    1.7147E-02    1.6991E-02    1.5610E-04
  0.070    2.0026E-02    1.9844E-02    1.8258E-04
  0.080    2.2912E-02    2.2703E-02    2.0921E-04
  0.090    2.5805E-02    2.5569E-02    2.3598E-04
  0.100    2.8706E-02    2.8443E-02    2.6290E-04
  0.110    3.1613E-02    3.1323E-02    2.8997E-04
  0.120    3.4529E-02    3.4212E-02    3.1720E-04
  0.130    3.7452E-02    3.7108E-02    3.4458E-04
  0.140    4.0384E-02    4.0012E-02    3.7213E-04
  0.150    4.3325E-02    4.2925E-02    3.9985E-04
  0.160    4.6274E-02    4.5846E-02    4.2774E-04
  0.170    4.9232E-02    4.8776E-02    4.5580E-04
  0.180    5.2200E-02    5.1716E-02    4.8404E-04
  0.190    5.5178E-02    5.4665E-02    5.1247E-04
  0.200    5.8166E-02    5.7625E-02    5.4108E-04
  0.210    6.1164E-02    6.0594E-02    5.6989E-04
  0.220    6.4173E-02    6.3574E-02    5.9889E-04
  0.230    6.7193E-02    6.6565E-02    6.2810E-04
  0.240    7.0224E-02    6.9567E-02    6.5751E-04
  0.250    7.3267E-02    7.2580E-02    6.8714E-04
  0.260    7.6323E-02    7.5606E-02    7.1698E-04
  0.270    7.9390E-02    7.8643E-02    7.4705E-04
  0.280    8.2471E-02    8.1694E-02    7.7735E-04
  0.290    8.5565E-02    8.4757E-02    8.0788E-04
  0.300    8.8672E-02    8.7834E-02    8.3865E-04
  0.310    9.1794E-02    9.0924E-02    8.6967E-04
  0.320    9.4930E-02    9.4029E-02    9.0094E-04
  0.330    9.8081E-02    9.7149E-02    9.3247E-04
  0.340    1.0125E-01    1.0028E-01    9.6426E-04
  0.350    1.0443E-01    1.0343E-01    9.9633E-04
  0.360    1.0763E-01    1.0660E-01    1.0287E-03
  0.370    1.1084E-01    1.0978E-01    1.0613E-03
  0.380    1.1408E-01    1.1298E-01    1.0942E-03
  0.390    1.1733E-01    1.1620E-01    1.1275E-03
  0.400    1.2060E-01    1.1943E-01    1.1610E-03
  0.410    1.2388E-01    1.2269E-01    1.1949E-03
  0.420    1.2719E-01    1.2596E-01    1.2291E-03
  0.430    1.3052E-01    1.2925E-01    1.2636E-03
  0.440    1.3386E-01    1.3257E-01    1.2985E-03
  0.450    1.3723E-01    1.3590E-01    1.3337E-03
  0.460    1.4062E-01    1.3925E-01    1.3693E-03
  0.470    1.4404E-01    1.4263E-01    1.4053E-03
  0.480    1.4747E-01    1.4603E-01    1.4416E-03
  0.490    1.5093E-01    1.4946E-01    1.4784E-03
  0.500    1.5442E-01    1.5290E-01    1.5155E-03
  0.510    1.5793E-01    1.5638E-01    1.5531E-03
  0.520    1.6147E-01    1.5988E-01    1.5911E-03
  0.530    1.6503E-01    1.6340E-01    1.6296E-03
  0.540    1.6862E-01    1.6695E-01    1.6685E-03
  0.550    1.7224E-01    1.7054E-01    1.7079E-03
  0.560    1.7589E-01    1.7415E-01    1.7478E-03
  0.570    1.7957E-01    1.7779E-01    1.7882E-03
  0.580    1.8329E-01    1.8146E-01    1.8291E-03
  0.590    1.8703E-01    1.8516E-01    1.8705E-03
  0.600    1.9081E-01    1.8890E-01    1.9125E-03
  0.610    1.9463E-01    1.9267E-01    1.9550E-03
  0.620    1.9848E-01    1.9648E-01    1.9982E-03
  0.630    2.0236E-01    2.0032E-01    2.0419E-03
  0.640    2.0629E-01    2.0420E-01    2.0863E-03
  0.650    2.1025E-01    2.0812E-01    2.1313E-03
  0.660    2.1426E-01    2.1208E-01    2.1770E-03
  0.670    2.1831E-01    2.1608E-01    2.2234E-03
  0.680    2.2240E-01    2.2013E-01    2.2705E-03
  0.690    2.2654E-01    2.2422E-01    2.3183E-03
  0.700    2.3073E-01    2.2836E-01    2.3669E-03
  0.710    2.3496E-01    2.3254E-01    2.4163E-03
  0.720    2.3925E-01    2.3678E-01    2.4665E-03
  0.730    2.4359E-01    2.4107E-01    2.5176E-03
  0.740    2.4798E-01    2.4541E-01    2.5695E-03
  0.750    2.5243E-01    2.4981E-01    2.6224E-03
  0.760    2.5694E-01    2.5426E-01    2.6762E-03
  0.770    2.6151E-01    2.5878E-01    2.7311E-03
  0.780    2.6614E-01    2.6336E-01    2.7869E-03
  0.790    2.7084E-01    2.6800E-01    2.8438E-03
  0.800    2.7561E-01    2.7271E-01    2.9019E-03
  0.810    2.8045E-01    2.7749E-01    2.9611E-03
  0.820    2.8537E-01    2.8235E-01    3.0215E-03
  0.830    2.9036E-01    2.8728E-01    3.0831E-03
  0.840    2.9544E-01    2.9229E-01    3.1461E-03
  0.850    3.0060E-01    2.9739E-01    3.2105E-03
  0.860    3.0585E-01    3.0258E-01    3.2763E-03
  0.870    3.1119E-01    3.0785E-01    3.3436E-03
  0.880    3.1664E-01    3.1322E-01    3.4124E-03
  0.890    3.2218E-01    3.1869E-01    3.4829E-03
  0.900    3.2783E-01    3.2427E-01    3.5552E-03
  0.910    3.3359E-01    3.2996E-01    3.6292E-03
  0.920    3.3947E-01    3.3576E-01    3.7052E-03
  0.930    3.4547E-01    3.4168E-01    3.7832E-03
  0.940    3.5160E-01    3.4774E-01    3.8632E-03
  0.950    3.5787E-01    3.5392E-01    3.9455E-03
  0.960    3.6428E-01    3.6025E-01    4.0301E-03
  0.970    3.7084E-01    3.6673E-01    4.1172E-03
  0.980    3.7757E-01    3.7336E-01    4.2068E-03
  0.990    3.8446E-01    3.8016E-01    4.2993E-03
  1.000    3.9153E-01    3.8714E-01    4.3946E-03
