 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8410E-03    2.8152E-03    2.5816E-05
  0.020    5.6871E-03    5.6353E-03    5.1762E-05
  0.030    8.5385E-03    8.4607E-03    7.7840E-05
  0.040    1.1396E-02    1.1291E-02    1.0405E-04
  0.050    1.4258E-02    1.4128E-02    1.3041E-04
  0.060    1.7127E-02    1.6970E-02    1.5690E-04
  0.070    2.0002E-02    1.9819E-02    1.8354E-04
  0.080    2.2884E-02    2.2674E-02    2.1033E-04
  0.090    2.5773E-02    2.5535E-02    2.3727E-04
  0.100    2.8668E-02    2.8404E-02    2.6437E-04
  0.110    3.1571E-02    3.1279E-02    2.9163E-04
  0.120    3.4481E-02    3.4162E-02    3.1904E-04
  0.130    3.7399E-02    3.7053E-02    3.4663E-04
  0.140    4.0326E-02    3.9951E-02    3.7439E-04
  0.150    4.3261E-02    4.2858E-02    4.0232E-04
  0.160    4.6204E-02    4.5774E-02    4.3043E-04
  0.170    4.9156E-02    4.8698E-02    4.5872E-04
  0.180    5.2118E-02    5.1631E-02    4.8721E-04
  0.190    5.5089E-02    5.4573E-02    5.1588E-04
  0.200    5.8070E-02    5.7526E-02    5.4475E-04
  0.210    6.1062E-02    6.0488E-02    5.7382E-04
  0.220    6.4064E-02    6.3461E-02    6.0309E-04
  0.230    6.7077E-02    6.6444E-02    6.3258E-04
  0.240    7.0101E-02    6.9439E-02    6.6228E-04
  0.250    7.3137E-02    7.2444E-02    6.9220E-04
  0.260    7.6184E-02    7.5462E-02    7.2235E-04
  0.270    7.9244E-02    7.8492E-02    7.5272E-04
  0.280    8.2317E-02    8.1534E-02    7.8334E-04
  0.290    8.5403E-02    8.4589E-02    8.1420E-04
  0.300    8.8503E-02    8.7657E-02    8.4530E-04
  0.310    9.1616E-02    9.0740E-02    8.7666E-04
  0.320    9.4744E-02    9.3836E-02    9.0829E-04
  0.330    9.7887E-02    9.6947E-02    9.4018E-04
  0.340    1.0104E-01    1.0007E-01    9.7234E-04
  0.350    1.0422E-01    1.0321E-01    1.0048E-03
  0.360    1.0741E-01    1.0637E-01    1.0375E-03
  0.370    1.1062E-01    1.0954E-01    1.0705E-03
  0.380    1.1384E-01    1.1274E-01    1.1039E-03
  0.390    1.1708E-01    1.1594E-01    1.1375E-03
  0.400    1.2034E-01    1.1917E-01    1.1715E-03
  0.410    1.2362E-01    1.2241E-01    1.2058E-03
  0.420    1.2692E-01    1.2568E-01    1.2404E-03
  0.430    1.3024E-01    1.2896E-01    1.2754E-03
  0.440    1.3358E-01    1.3227E-01    1.3107E-03
  0.450    1.3694E-01    1.3559E-01    1.3464E-03
  0.460    1.4032E-01    1.3894E-01    1.3825E-03
  0.470    1.4372E-01    1.4231E-01    1.4189E-03
  0.480    1.4715E-01    1.4570E-01    1.4557E-03
  0.490    1.5061E-01    1.4911E-01    1.4930E-03
  0.500    1.5408E-01    1.5255E-01    1.5307E-03
  0.510    1.5759E-01    1.5602E-01    1.5688E-03
  0.520    1.6111E-01    1.5951E-01    1.6073E-03
