 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.9036E-03    2.8789E-03    2.4697E-05
  0.020    5.8127E-03    5.7632E-03    4.9532E-05
  0.030    8.7275E-03    8.6530E-03    7.4508E-05
  0.040    1.1648E-02    1.1549E-02    9.9630E-05
  0.050    1.4575E-02    1.4450E-02    1.2490E-04
  0.060    1.7509E-02    1.7358E-02    1.5032E-04
  0.070    2.0449E-02    2.0273E-02    1.7590E-04
  0.080    2.3396E-02    2.3195E-02    2.0163E-04
  0.090    2.6351E-02    2.6123E-02    2.2753E-04
  0.100    2.9312E-02    2.9059E-02    2.5360E-04
  0.110    3.2282E-02    3.2002E-02    2.7984E-04
  0.120    3.5260E-02    3.4954E-02    3.0625E-04
  0.130    3.8246E-02    3.7913E-02    3.3284E-04
  0.140    4.1241E-02    4.0881E-02    3.5961E-04
  0.150    4.4245E-02    4.3858E-02    3.8657E-04
  0.160    4.7257E-02    4.6844E-02    4.1372E-04
  0.170    5.0280E-02    4.9839E-02    4.4107E-04
  0.180    5.3312E-02    5.2844E-02    4.6861E-04
  0.190    5.6355E-02    5.5859E-02    4.9637E-04
  0.200    5.9408E-02    5.8884E-02    5.2433E-04
  0.210    6.2472E-02    6.1920E-02    5.5251E-04
  0.220    6.5547E-02    6.4966E-02    5.8091E-04
  0.230    6.8634E-02    6.8025E-02    6.0954E-04
  0.240    7.1733E-02    7.1095E-02    6.3839E-04
  0.250    7.4844E-02    7.4176E-02    6.6749E-04
  0.260    7.7968E-02    7.7271E-02    6.9683E-04
  0.270    8.1105E-02    8.0378E-02    7.2641E-04
  0.280    8.4255E-02    8.3499E-02    7.5625E-04
  0.290    8.7419E-02    8.6633E-02    7.8635E-04
  0.300    9.0598E-02    8.9781E-02    8.1672E-04
  0.310    9.3791E-02    9.2944E-02    8.4737E-04
  0.320    9.7000E-02    9.6121E-02    8.7830E-04
  0.330    1.0022E-01    9.9314E-02    9.0951E-04
  0.340    1.0346E-01    1.0252E-01    9.4102E-04
  0.350    1.0672E-01    1.0575E-01    9.7283E-04
  0.360    1.1000E-01    1.0899E-01    1.0050E-03
  0.370    1.1329E-01    1.1225E-01    1.0374E-03
  0.380    1.1660E-01    1.1553E-01    1.0702E-03
  0.390    1.1993E-01    1.1882E-01    1.1033E-03
  0.400    1.2327E-01    1.2214E-01    1.1367E-03
  0.410    1.2664E-01    1.2547E-01    1.1705E-03
  0.420    1.3003E-01    1.2883E-01    1.2047E-03
  0.430    1.3344E-01    1.3220E-01    1.2393E-03
  0.440    1.3687E-01    1.3560E-01    1.2742E-03
  0.450    1.4032E-01    1.3902E-01    1.3095E-03
  0.460    1.4380E-01    1.4246E-01    1.3452E-03
  0.470    1.4730E-01    1.4592E-01    1.3814E-03
  0.480    1.5083E-01    1.4941E-01    1.4179E-03
