 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8052E-03    2.7805E-03    2.4774E-05
  0.020    5.6162E-03    5.5665E-03    4.9676E-05
  0.030    8.4330E-03    8.3583E-03    7.4708E-05
  0.040    1.1256E-02    1.1156E-02    9.9874E-05
  0.050    1.4086E-02    1.3960E-02    1.2518E-04
  0.060    1.6922E-02    1.6771E-02    1.5062E-04
  0.070    1.9765E-02    1.9589E-02    1.7621E-04
  0.080    2.2615E-02    2.2413E-02    2.0195E-04
  0.090    2.5473E-02    2.5245E-02    2.2784E-04
  0.100    2.8338E-02    2.8084E-02    2.5388E-04
  0.110    3.1212E-02    3.0932E-02    2.8008E-04
  0.120    3.4093E-02    3.3787E-02    3.0645E-04
  0.130    3.6984E-02    3.6651E-02    3.3298E-04
  0.140    3.9883E-02    3.9523E-02    3.5969E-04
  0.150    4.2791E-02    4.2405E-02    3.8657E-04
  0.160    4.5709E-02    4.5296E-02    4.1362E-04
  0.170    4.8637E-02    4.8196E-02    4.4087E-04
  0.180    5.1574E-02    5.1106E-02    4.6830E-04
  0.190    5.4523E-02    5.4027E-02    4.9593E-04
  0.200    5.7481E-02    5.6958E-02    5.2375E-04
  0.210    6.0451E-02    5.9900E-02    5.5178E-04
  0.220    6.3433E-02    6.2853E-02    5.8002E-04
  0.230    6.6426E-02    6.5818E-02    6.0847E-04
  0.240    6.9432E-02    6.8795E-02    6.3714E-04
  0.250    7.2450E-02    7.1784E-02    6.6603E-04
  0.260    7.5481E-02    7.4786E-02    6.9515E-04
  0.270    7.8525E-02    7.7801E-02    7.2451E-04
  0.280    8.1583E-02    8.0829E-02    7.5411E-04
  0.290    8.4656E-02    8.3872E-02    7.8396E-04
  0.300    8.7742E-02    8.6928E-02    8.1407E-04
  0.310    9.0845E-02    9.0000E-02    8.4443E-04
  0.320    9.3962E-02    9.3087E-02    8.7506E-04
  0.330    9.7096E-02    9.6190E-02    9.0597E-04
  0.340    1.0025E-01    9.9308E-02    9.3716E-04
  0.350    1.0341E-01    1.0244E-01    9.6863E-04
  0.360    1.0660E-01    1.0560E-01    1.0004E-03
  0.370    1.0980E-01    1.0877E-01    1.0325E-03
  0.380    1.1302E-01    1.1196E-01    1.0649E-03
  0.390    1.1626E-01    1.1516E-01    1.0976E-03
  0.400    1.1952E-01    1.1839E-01    1.1306E-03
  0.410    1.2280E-01    1.2164E-01    1.1640E-03
  0.420    1.2610E-01    1.2490E-01    1.1977E-03
  0.430    1.2942E-01    1.2819E-01    1.2318E-03
  0.440    1.3277E-01    1.3150E-01    1.2663E-03
  0.450    1.3614E-01    1.3484E-01    1.3011E-03
  0.460    1.3953E-01    1.3819E-01    1.3363E-03
  0.470    1.4294E-01    1.4157E-01    1.3719E-03
  0.480    1.4638E-01    1.4498E-01    1.4079E-03
  0.490    1.4985E-01    1.4841E-01    1.4444E-03
  0.500    1.5334E-01    1.5186E-01    1.4813E-03
  0.510    1.5686E-01    1.5535E-01    1.5186E-03
  0.520    1.6041E-01    1.5886E-01    1.5564E-03
  0.530    1.6399E-01    1.6240E-01    1.5946E-03
  0.540    1.6760E-01    1.6597E-01    1.6334E-03
  0.550    1.7124E-01    1.6957E-01    1.6726E-03
