 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8548E-03    2.8294E-03    2.5399E-05
  0.020    5.7156E-03    5.6646E-03    5.0930E-05
  0.030    8.5826E-03    8.5060E-03    7.6595E-05
  0.040    1.1456E-02    1.1354E-02    1.0240E-04
  0.050    1.4336E-02    1.4208E-02    1.2834E-04
  0.060    1.7224E-02    1.7069E-02    1.5442E-04
  0.070    2.0118E-02    1.9937E-02    1.8065E-04
  0.080    2.3020E-02    2.2813E-02    2.0703E-04
  0.090    2.5930E-02    2.5696E-02    2.3357E-04
  0.100    2.8848E-02    2.8587E-02    2.6025E-04
  0.110    3.1774E-02    3.1487E-02    2.8710E-04
  0.120    3.4708E-02    3.4394E-02    3.1411E-04
  0.130    3.7652E-02    3.7310E-02    3.4129E-04
  0.140    4.0604E-02    4.0236E-02    3.6864E-04
  0.150    4.3566E-02    4.3170E-02    3.9617E-04
  0.160    4.6538E-02    4.6114E-02    4.2387E-04
  0.170    4.9520E-02    4.9068E-02    4.5175E-04
  0.180    5.2512E-02    5.2033E-02    4.7982E-04
  0.190    5.5515E-02    5.5007E-02    5.0809E-04
  0.200    5.8529E-02    5.7993E-02    5.3654E-04
  0.210    6.1555E-02    6.0989E-02    5.6520E-04
  0.220    6.4591E-02    6.3997E-02    5.9406E-04
  0.230    6.7641E-02    6.7017E-02    6.2313E-04
  0.240    7.0702E-02    7.0050E-02    6.5242E-04
  0.250    7.3776E-02    7.3094E-02    6.8193E-04
  0.260    7.6864E-02    7.6152E-02    7.1166E-04
  0.270    7.9964E-02    7.9223E-02    7.4162E-04
  0.280    8.3079E-02    8.2308E-02    7.7181E-04
  0.290    8.6209E-02    8.5406E-02    8.0225E-04
  0.300    8.9353E-02    8.8520E-02    8.3293E-04
  0.310    9.2512E-02    9.1648E-02    8.6387E-04
  0.320    9.5687E-02    9.4791E-02    8.9507E-04
  0.330    9.8877E-02    9.7951E-02    9.2653E-04
  0.340    1.0208E-01    1.0113E-01    9.5827E-04
  0.350    1.0531E-01    1.0432E-01    9.9028E-04
  0.360    1.0855E-01    1.0753E-01    1.0226E-03
  0.370    1.1181E-01    1.1076E-01    1.0552E-03
  0.380    1.1509E-01    1.1400E-01    1.0881E-03
  0.390    1.1839E-01    1.1727E-01    1.1213E-03
  0.400    1.2171E-01    1.2055E-01    1.1548E-03
  0.410    1.2504E-01    1.2385E-01    1.1887E-03
  0.420    1.2840E-01    1.2718E-01    1.2228E-03
  0.430    1.3178E-01    1.3052E-01    1.2574E-03
  0.440    1.3518E-01    1.3389E-01    1.2923E-03
  0.450    1.3861E-01    1.3728E-01    1.3275E-03
  0.460    1.4206E-01    1.4069E-01    1.3631E-03
  0.470    1.4553E-01    1.4413E-01    1.3991E-03
  0.480    1.4903E-01    1.4759E-01    1.4355E-03
  0.490    1.5255E-01    1.5108E-01    1.4723E-03
  0.500    1.5610E-01    1.5459E-01    1.5095E-03
  0.510    1.5967E-01    1.5813E-01    1.5472E-03
  0.520    1.6328E-01    1.6169E-01    1.5853E-03
  0.530    1.6691E-01    1.6529E-01    1.6238E-03
  0.540    1.7058E-01    1.6891E-01    1.6628E-03
  0.550    1.7427E-01    1.7257E-01    1.7023E-03
  0.560    1.7799E-01    1.7625E-01    1.7423E-03
  0.570    1.8175E-01    1.7997E-01    1.7828E-03
  0.580    1.8554E-01    1.8372E-01    1.8238E-03
  0.590    1.8937E-01    1.8750E-01    1.8654E-03
  0.600    1.9323E-01    1.9132E-01    1.9075E-03
  0.610    1.9713E-01    1.9518E-01    1.9502E-03
  0.620    2.0107E-01    1.9908E-01    1.9935E-03
  0.630    2.0505E-01    2.0301E-01    2.0374E-03
  0.640    2.0906E-01    2.0698E-01    2.0820E-03
  0.650    2.1312E-01    2.1100E-01    2.1272E-03
  0.660    2.1723E-01    2.1506E-01    2.1731E-03
  0.670    2.2138E-01    2.1916E-01    2.2197E-03
  0.680    2.2558E-01    2.2331E-01    2.2670E-03
  0.690    2.2982E-01    2.2751E-01    2.3151E-03
  0.700    2.3412E-01    2.3175E-01    2.3639E-03
  0.710    2.3846E-01    2.3605E-01    2.4136E-03
  0.720    2.4287E-01    2.4040E-01    2.4641E-03
  0.730    2.4732E-01    2.4481E-01    2.5155E-03
  0.740    2.5184E-01    2.4927E-01    2.5678E-03
  0.750    2.5642E-01    2.5380E-01    2.6210E-03
  0.760    2.6106E-01    2.5838E-01    2.6752E-03
  0.770    2.6577E-01    2.6304E-01    2.7305E-03
  0.780    2.7054E-01    2.6775E-01    2.7867E-03
  0.790    2.7539E-01    2.7254E-01    2.8441E-03
  0.800    2.8031E-01    2.7740E-01    2.9027E-03
  0.810    2.8530E-01    2.8234E-01    2.9624E-03
  0.820    2.9038E-01    2.8736E-01    3.0234E-03
  0.830    2.9554E-01    2.9246E-01    3.0856E-03
  0.840    3.0079E-01    2.9764E-01    3.1493E-03
  0.850    3.0613E-01    3.0292E-01    3.2143E-03
  0.860    3.1157E-01    3.0829E-01    3.2809E-03
  0.870    3.1711E-01    3.1376E-01    3.3490E-03
  0.880    3.2275E-01    3.1933E-01    3.4188E-03
  0.890    3.2851E-01    3.2502E-01    3.4902E-03
  0.900    3.3438E-01    3.3081E-01    3.5635E-03
  0.910    3.4037E-01    3.3673E-01    3.6387E-03
  0.920    3.4649E-01    3.4277E-01    3.7159E-03
  0.930    3.5275E-01    3.4895E-01    3.7951E-03
  0.940    3.5915E-01    3.5527E-01    3.8766E-03
  0.950    3.6570E-01    3.6174E-01    3.9605E-03
  0.960    3.7241E-01    3.6836E-01    4.0468E-03
  0.970    3.7928E-01    3.7515E-01    4.1358E-03
  0.980    3.8634E-01    3.8211E-01    4.2275E-03
  0.990    3.9358E-01    3.8926E-01    4.3222E-03
  1.000    4.0103E-01    3.9661E-01    4.4201E-03
