 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8055E-03    2.7794E-03    2.6083E-05
  0.020    5.6162E-03    5.5639E-03    5.2292E-05
  0.030    8.4324E-03    8.3538E-03    7.8629E-05
  0.040    1.1254E-02    1.1149E-02    1.0510E-04
  0.050    1.4082E-02    1.3950E-02    1.3170E-04
  0.060    1.6916E-02    1.6757E-02    1.5845E-04
  0.070    1.9756E-02    1.9571E-02    1.8533E-04
  0.080    2.2603E-02    2.2391E-02    2.1236E-04
  0.090    2.5457E-02    2.5218E-02    2.3955E-04
  0.100    2.8318E-02    2.8052E-02    2.6688E-04
  0.110    3.1187E-02    3.0893E-02    2.9437E-04
  0.120    3.4063E-02    3.3741E-02    3.2202E-04
  0.130    3.6948E-02    3.6598E-02    3.4984E-04
  0.140    3.9840E-02    3.9463E-02    3.7783E-04
  0.150    4.2742E-02    4.2336E-02    4.0599E-04
  0.160    4.5652E-02    4.5217E-02    4.3433E-04
  0.170    4.8571E-02    4.8108E-02    4.6285E-04
  0.180    5.1500E-02    5.1008E-02    4.9155E-04
  0.190    5.4439E-02    5.3918E-02    5.2045E-04
  0.200    5.7387E-02    5.6838E-02    5.4954E-04
  0.210    6.0347E-02    5.9768E-02    5.7884E-04
  0.220    6.3317E-02    6.2708E-02    6.0834E-04
  0.230    6.6298E-02    6.5660E-02    6.3805E-04
  0.240    6.9291E-02    6.8623E-02    6.6798E-04
  0.250    7.2295E-02    7.1597E-02    6.9812E-04
  0.260    7.5312E-02    7.4584E-02    7.2850E-04
  0.270    7.8342E-02    7.7583E-02    7.5911E-04
  0.280    8.1384E-02    8.0594E-02    7.8995E-04
  0.290    8.4440E-02    8.3619E-02    8.2105E-04
  0.300    8.7510E-02    8.6658E-02    8.5239E-04
  0.310    9.0595E-02    8.9711E-02    8.8399E-04
  0.320    9.3693E-02    9.2778E-02    9.1585E-04
  0.330    9.6808E-02    9.5860E-02    9.4798E-04
  0.340    9.9937E-02    9.8957E-02    9.8039E-04
  0.350    1.0308E-01    1.0207E-01    1.0131E-03
  0.360    1.0625E-01    1.0520E-01    1.0461E-03
  0.370    1.0943E-01    1.0835E-01    1.0794E-03
  0.380    1.1262E-01    1.1151E-01    1.1130E-03
  0.390    1.1584E-01    1.1469E-01    1.1469E-03
  0.400    1.1907E-01    1.1789E-01    1.1811E-03
  0.410    1.2233E-01    1.2111E-01    1.2157E-03
  0.420    1.2560E-01    1.2435E-01    1.2506E-03
  0.430    1.2889E-01    1.2761E-01    1.2858E-03
  0.440    1.3221E-01    1.3089E-01    1.3215E-03
  0.450    1.3554E-01    1.3419E-01    1.3574E-03
  0.460    1.3890E-01    1.3751E-01    1.3938E-03
  0.470    1.4228E-01    1.4085E-01    1.4306E-03
  0.480    1.4569E-01    1.4422E-01    1.4678E-03
  0.490    1.4912E-01    1.4762E-01    1.5053E-03
  0.500    1.5258E-01    1.5103E-01    1.5433E-03
  0.510    1.5606E-01    1.5448E-01    1.5818E-03
  0.520    1.5957E-01    1.5795E-01    1.6207E-03
  0.530    1.6311E-01    1.6144E-01    1.6601E-03
  0.540    1.6667E-01    1.6497E-01    1.6999E-03
  0.550    1.7027E-01    1.6853E-01    1.7402E-03
  0.560    1.7389E-01    1.7211E-01    1.7811E-03
  0.570    1.7755E-01    1.7573E-01    1.8224E-03
  0.580    1.8124E-01    1.7937E-01    1.8644E-03
  0.590    1.8496E-01    1.8306E-01    1.9068E-03
  0.600    1.8872E-01    1.8677E-01    1.9499E-03
  0.610    1.9252E-01    1.9052E-01    1.9935E-03
  0.620    1.9635E-01    1.9431E-01    2.0378E-03
  0.630    2.0022E-01    1.9813E-01    2.0826E-03
  0.640    2.0413E-01    2.0200E-01    2.1282E-03
  0.650    2.0808E-01    2.0590E-01    2.1744E-03
  0.660    2.1207E-01    2.0985E-01    2.2213E-03
  0.670    2.1611E-01    2.1384E-01    2.2690E-03
  0.680    2.2019E-01    2.1787E-01    2.3173E-03
  0.690    2.2432E-01    2.2195E-01    2.3665E-03
