 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7770E-03    2.7510E-03    2.6060E-05
  0.020    5.5596E-03    5.5074E-03    5.2249E-05
  0.030    8.3480E-03    8.2694E-03    7.8569E-05
  0.040    1.1142E-02    1.1037E-02    1.0502E-04
  0.050    1.3943E-02    1.3811E-02    1.3162E-04
  0.060    1.6750E-02    1.6592E-02    1.5835E-04
  0.070    1.9564E-02    1.9378E-02    1.8523E-04
  0.080    2.2384E-02    2.2172E-02    2.1226E-04
  0.090    2.5212E-02    2.4973E-02    2.3944E-04
  0.100    2.8047E-02    2.7781E-02    2.6678E-04
  0.110    3.0890E-02    3.0596E-02    2.9428E-04
  0.120    3.3741E-02    3.3419E-02    3.2194E-04
  0.130    3.6600E-02    3.6250E-02    3.4977E-04
  0.140    3.9468E-02    3.9090E-02    3.7777E-04
  0.150    4.2344E-02    4.1938E-02    4.0595E-04
  0.160    4.5229E-02    4.4795E-02    4.3431E-04
  0.170    4.8124E-02    4.7661E-02    4.6286E-04
  0.180    5.1028E-02    5.0537E-02    4.9159E-04
  0.190    5.3943E-02    5.3422E-02    5.2052E-04
  0.200    5.6867E-02    5.6317E-02    5.4965E-04
  0.210    5.9802E-02    5.9223E-02    5.7899E-04
  0.220    6.2748E-02    6.2139E-02    6.0853E-04
  0.230    6.5705E-02    6.5067E-02    6.3829E-04
  0.240    6.8674E-02    6.8005E-02    6.6827E-04
  0.250    7.1654E-02    7.0956E-02    6.9847E-04
  0.260    7.4647E-02    7.3918E-02    7.2891E-04
  0.270    7.7653E-02    7.6893E-02    7.5958E-04
  0.280    8.0671E-02    7.9881E-02    7.9050E-04
  0.290    8.3703E-02    8.2881E-02    8.2166E-04
  0.300    8.6749E-02    8.5896E-02    8.5308E-04
  0.310    8.9809E-02    8.8924E-02    8.8477E-04
  0.320    9.2884E-02    9.1967E-02    9.1672E-04
  0.330    9.5973E-02    9.5024E-02    9.4895E-04
  0.340    9.9078E-02    9.8097E-02    9.8146E-04
  0.350    1.0220E-01    1.0119E-01    1.0143E-03
  0.360    1.0534E-01    1.0429E-01    1.0474E-03
  0.370    1.0849E-01    1.0741E-01    1.0808E-03
  0.380    1.1166E-01    1.1055E-01    1.1145E-03
  0.390    1.1485E-01    1.1371E-01    1.1485E-03
  0.400    1.1806E-01    1.1688E-01    1.1829E-03
  0.410    1.2129E-01    1.2007E-01    1.2176E-03
  0.420    1.2454E-01    1.2328E-01    1.2527E-03
  0.430    1.2780E-01    1.2652E-01    1.2881E-03
  0.440    1.3109E-01    1.2977E-01    1.3239E-03
  0.450    1.3440E-01    1.3304E-01    1.3601E-03
  0.460    1.3773E-01    1.3634E-01    1.3967E-03
  0.470    1.4109E-01    1.3965E-01    1.4336E-03
  0.480    1.4447E-01    1.4300E-01    1.4710E-03
  0.490    1.4787E-01    1.4636E-01    1.5088E-03
  0.500    1.5129E-01    1.4975E-01    1.5471E-03
  0.510    1.5475E-01    1.5316E-01    1.5857E-03
  0.520    1.5823E-01    1.5660E-01    1.6249E-03
  0.530    1.6173E-01    1.6007E-01    1.6645E-03
  0.540    1.6527E-01    1.6356E-01    1.7046E-03
  0.550    1.6883E-01    1.6708E-01    1.7453E-03
  0.560    1.7242E-01    1.7063E-01    1.7864E-03
  0.570    1.7604E-01    1.7422E-01    1.8281E-03
  0.580    1.7970E-01    1.7783E-01    1.8703E-03
  0.590    1.8339E-01    1.8147E-01    1.9131E-03
  0.600    1.8711E-01    1.8515E-01    1.9565E-03
  0.610    1.9086E-01    1.8886E-01    2.0005E-03
  0.620    1.9466E-01    1.9261E-01    2.0451E-03
  0.630    1.9849E-01    1.9640E-01    2.0904E-03
  0.640    2.0235E-01    2.0022E-01    2.1363E-03
  0.650    2.0626E-01    2.0408E-01    2.1830E-03
  0.660    2.1021E-01    2.0798E-01    2.2303E-03
  0.670    2.1420E-01    2.1192E-01    2.2784E-03
  0.680    2.1823E-01    2.1591E-01    2.3272E-03
  0.690    2.2231E-01    2.1994E-01    2.3768E-03
  0.700    2.2644E-01    2.2401E-01    2.4273E-03
  0.710    2.3062E-01    2.2814E-01    2.4786E-03
  0.720    2.3484E-01    2.3231E-01    2.5307E-03
  0.730    2.3912E-01    2.3653E-01    2.5838E-03
  0.740    2.4345E-01    2.4081E-01    2.6378E-03
  0.750    2.4784E-01    2.4514E-01    2.6928E-03
  0.760    2.5228E-01    2.4953E-01    2.7488E-03
  0.770    2.5678E-01    2.5398E-01    2.8058E-03
  0.780    2.6135E-01    2.5849E-01    2.8639E-03
  0.790    2.6598E-01    2.6306E-01    2.9232E-03
  0.800    2.7068E-01    2.6770E-01    2.9836E-03
  0.810    2.7545E-01    2.7240E-01    3.0453E-03
  0.820    2.8029E-01    2.7718E-01    3.1082E-03
  0.830    2.8520E-01    2.8203E-01    3.1725E-03
  0.840    2.9019E-01    2.8696E-01    3.2381E-03
  0.850    2.9527E-01    2.9196E-01    3.3052E-03
  0.860    3.0043E-01    2.9705E-01    3.3738E-03
  0.870    3.0567E-01    3.0223E-01    3.4440E-03
  0.880    3.1101E-01    3.0749E-01    3.5158E-03
  0.890    3.1644E-01    3.1286E-01    3.5893E-03
  0.900    3.2198E-01    3.1831E-01    3.6646E-03
  0.910    3.2762E-01    3.2387E-01    3.7417E-03
  0.920    3.3336E-01    3.2954E-01    3.8209E-03
  0.930    3.3922E-01    3.3532E-01    3.9020E-03
  0.940    3.4520E-01    3.4122E-01    3.9854E-03
  0.950    3.5131E-01    3.4724E-01    4.0710E-03
  0.960    3.5754E-01    3.5338E-01    4.1589E-03
  0.970    3.6391E-01    3.5966E-01    4.2494E-03
  0.980    3.7043E-01    3.6609E-01    4.3424E-03
  0.990    3.7710E-01    3.7266E-01    4.4383E-03
  1.000    3.8392E-01    3.7938E-01    4.5370E-03
