 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.6862E-03    2.6602E-03    2.5997E-05
  0.020    5.3776E-03    5.3255E-03    5.2113E-05
  0.030    8.0746E-03    7.9962E-03    7.8350E-05
  0.040    1.0777E-02    1.0673E-02    1.0471E-04
  0.050    1.3486E-02    1.3355E-02    1.3120E-04
  0.060    1.6201E-02    1.6043E-02    1.5782E-04
  0.070    1.8922E-02    1.8737E-02    1.8458E-04
  0.080    2.1650E-02    2.1438E-02    2.1147E-04
  0.090    2.4385E-02    2.4146E-02    2.3851E-04
  0.100    2.7127E-02    2.6861E-02    2.6569E-04
  0.110    2.9877E-02    2.9584E-02    2.9302E-04
  0.120    3.2634E-02    3.2314E-02    3.2050E-04
  0.130    3.5400E-02    3.5052E-02    3.4813E-04
  0.140    3.8174E-02    3.7798E-02    3.7593E-04
  0.150    4.0956E-02    4.0552E-02    4.0389E-04
  0.160    4.3747E-02    4.3315E-02    4.3202E-04
  0.170    4.6548E-02    4.6088E-02    4.6032E-04
  0.180    4.9358E-02    4.8869E-02    4.8879E-04
  0.190    5.2178E-02    5.1661E-02    5.1745E-04
  0.200    5.5008E-02    5.4462E-02    5.4629E-04
  0.210    5.7849E-02    5.7274E-02    5.7531E-04
  0.220    6.0701E-02    6.0096E-02    6.0454E-04
  0.230    6.3564E-02    6.2930E-02    6.3396E-04
  0.240    6.6438E-02    6.5774E-02    6.6359E-04
  0.250    6.9324E-02    6.8631E-02    6.9342E-04
  0.260    7.2223E-02    7.1499E-02    7.2347E-04
  0.270    7.5134E-02    7.4381E-02    7.5375E-04
  0.280    7.8059E-02    7.7275E-02    7.8424E-04
  0.290    8.0997E-02    8.0182E-02    8.1497E-04
  0.300    8.3949E-02    8.3103E-02    8.4593E-04
  0.310    8.6915E-02    8.6038E-02    8.7714E-04
  0.320    8.9896E-02    8.8987E-02    9.0860E-04
  0.330    9.2892E-02    9.1952E-02    9.4031E-04
  0.340    9.5904E-02    9.4932E-02    9.7229E-04
  0.350    9.8933E-02    9.7928E-02    1.0045E-03
  0.360    1.0198E-01    1.0094E-01    1.0371E-03
  0.370    1.0504E-01    1.0397E-01    1.0699E-03
  0.380    1.0812E-01    1.0702E-01    1.1030E-03
  0.390    1.1122E-01    1.1008E-01    1.1364E-03
  0.400    1.1434E-01    1.1317E-01    1.1701E-03
  0.410    1.1747E-01    1.1627E-01    1.2041E-03
  0.420    1.2063E-01    1.1939E-01    1.2385E-03
  0.430    1.2381E-01    1.2253E-01    1.2732E-03
  0.440    1.2701E-01    1.2570E-01    1.3082E-03
  0.450    1.3023E-01    1.2888E-01    1.3436E-03
  0.460    1.3347E-01    1.3209E-01    1.3793E-03
  0.470    1.3674E-01    1.3532E-01    1.4154E-03
  0.480    1.4003E-01    1.3858E-01    1.4519E-03
  0.490    1.4334E-01    1.4185E-01    1.4889E-03
  0.500    1.4668E-01    1.4516E-01    1.5262E-03
  0.510    1.5005E-01    1.4849E-01    1.5639E-03
  0.520    1.5345E-01    1.5185E-01    1.6021E-03
  0.530    1.5687E-01    1.5523E-01    1.6407E-03
  0.540    1.6032E-01    1.5864E-01    1.6798E-03
  0.550    1.6381E-01    1.6209E-01    1.7193E-03
  0.560    1.6732E-01    1.6556E-01    1.7593E-03
  0.570    1.7087E-01    1.6907E-01    1.7999E-03
  0.580    1.7444E-01    1.7260E-01    1.8410E-03
  0.590    1.7806E-01    1.7618E-01    1.8826E-03
  0.600    1.8171E-01    1.7978E-01    1.9247E-03
  0.610    1.8539E-01    1.8342E-01    1.9674E-03
  0.620    1.8911E-01    1.8710E-01    2.0108E-03
  0.630    1.9288E-01    1.9082E-01    2.0547E-03
  0.640    1.9668E-01    1.9458E-01    2.0993E-03
  0.650    2.0052E-01    1.9838E-01    2.1445E-03
  0.660    2.0441E-01    2.0222E-01    2.1904E-03
  0.670    2.0835E-01    2.0611E-01    2.2370E-03
  0.680    2.1233E-01    2.1004E-01    2.2843E-03
  0.690    2.1635E-01    2.1402E-01    2.3324E-03
  0.700    2.2043E-01    2.1805E-01    2.3813E-03
  0.710    2.2456E-01    2.2213E-01    2.4310E-03
  0.720    2.2875E-01    2.2626E-01    2.4815E-03
  0.730    2.3299E-01    2.3045E-01    2.5329E-03
  0.740    2.3729E-01    2.3470E-01    2.5852E-03
  0.750    2.4164E-01    2.3901E-01    2.6384E-03
  0.760    2.4607E-01    2.4337E-01    2.6927E-03
  0.770    2.5055E-01    2.4781E-01    2.7479E-03
  0.780    2.5511E-01    2.5231E-01    2.8042E-03
  0.790    2.5974E-01    2.5688E-01    2.8616E-03
  0.800    2.6444E-01    2.6152E-01    2.9201E-03
  0.810    2.6922E-01    2.6624E-01    2.9799E-03
  0.820    2.7408E-01    2.7103E-01    3.0409E-03
  0.830    2.7902E-01    2.7591E-01    3.1032E-03
  0.840    2.8405E-01    2.8088E-01    3.1668E-03
  0.850    2.8917E-01    2.8594E-01    3.2319E-03
  0.860    2.9439E-01    2.9109E-01    3.2985E-03
  0.870    2.9971E-01    2.9634E-01    3.3666E-03
  0.880    3.0513E-01    3.0169E-01    3.4363E-03
  0.890    3.1066E-01    3.0716E-01    3.5078E-03
  0.900    3.1631E-01    3.1273E-01    3.5810E-03
  0.910    3.2208E-01    3.1843E-01    3.6561E-03
  0.920    3.2798E-01    3.2425E-01    3.7332E-03
  0.930    3.3401E-01    3.3020E-01    3.8124E-03
  0.940    3.4019E-01    3.3629E-01    3.8937E-03
  0.950    3.4651E-01    3.4253E-01    3.9773E-03
  0.960    3.5299E-01    3.4892E-01    4.0633E-03
  0.970    3.5963E-01    3.5548E-01    4.1519E-03
  0.980    3.6644E-01    3.6220E-01    4.2432E-03
  0.990    3.7344E-01    3.6910E-01    4.3372E-03
  1.000    3.8064E-01    3.7620E-01    4.4343E-03
