 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7783E-03    2.7528E-03    2.5449E-05
  0.020    5.5622E-03    5.5112E-03    5.1028E-05
  0.030    8.3521E-03    8.2754E-03    7.6740E-05
  0.040    1.1148E-02    1.1046E-02    1.0259E-04
  0.050    1.3951E-02    1.3822E-02    1.2857E-04
  0.060    1.6760E-02    1.6605E-02    1.5470E-04
  0.070    1.9576E-02    1.9395E-02    1.8098E-04
  0.080    2.2399E-02    2.2192E-02    2.0740E-04
  0.090    2.5230E-02    2.4996E-02    2.3397E-04
  0.100    2.8068E-02    2.7807E-02    2.6071E-04
  0.110    3.0914E-02    3.0627E-02    2.8760E-04
  0.120    3.3769E-02    3.3454E-02    3.1465E-04
  0.130    3.6631E-02    3.6290E-02    3.4188E-04
  0.140    3.9503E-02    3.9134E-02    3.6927E-04
  0.150    4.2384E-02    4.1987E-02    3.9684E-04
  0.160    4.5274E-02    4.4849E-02    4.2460E-04
  0.170    4.8174E-02    4.7721E-02    4.5253E-04
  0.180    5.1083E-02    5.0603E-02    4.8066E-04
  0.190    5.4003E-02    5.3494E-02    5.0898E-04
  0.200    5.6934E-02    5.6396E-02    5.3750E-04
  0.210    5.9875E-02    5.9309E-02    5.6622E-04
  0.220    6.2828E-02    6.2233E-02    5.9515E-04
  0.230    6.5793E-02    6.5169E-02    6.2429E-04
  0.240    6.8769E-02    6.8116E-02    6.5365E-04
  0.250    7.1758E-02    7.1075E-02    6.8324E-04
  0.260    7.4760E-02    7.4047E-02    7.1306E-04
  0.270    7.7775E-02    7.7032E-02    7.4311E-04
  0.280    8.0804E-02    8.0030E-02    7.7340E-04
  0.290    8.3846E-02    8.3042E-02    8.0394E-04
  0.300    8.6903E-02    8.6068E-02    8.3474E-04
  0.310    8.9975E-02    8.9109E-02    8.6580E-04
  0.320    9.3062E-02    9.2165E-02    8.9712E-04
  0.330    9.6165E-02    9.5236E-02    9.2872E-04
  0.340    9.9284E-02    9.8323E-02    9.6060E-04
  0.350    1.0242E-01    1.0143E-01    9.9276E-04
  0.360    1.0557E-01    1.0455E-01    1.0252E-03
  0.370    1.0874E-01    1.0769E-01    1.0580E-03
  0.380    1.1193E-01    1.1084E-01    1.0911E-03
  0.390    1.1514E-01    1.1402E-01    1.1245E-03
  0.400    1.1837E-01    1.1721E-01    1.1582E-03
  0.410    1.2162E-01    1.2042E-01    1.1923E-03
  0.420    1.2489E-01    1.2366E-01    1.2267E-03
  0.430    1.2818E-01    1.2691E-01    1.2615E-03
  0.440    1.3149E-01    1.3019E-01    1.2966E-03
  0.450    1.3482E-01    1.3349E-01    1.3321E-03
  0.460    1.3818E-01    1.3681E-01    1.3681E-03
  0.470    1.4156E-01    1.4016E-01    1.4044E-03
  0.480    1.4497E-01    1.4353E-01    1.4411E-03
  0.490    1.4840E-01    1.4692E-01    1.4782E-03
  0.500    1.5186E-01    1.5034E-01    1.5158E-03
  0.510    1.5535E-01    1.5379E-01    1.5539E-03
  0.520    1.5886E-01    1.5727E-01    1.5924E-03
  0.530    1.6240E-01    1.6077E-01    1.6313E-03
  0.540    1.6598E-01    1.6431E-01    1.6708E-03
  0.550    1.6958E-01    1.6787E-01    1.7108E-03
  0.560    1.7322E-01    1.7147E-01    1.7512E-03
  0.570    1.7689E-01    1.7510E-01    1.7923E-03
  0.580    1.8059E-01    1.7876E-01    1.8339E-03
  0.590    1.8433E-01    1.8246E-01    1.8760E-03
  0.600    1.8811E-01    1.8619E-01    1.9188E-03
  0.610    1.9192E-01    1.8996E-01    1.9621E-03
  0.620    1.9578E-01    1.9377E-01    2.0061E-03
  0.630    1.9967E-01    1.9762E-01    2.0508E-03
  0.640    2.0361E-01    2.0151E-01    2.0961E-03
  0.650    2.0758E-01    2.0544E-01    2.1421E-03
  0.660    2.1161E-01    2.0942E-01    2.1888E-03
  0.670    2.1568E-01    2.1344E-01    2.2363E-03
  0.680    2.1980E-01    2.1751E-01    2.2846E-03
  0.690    2.2396E-01    2.2163E-01    2.3337E-03
  0.700    2.2818E-01    2.2580E-01    2.3835E-03
  0.710    2.3246E-01    2.3002E-01    2.4343E-03
  0.720    2.3679E-01    2.3430E-01    2.4859E-03
  0.730    2.4117E-01    2.3864E-01    2.5385E-03
  0.740    2.4562E-01    2.4303E-01    2.5920E-03
  0.750    2.5013E-01    2.4748E-01    2.6465E-03
  0.760    2.5470E-01    2.5200E-01    2.7021E-03
  0.770    2.5935E-01    2.5659E-01    2.7587E-03
  0.780    2.6406E-01    2.6124E-01    2.8165E-03
  0.790    2.6884E-01    2.6597E-01    2.8754E-03
  0.800    2.7370E-01    2.7077E-01    2.9355E-03
  0.810    2.7865E-01    2.7565E-01    2.9969E-03
  0.820    2.8367E-01    2.8061E-01    3.0596E-03
  0.830    2.8878E-01    2.8565E-01    3.1237E-03
  0.840    2.9398E-01    2.9079E-01    3.1892E-03
  0.850    2.9927E-01    2.9601E-01    3.2562E-03
  0.860    3.0466E-01    3.0133E-01    3.3248E-03
  0.870    3.1015E-01    3.0676E-01    3.3950E-03
  0.880    3.1575E-01    3.1228E-01    3.4669E-03
  0.890    3.2146E-01    3.1792E-01    3.5405E-03
  0.900    3.2729E-01    3.2368E-01    3.6161E-03
  0.910    3.3325E-01    3.2955E-01    3.6936E-03
  0.920    3.3933E-01    3.3556E-01    3.7731E-03
  0.930    3.4555E-01    3.4169E-01    3.8548E-03
  0.940    3.5191E-01    3.4797E-01    3.9388E-03
  0.950    3.5842E-01    3.5439E-01    4.0251E-03
  0.960    3.6508E-01    3.6097E-01    4.1140E-03
  0.970    3.7192E-01    3.6771E-01    4.2054E-03
  0.980    3.7893E-01    3.7463E-01    4.2997E-03
  0.990    3.8612E-01    3.8172E-01    4.3968E-03
  1.000    3.9351E-01    3.8901E-01    4.4971E-03
