 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7751E-03    2.7495E-03    2.5605E-05
  0.020    5.5559E-03    5.5046E-03    5.1338E-05
  0.030    8.3427E-03    8.2655E-03    7.7203E-05
  0.040    1.1136E-02    1.1033E-02    1.0320E-04
  0.050    1.3935E-02    1.3806E-02    1.2934E-04
  0.060    1.6741E-02    1.6586E-02    1.5562E-04
  0.070    1.9554E-02    1.9372E-02    1.8204E-04
  0.080    2.2375E-02    2.2166E-02    2.0862E-04
  0.090    2.5202E-02    2.4967E-02    2.3534E-04
  0.100    2.8038E-02    2.7776E-02    2.6223E-04
  0.110    3.0881E-02    3.0592E-02    2.8927E-04
  0.120    3.3733E-02    3.3416E-02    3.1648E-04
  0.130    3.6593E-02    3.6249E-02    3.4385E-04
  0.140    3.9462E-02    3.9091E-02    3.7140E-04
  0.150    4.2340E-02    4.1941E-02    3.9913E-04
  0.160    4.5228E-02    4.4801E-02    4.2704E-04
  0.170    4.8125E-02    4.7670E-02    4.5513E-04
  0.180    5.1033E-02    5.0549E-02    4.8341E-04
  0.190    5.3950E-02    5.3438E-02    5.1189E-04
  0.200    5.6879E-02    5.6338E-02    5.4057E-04
  0.210    5.9818E-02    5.9249E-02    5.6946E-04
  0.220    6.2769E-02    6.2170E-02    5.9855E-04
  0.230    6.5731E-02    6.5103E-02    6.2787E-04
  0.240    6.8706E-02    6.8048E-02    6.5740E-04
  0.250    7.1693E-02    7.1006E-02    6.8716E-04
  0.260    7.4693E-02    7.3975E-02    7.1715E-04
  0.270    7.7706E-02    7.6958E-02    7.4738E-04
  0.280    8.0732E-02    7.9954E-02    7.7785E-04
  0.290    8.3773E-02    8.2964E-02    8.0858E-04
  0.300    8.6828E-02    8.5988E-02    8.3956E-04
  0.310    8.9898E-02    8.9027E-02    8.7081E-04
  0.320    9.2983E-02    9.2081E-02    9.0232E-04
  0.330    9.6084E-02    9.5150E-02    9.3412E-04
  0.340    9.9201E-02    9.8235E-02    9.6620E-04
  0.350    1.0233E-01    1.0134E-01    9.9857E-04
  0.360    1.0549E-01    1.0445E-01    1.0312E-03
  0.370    1.0865E-01    1.0759E-01    1.0642E-03
  0.380    1.1184E-01    1.1074E-01    1.0975E-03
  0.390    1.1505E-01    1.1392E-01    1.1311E-03
  0.400    1.1827E-01    1.1711E-01    1.1651E-03
  0.410    1.2152E-01    1.2032E-01    1.1994E-03
  0.420    1.2478E-01    1.2355E-01    1.2340E-03
  0.430    1.2807E-01    1.2680E-01    1.2691E-03
  0.440    1.3138E-01    1.3007E-01    1.3044E-03
  0.450    1.3471E-01    1.3337E-01    1.3402E-03
  0.460    1.3806E-01    1.3669E-01    1.3764E-03
  0.470    1.4144E-01    1.4003E-01    1.4129E-03
  0.480    1.4484E-01    1.4339E-01    1.4499E-03
  0.490    1.4827E-01    1.4678E-01    1.4873E-03
  0.500    1.5172E-01    1.5020E-01    1.5252E-03
  0.510    1.5520E-01    1.5364E-01    1.5635E-03
  0.520    1.5871E-01    1.5711E-01    1.6023E-03
  0.530    1.6225E-01    1.6060E-01    1.6415E-03
  0.540    1.6581E-01    1.6413E-01    1.6813E-03
  0.550    1.6941E-01    1.6769E-01    1.7215E-03
