 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7396E-03    2.7144E-03    2.5149E-05
  0.020    5.4847E-03    5.4343E-03    5.0423E-05
  0.030    8.2355E-03    8.1597E-03    7.5827E-05
  0.040    1.0992E-02    1.0891E-02    1.0136E-04
  0.050    1.3755E-02    1.3628E-02    1.2703E-04
  0.060    1.6525E-02    1.6372E-02    1.5284E-04
  0.070    1.9301E-02    1.9122E-02    1.7880E-04
  0.080    2.2084E-02    2.1879E-02    2.0490E-04
  0.090    2.4874E-02    2.4643E-02    2.3115E-04
  0.100    2.7672E-02    2.7415E-02    2.5755E-04
  0.110    3.0478E-02    3.0194E-02    2.8411E-04
  0.120    3.3291E-02    3.2981E-02    3.1084E-04
  0.130    3.6113E-02    3.5775E-02    3.3773E-04
  0.140    3.8944E-02    3.8579E-02    3.6479E-04
  0.150    4.1783E-02    4.1391E-02    3.9202E-04
  0.160    4.4631E-02    4.4212E-02    4.1944E-04
  0.170    4.7489E-02    4.7042E-02    4.4703E-04
  0.180    5.0357E-02    4.9882E-02    4.7482E-04
  0.190    5.3234E-02    5.2732E-02    5.0280E-04
  0.200    5.6122E-02    5.5591E-02    5.3097E-04
  0.210    5.9021E-02    5.8462E-02    5.5935E-04
  0.220    6.1931E-02    6.1343E-02    5.8794E-04
  0.230    6.4852E-02    6.4236E-02    6.1674E-04
  0.240    6.7786E-02    6.7140E-02    6.4576E-04
  0.250    7.0731E-02    7.0056E-02    6.7501E-04
  0.260    7.3689E-02    7.2984E-02    7.0449E-04
  0.270    7.6659E-02    7.5925E-02    7.3420E-04
  0.280    7.9644E-02    7.8879E-02    7.6415E-04
  0.290    8.2641E-02    8.1847E-02    7.9436E-04
  0.300    8.5653E-02    8.4828E-02    8.2482E-04
  0.310    8.8680E-02    8.7824E-02    8.5554E-04
  0.320    9.1721E-02    9.0835E-02    8.8653E-04
  0.330    9.4778E-02    9.3860E-02    9.1780E-04
  0.340    9.7851E-02    9.6902E-02    9.4935E-04
  0.350    1.0094E-01    9.9959E-02    9.8119E-04
  0.360    1.0405E-01    1.0303E-01    1.0133E-03
  0.370    1.0717E-01    1.0612E-01    1.0458E-03
  0.380    1.1031E-01    1.0923E-01    1.0786E-03
  0.390    1.1347E-01    1.1236E-01    1.1116E-03
  0.400    1.1665E-01    1.1551E-01    1.1451E-03
  0.410    1.1985E-01    1.1867E-01    1.1788E-03
  0.420    1.2307E-01    1.2186E-01    1.2130E-03
  0.430    1.2631E-01    1.2506E-01    1.2474E-03
  0.440    1.2957E-01    1.2829E-01    1.2823E-03
  0.450    1.3285E-01    1.3154E-01    1.3175E-03
  0.460    1.3616E-01    1.3481E-01    1.3532E-03
  0.470    1.3949E-01    1.3810E-01    1.3892E-03
  0.480    1.4284E-01    1.4142E-01    1.4257E-03
  0.490    1.4622E-01    1.4476E-01    1.4626E-03
  0.500    1.4963E-01    1.4813E-01    1.4999E-03
  0.510    1.5306E-01    1.5152E-01    1.5377E-03
  0.520    1.5652E-01    1.5494E-01    1.5759E-03
  0.530    1.6001E-01    1.5839E-01    1.6147E-03
  0.540    1.6352E-01    1.6187E-01    1.6539E-03
  0.550    1.6707E-01    1.6538E-01    1.6937E-03
  0.560    1.7065E-01    1.6892E-01    1.7340E-03
  0.570    1.7426E-01    1.7248E-01    1.7748E-03
  0.580    1.7790E-01    1.7609E-01    1.8162E-03
  0.590    1.8158E-01    1.7972E-01    1.8582E-03
  0.600    1.8530E-01    1.8339E-01    1.9008E-03
  0.610    1.8905E-01    1.8710E-01    1.9440E-03
  0.620    1.9283E-01    1.9085E-01    1.9879E-03
  0.630    1.9666E-01    1.9463E-01    2.0324E-03
  0.640    2.0053E-01    1.9845E-01    2.0776E-03
  0.650    2.0444E-01    2.0232E-01    2.1235E-03
  0.660    2.0840E-01    2.0623E-01    2.1702E-03
  0.670    2.1240E-01    2.1018E-01    2.2176E-03
  0.680    2.1644E-01    2.1418E-01    2.2658E-03
  0.690    2.2054E-01    2.1823E-01    2.3148E-03
  0.700    2.2469E-01    2.2232E-01    2.3647E-03
