 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7774E-03    2.7527E-03    2.4755E-05
  0.020    5.5602E-03    5.5105E-03    4.9639E-05
  0.030    8.3484E-03    8.2738E-03    7.4653E-05
  0.040    1.1142E-02    1.1043E-02    9.9801E-05
  0.050    1.3942E-02    1.3817E-02    1.2509E-04
  0.060    1.6748E-02    1.6598E-02    1.5051E-04
  0.070    1.9561E-02    1.9385E-02    1.7608E-04
  0.080    2.2380E-02    2.2178E-02    2.0179E-04
  0.090    2.5206E-02    2.4978E-02    2.2765E-04
  0.100    2.8039E-02    2.7785E-02    2.5367E-04
  0.110    3.0880E-02    3.0600E-02    2.7984E-04
  0.120    3.3728E-02    3.3421E-02    3.0618E-04
  0.130    3.6584E-02    3.6251E-02    3.3267E-04
  0.140    3.9448E-02    3.9088E-02    3.5933E-04
  0.150    4.2320E-02    4.1934E-02    3.8617E-04
  0.160    4.5201E-02    4.4788E-02    4.1318E-04
  0.170    4.8091E-02    4.7651E-02    4.4037E-04
  0.180    5.0991E-02    5.0523E-02    4.6774E-04
  0.190    5.3900E-02    5.3404E-02    4.9530E-04
  0.200    5.6819E-02    5.6295E-02    5.2305E-04
  0.210    5.9747E-02    5.9196E-02    5.5100E-04
  0.220    6.2687E-02    6.2108E-02    5.7915E-04
  0.230    6.5637E-02    6.5030E-02    6.0750E-04
  0.240    6.8598E-02    6.7962E-02    6.3607E-04
  0.250    7.1571E-02    7.0906E-02    6.6485E-04
  0.260    7.4556E-02    7.3862E-02    6.9386E-04
  0.270    7.7553E-02    7.6830E-02    7.2309E-04
  0.280    8.0562E-02    7.9810E-02    7.5256E-04
  0.290    8.3585E-02    8.2802E-02    7.8226E-04
  0.300    8.6620E-02    8.5808E-02    8.1221E-04
  0.310    8.9670E-02    8.8828E-02    8.4240E-04
  0.320    9.2734E-02    9.1861E-02    8.7286E-04
  0.330    9.5812E-02    9.4908E-02    9.0358E-04
  0.340    9.8905E-02    9.7971E-02    9.3456E-04
  0.350    1.0201E-01    1.0105E-01    9.6583E-04
  0.360    1.0514E-01    1.0414E-01    9.9738E-04
  0.370    1.0828E-01    1.0725E-01    1.0292E-03
  0.380    1.1144E-01    1.1038E-01    1.0614E-03
  0.390    1.1461E-01    1.1352E-01    1.0938E-03
  0.400    1.1781E-01    1.1668E-01    1.1266E-03
  0.410    1.2102E-01    1.1986E-01    1.1597E-03
  0.420    1.2425E-01    1.2306E-01    1.1931E-03
  0.430    1.2750E-01    1.2627E-01    1.2268E-03
  0.440    1.3077E-01    1.2951E-01    1.2610E-03
  0.450    1.3406E-01    1.3277E-01    1.2954E-03
  0.460    1.3738E-01    1.3605E-01    1.3303E-03
  0.470    1.4071E-01    1.3935E-01    1.3655E-03
