 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8433E-03    2.8181E-03    2.5221E-05
  0.020    5.6924E-03    5.6418E-03    5.0570E-05
  0.030    8.5475E-03    8.4715E-03    7.6049E-05
  0.040    1.1409E-02    1.1307E-02    1.0166E-04
  0.050    1.4277E-02    1.4149E-02    1.2741E-04
  0.060    1.7151E-02    1.6998E-02    1.5330E-04
  0.070    2.0033E-02    1.9854E-02    1.7934E-04
  0.080    2.2922E-02    2.2716E-02    2.0552E-04
  0.090    2.5818E-02    2.5586E-02    2.3185E-04
  0.100    2.8722E-02    2.8463E-02    2.5834E-04
  0.110    3.1634E-02    3.1349E-02    2.8498E-04
  0.120    3.4554E-02    3.4242E-02    3.1178E-04
  0.130    3.7483E-02    3.7144E-02    3.3876E-04
  0.140    4.0420E-02    4.0054E-02    3.6590E-04
  0.150    4.3367E-02    4.2974E-02    3.9321E-04
  0.160    4.6323E-02    4.5902E-02    4.2070E-04
  0.170    4.9289E-02    4.8840E-02    4.4837E-04
  0.180    5.2265E-02    5.1788E-02    4.7623E-04
  0.190    5.5251E-02    5.4746E-02    5.0428E-04
  0.200    5.8248E-02    5.7715E-02    5.3253E-04
  0.210    6.1255E-02    6.0694E-02    5.6097E-04
  0.220    6.4275E-02    6.3685E-02    5.8963E-04
  0.230    6.7306E-02    6.6687E-02    6.1849E-04
  0.240    7.0349E-02    6.9701E-02    6.4756E-04
  0.250    7.3404E-02    7.2727E-02    6.7686E-04
  0.260    7.6472E-02    7.5766E-02    7.0638E-04
  0.270    7.9554E-02    7.8818E-02    7.3614E-04
  0.280    8.2649E-02    8.1883E-02    7.6613E-04
  0.290    8.5758E-02    8.4962E-02    7.9637E-04
  0.300    8.8882E-02    8.8055E-02    8.2685E-04
  0.310    9.2021E-02    9.1163E-02    8.5760E-04
  0.320    9.5175E-02    9.4286E-02    8.8860E-04
  0.330    9.8345E-02    9.7425E-02    9.1988E-04
  0.340    1.0153E-01    1.0058E-01    9.5143E-04
  0.350    1.0473E-01    1.0375E-01    9.8326E-04
  0.360    1.0795E-01    1.0694E-01    1.0154E-03
  0.370    1.1119E-01    1.1014E-01    1.0478E-03
  0.380    1.1445E-01    1.1337E-01    1.0805E-03
  0.390    1.1772E-01    1.1661E-01    1.1136E-03
  0.400    1.2102E-01    1.1987E-01    1.1470E-03
  0.410    1.2434E-01    1.2315E-01    1.1807E-03
  0.420    1.2767E-01    1.2646E-01    1.2147E-03
  0.430    1.3103E-01    1.2978E-01    1.2491E-03
  0.440    1.3441E-01    1.3312E-01    1.2838E-03
  0.450    1.3781E-01    1.3649E-01    1.3190E-03
  0.460    1.4124E-01    1.3988E-01    1.3545E-03
  0.470    1.4469E-01    1.4330E-01    1.3904E-03
  0.480    1.4816E-01    1.4674E-01    1.4267E-03
  0.490    1.5166E-01    1.5020E-01    1.4634E-03
  0.500    1.5519E-01    1.5369E-01    1.5005E-03
  0.510    1.5875E-01    1.5721E-01    1.5381E-03
  0.520    1.6233E-01    1.6075E-01    1.5761E-03
  0.530    1.6594E-01    1.6433E-01    1.6146E-03
  0.540    1.6958E-01    1.6793E-01    1.6536E-03
  0.550    1.7326E-01    1.7156E-01    1.6930E-03
  0.560    1.7696E-01    1.7523E-01    1.7330E-03
  0.570    1.8070E-01    1.7893E-01    1.7735E-03
  0.580    1.8448E-01    1.8266E-01    1.8146E-03
  0.590    1.8828E-01    1.8643E-01    1.8562E-03
  0.600    1.9213E-01    1.9023E-01    1.8984E-03
  0.610    1.9601E-01    1.9407E-01    1.9412E-03
  0.620    1.9994E-01    1.9795E-01    1.9846E-03
  0.630    2.0390E-01    2.0187E-01    2.0286E-03
  0.640    2.0791E-01    2.0583E-01    2.0733E-03
  0.650    2.1196E-01    2.0984E-01    2.1187E-03
  0.660    2.1605E-01    2.1389E-01    2.1648E-03
  0.670    2.2019E-01    2.1798E-01    2.2116E-03
  0.680    2.2438E-01    2.2212E-01    2.2592E-03
  0.690    2.2862E-01    2.2631E-01    2.3075E-03
  0.700    2.3291E-01    2.3056E-01    2.3567E-03
  0.710    2.3726E-01    2.3485E-01    2.4067E-03
  0.720    2.4166E-01    2.3920E-01    2.4576E-03
  0.730    2.4612E-01    2.4361E-01    2.5094E-03
  0.740    2.5064E-01    2.4808E-01    2.5621E-03
  0.750    2.5522E-01    2.5261E-01    2.6159E-03
  0.760    2.5987E-01    2.5720E-01    2.6706E-03
  0.770    2.6459E-01    2.6186E-01    2.7264E-03
  0.780    2.6938E-01    2.6659E-01    2.7833E-03
  0.790    2.7424E-01    2.7140E-01    2.8414E-03
  0.800    2.7918E-01    2.7628E-01    2.9006E-03
  0.810    2.8420E-01    2.8123E-01    2.9611E-03
  0.820    2.8930E-01    2.8627E-01    3.0230E-03
  0.830    2.9449E-01    2.9140E-01    3.0861E-03
  0.840    2.9977E-01    2.9662E-01    3.1507E-03
  0.850    3.0514E-01    3.0193E-01    3.2168E-03
  0.860    3.1062E-01    3.0733E-01    3.2845E-03
  0.870    3.1620E-01    3.1284E-01    3.3537E-03
  0.880    3.2188E-01    3.1846E-01    3.4247E-03
  0.890    3.2769E-01    3.2419E-01    3.4975E-03
  0.900    3.3361E-01    3.3004E-01    3.5722E-03
  0.910    3.3966E-01    3.3601E-01    3.6489E-03
  0.920    3.4584E-01    3.4211E-01    3.7276E-03
  0.930    3.5216E-01    3.4835E-01    3.8085E-03
  0.940    3.5863E-01    3.5474E-01    3.8918E-03
  0.950    3.6525E-01    3.6127E-01    3.9775E-03
  0.960    3.7203E-01    3.6797E-01    4.0657E-03
  0.970    3.7899E-01    3.7484E-01    4.1567E-03
  0.980    3.8613E-01    3.8188E-01    4.2506E-03
  0.990    3.9346E-01    3.8912E-01    4.3474E-03
  1.000    4.0100E-01    3.9655E-01    4.4476E-03
