 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8134E-03    2.7878E-03    2.5629E-05
  0.020    5.6324E-03    5.5811E-03    5.1387E-05
  0.030    8.4574E-03    8.3801E-03    7.7278E-05
  0.040    1.1289E-02    1.1185E-02    1.0330E-04
  0.050    1.4126E-02    1.3997E-02    1.2947E-04
  0.060    1.6970E-02    1.6814E-02    1.5578E-04
  0.070    1.9821E-02    1.9639E-02    1.8223E-04
  0.080    2.2680E-02    2.2471E-02    2.0884E-04
  0.090    2.5545E-02    2.5310E-02    2.3559E-04
  0.100    2.8419E-02    2.8157E-02    2.6251E-04
  0.110    3.1301E-02    3.1011E-02    2.8958E-04
  0.120    3.4191E-02    3.3874E-02    3.1682E-04
  0.130    3.7089E-02    3.6745E-02    3.4423E-04
  0.140    3.9997E-02    3.9625E-02    3.7181E-04
  0.150    4.2913E-02    4.2514E-02    3.9957E-04
  0.160    4.5840E-02    4.5412E-02    4.2751E-04
  0.170    4.8776E-02    4.8320E-02    4.5563E-04
  0.180    5.1722E-02    5.1238E-02    4.8395E-04
  0.190    5.4679E-02    5.4167E-02    5.1246E-04
  0.200    5.7647E-02    5.7106E-02    5.4116E-04
  0.210    6.0626E-02    6.0056E-02    5.7008E-04
  0.220    6.3617E-02    6.3018E-02    5.9920E-04
  0.230    6.6620E-02    6.5991E-02    6.2854E-04
  0.240    6.9635E-02    6.8977E-02    6.5810E-04
  0.250    7.2662E-02    7.1975E-02    6.8789E-04
  0.260    7.5703E-02    7.4985E-02    7.1791E-04
  0.270    7.8758E-02    7.8010E-02    7.4816E-04
  0.280    8.1826E-02    8.1048E-02    7.7867E-04
  0.290    8.4909E-02    8.4100E-02    8.0942E-04
  0.300    8.8007E-02    8.7166E-02    8.4042E-04
  0.310    9.1119E-02    9.0248E-02    8.7169E-04
  0.320    9.4248E-02    9.3345E-02    9.0324E-04
  0.330    9.7393E-02    9.6458E-02    9.3505E-04
  0.340    1.0055E-01    9.9587E-02    9.6716E-04
  0.350    1.0373E-01    1.0273E-01    9.9955E-04
  0.360    1.0693E-01    1.0590E-01    1.0323E-03
  0.370    1.1014E-01    1.0908E-01    1.0653E-03
  0.380    1.1338E-01    1.1228E-01    1.0986E-03
  0.390    1.1663E-01    1.1550E-01    1.1322E-03
  0.400    1.1990E-01    1.1874E-01    1.1662E-03
  0.410    1.2320E-01    1.2200E-01    1.2005E-03
  0.420    1.2651E-01    1.2528E-01    1.2352E-03
  0.430    1.2985E-01    1.2858E-01    1.2702E-03
  0.440    1.3321E-01    1.3190E-01    1.3057E-03
  0.450    1.3659E-01    1.3525E-01    1.3415E-03
  0.460    1.3999E-01    1.3862E-01    1.3776E-03
  0.470    1.4342E-01    1.4201E-01    1.4142E-03
  0.480    1.4688E-01    1.4543E-01    1.4513E-03
  0.490    1.5036E-01    1.4887E-01    1.4887E-03
  0.500    1.5387E-01    1.5234E-01    1.5266E-03
  0.510    1.5741E-01    1.5584E-01    1.5649E-03
  0.520    1.6097E-01    1.5937E-01    1.6037E-03
  0.530    1.6456E-01    1.6292E-01    1.6430E-03
  0.540    1.6819E-01    1.6650E-01    1.6828E-03
  0.550    1.7184E-01    1.7012E-01    1.7232E-03
  0.560    1.7553E-01    1.7377E-01    1.7640E-03
  0.570    1.7925E-01    1.7745E-01    1.8054E-03
  0.580    1.8301E-01    1.8116E-01    1.8473E-03
  0.590    1.8680E-01    1.8491E-01    1.8899E-03
  0.600    1.9062E-01    1.8869E-01    1.9330E-03
  0.610    1.9449E-01    1.9251E-01    1.9767E-03
  0.620    1.9839E-01    1.9637E-01    2.0211E-03
  0.630    2.0234E-01    2.0027E-01    2.0662E-03
  0.640    2.0632E-01    2.0421E-01    2.1119E-03
  0.650    2.1035E-01    2.0819E-01    2.1584E-03
  0.660    2.1442E-01    2.1222E-01    2.2055E-03
  0.670    2.1854E-01    2.1629E-01    2.2535E-03
  0.680    2.2271E-01    2.2041E-01    2.3022E-03
  0.690    2.2692E-01    2.2457E-01    2.3517E-03
  0.700    2.3119E-01    2.2879E-01    2.4020E-03
  0.710    2.3551E-01    2.3305E-01    2.4533E-03
  0.720    2.3988E-01    2.3738E-01    2.5054E-03
  0.730    2.4431E-01    2.4175E-01    2.5584E-03
  0.740    2.4880E-01    2.4619E-01    2.6125E-03
  0.750    2.5335E-01    2.5068E-01    2.6675E-03
  0.760    2.5796E-01    2.5524E-01    2.7236E-03
  0.770    2.6264E-01    2.5986E-01    2.7807E-03
  0.780    2.6738E-01    2.6455E-01    2.8390E-03
  0.790    2.7220E-01    2.6930E-01    2.8984E-03
  0.800    2.7709E-01    2.7413E-01    2.9591E-03
  0.810    2.8206E-01    2.7904E-01    3.0210E-03
  0.820    2.8710E-01    2.8402E-01    3.0842E-03
  0.830    2.9223E-01    2.8908E-01    3.1488E-03
  0.840    2.9745E-01    2.9423E-01    3.2148E-03
  0.850    3.0275E-01    2.9947E-01    3.2823E-03
  0.860    3.0815E-01    3.0480E-01    3.3514E-03
  0.870    3.1365E-01    3.1022E-01    3.4221E-03
  0.880    3.1925E-01    3.1575E-01    3.4945E-03
  0.890    3.2495E-01    3.2138E-01    3.5686E-03
  0.900    3.3077E-01    3.2713E-01    3.6446E-03
  0.910    3.3671E-01    3.3299E-01    3.7225E-03
  0.920    3.4277E-01    3.3897E-01    3.8025E-03
  0.930    3.4896E-01    3.4508E-01    3.8845E-03
  0.940    3.5529E-01    3.5132E-01    3.9688E-03
  0.950    3.6176E-01    3.5771E-01    4.0555E-03
  0.960    3.6839E-01    3.6424E-01    4.1446E-03
  0.970    3.7517E-01    3.7093E-01    4.2362E-03
  0.980    3.8212E-01    3.7779E-01    4.3306E-03
  0.990    3.8925E-01    3.8483E-01    4.4279E-03
  1.000    3.9657E-01    3.9205E-01    4.5281E-03
