 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8280E-03    2.8028E-03    2.5200E-05
  0.020    5.6617E-03    5.6112E-03    5.0520E-05
  0.030    8.5013E-03    8.4253E-03    7.5963E-05
  0.040    1.1347E-02    1.1245E-02    1.0153E-04
  0.050    1.4199E-02    1.4072E-02    1.2723E-04
  0.060    1.7057E-02    1.6904E-02    1.5306E-04
  0.070    1.9923E-02    1.9744E-02    1.7903E-04
  0.080    2.2795E-02    2.2590E-02    2.0514E-04
  0.090    2.5674E-02    2.5443E-02    2.3139E-04
  0.100    2.8561E-02    2.8303E-02    2.5779E-04
  0.110    3.1456E-02    3.1172E-02    2.8434E-04
  0.120    3.4359E-02    3.4048E-02    3.1105E-04
  0.130    3.7270E-02    3.6932E-02    3.3791E-04
  0.140    4.0189E-02    3.9824E-02    3.6494E-04
  0.150    4.3117E-02    4.2725E-02    3.9213E-04
  0.160    4.6055E-02    4.5635E-02    4.1950E-04
  0.170    4.9001E-02    4.8554E-02    4.4704E-04
  0.180    5.1958E-02    5.1483E-02    4.7476E-04
  0.190    5.4924E-02    5.4421E-02    5.0267E-04
  0.200    5.7900E-02    5.7370E-02    5.3077E-04
  0.210    6.0888E-02    6.0328E-02    5.5906E-04
  0.220    6.3886E-02    6.3298E-02    5.8755E-04
  0.230    6.6895E-02    6.6279E-02    6.1624E-04
  0.240    6.9916E-02    6.9270E-02    6.4514E-04
  0.250    7.2948E-02    7.2274E-02    6.7426E-04
  0.260    7.5993E-02    7.5290E-02    7.0360E-04
  0.270    7.9051E-02    7.8318E-02    7.3317E-04
  0.280    8.2122E-02    8.1359E-02    7.6297E-04
  0.290    8.5206E-02    8.4413E-02    7.9300E-04
  0.300    8.8304E-02    8.7480E-02    8.2328E-04
  0.310    9.1416E-02    9.0562E-02    8.5382E-04
  0.320    9.4542E-02    9.3658E-02    8.8461E-04
  0.330    9.7684E-02    9.6768E-02    9.1566E-04
  0.340    1.0084E-01    9.9894E-02    9.4698E-04
  0.350    1.0401E-01    1.0304E-01    9.7859E-04
  0.360    1.0720E-01    1.0619E-01    1.0105E-03
  0.370    1.1041E-01    1.0937E-01    1.0427E-03
  0.380    1.1363E-01    1.1256E-01    1.0751E-03
  0.390    1.1688E-01    1.1577E-01    1.1079E-03
  0.400    1.2014E-01    1.1900E-01    1.1411E-03
  0.410    1.2342E-01    1.2224E-01    1.1745E-03
  0.420    1.2672E-01    1.2551E-01    1.2083E-03
  0.430    1.3003E-01    1.2879E-01    1.2424E-03
  0.440    1.3337E-01    1.3210E-01    1.2769E-03
  0.450    1.3674E-01    1.3542E-01    1.3117E-03
  0.460    1.4012E-01    1.3877E-01    1.3469E-03
  0.470    1.4353E-01    1.4214E-01    1.3825E-03
  0.480    1.4696E-01    1.4554E-01    1.4185E-03
  0.490    1.5041E-01    1.4895E-01    1.4549E-03
  0.500    1.5389E-01    1.5240E-01    1.4917E-03
  0.510    1.5739E-01    1.5586E-01    1.5290E-03
  0.520    1.6092E-01    1.5936E-01    1.5667E-03
  0.530    1.6448E-01    1.6288E-01    1.6049E-03
  0.540    1.6807E-01    1.6642E-01    1.6435E-03
  0.550    1.7168E-01    1.7000E-01    1.6826E-03
  0.560    1.7533E-01    1.7360E-01    1.7222E-03
  0.570    1.7900E-01    1.7724E-01    1.7624E-03
  0.580    1.8271E-01    1.8091E-01    1.8030E-03
  0.590    1.8645E-01    1.8461E-01    1.8443E-03
  0.600    1.9023E-01    1.8834E-01    1.8860E-03
  0.610    1.9404E-01    1.9211E-01    1.9284E-03
  0.620    1.9788E-01    1.9591E-01    1.9714E-03
  0.630    2.0177E-01    1.9975E-01    2.0150E-03
  0.640    2.0569E-01    2.0363E-01    2.0592E-03
  0.650    2.0965E-01    2.0755E-01    2.1041E-03
  0.660    2.1365E-01    2.1150E-01    2.1497E-03
  0.670    2.1770E-01    2.1550E-01    2.1960E-03
  0.680    2.2179E-01    2.1955E-01    2.2431E-03
  0.690    2.2593E-01    2.2364E-01    2.2909E-03
  0.700    2.3011E-01    2.2777E-01    2.3395E-03
  0.710    2.3434E-01    2.3195E-01    2.3889E-03
  0.720    2.3863E-01    2.3619E-01    2.4391E-03
  0.730    2.4296E-01    2.4047E-01    2.4903E-03
  0.740    2.4736E-01    2.4481E-01    2.5423E-03
  0.750    2.5180E-01    2.4921E-01    2.5953E-03
  0.760    2.5631E-01    2.5366E-01    2.6492E-03
  0.770    2.6088E-01    2.5817E-01    2.7042E-03
  0.780    2.6551E-01    2.6275E-01    2.7603E-03
  0.790    2.7021E-01    2.6739E-01    2.8174E-03
  0.800    2.7497E-01    2.7210E-01    2.8757E-03
  0.810    2.7981E-01    2.7687E-01    2.9351E-03
  0.820    2.8472E-01    2.8172E-01    2.9958E-03
  0.830    2.8971E-01    2.8665E-01    3.0578E-03
