 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7577E-03    2.7311E-03    2.6549E-05
  0.020    5.5205E-03    5.4673E-03    5.3228E-05
  0.030    8.2889E-03    8.2088E-03    8.0040E-05
  0.040    1.1063E-02    1.0956E-02    1.0699E-04
  0.050    1.3843E-02    1.3709E-02    1.3408E-04
  0.060    1.6629E-02    1.6467E-02    1.6131E-04
  0.070    1.9421E-02    1.9232E-02    1.8868E-04
  0.080    2.2220E-02    2.2004E-02    2.1621E-04
  0.090    2.5026E-02    2.4782E-02    2.4389E-04
  0.100    2.7839E-02    2.7567E-02    2.7173E-04
  0.110    3.0659E-02    3.0359E-02    2.9973E-04
  0.120    3.3486E-02    3.3159E-02    3.2790E-04
  0.130    3.6322E-02    3.5966E-02    3.5624E-04
  0.140    3.9166E-02    3.8781E-02    3.8475E-04
  0.150    4.2018E-02    4.1604E-02    4.1344E-04
  0.160    4.4879E-02    4.4436E-02    4.4232E-04
  0.170    4.7748E-02    4.7277E-02    4.7138E-04
  0.180    5.0627E-02    5.0127E-02    5.0063E-04
  0.190    5.3516E-02    5.2986E-02    5.3008E-04
  0.200    5.6415E-02    5.5855E-02    5.5973E-04
  0.210    5.9323E-02    5.8734E-02    5.8959E-04
  0.220    6.2243E-02    6.1623E-02    6.1967E-04
  0.230    6.5173E-02    6.4523E-02    6.4995E-04
  0.240    6.8114E-02    6.7434E-02    6.8047E-04
  0.250    7.1067E-02    7.0356E-02    7.1120E-04
  0.260    7.4032E-02    7.3290E-02    7.4218E-04
  0.270    7.7009E-02    7.6236E-02    7.7339E-04
  0.280    7.9999E-02    7.9194E-02    8.0485E-04
  0.290    8.3002E-02    8.2165E-02    8.3656E-04
  0.300    8.6018E-02    8.5150E-02    8.6854E-04
  0.310    8.9049E-02    8.8148E-02    9.0077E-04
  0.320    9.2093E-02    9.1160E-02    9.3328E-04
  0.330    9.5153E-02    9.4187E-02    9.6607E-04
  0.340    9.8228E-02    9.7229E-02    9.9914E-04
  0.350    1.0132E-01    1.0029E-01    1.0325E-03
  0.360    1.0443E-01    1.0336E-01    1.0662E-03
  0.370    1.0755E-01    1.0645E-01    1.1002E-03
  0.380    1.1069E-01    1.0955E-01    1.1345E-03
  0.390    1.1385E-01    1.1268E-01    1.1691E-03
  0.400    1.1702E-01    1.1582E-01    1.2040E-03
  0.410    1.2022E-01    1.1898E-01    1.2393E-03
  0.420    1.2344E-01    1.2216E-01    1.2750E-03
  0.430    1.2667E-01    1.2536E-01    1.3110E-03
  0.440    1.2993E-01    1.2858E-01    1.3474E-03
  0.450    1.3320E-01    1.3182E-01    1.3842E-03
  0.460    1.3650E-01    1.3508E-01    1.4214E-03
  0.470    1.3983E-01    1.3837E-01    1.4590E-03
  0.480    1.4317E-01    1.4167E-01    1.4969E-03
  0.490    1.4654E-01    1.4501E-01    1.5354E-03
  0.500    1.4994E-01    1.4836E-01    1.5742E-03
  0.510    1.5336E-01    1.5174E-01    1.6136E-03
  0.520    1.5680E-01    1.5515E-01    1.6534E-03
  0.530    1.6028E-01    1.5859E-01    1.6936E-03
  0.540    1.6378E-01    1.6205E-01    1.7344E-03
  0.550    1.6731E-01    1.6554E-01    1.7757E-03
  0.560    1.7088E-01    1.6906E-01    1.8175E-03
  0.570    1.7447E-01    1.7261E-01    1.8598E-03
  0.580    1.7810E-01    1.7619E-01    1.9028E-03
  0.590    1.8176E-01    1.7981E-01    1.9463E-03
  0.600    1.8545E-01    1.8346E-01    1.9903E-03
  0.610    1.8918E-01    1.8715E-01    2.0351E-03
  0.620    1.9295E-01    1.9087E-01    2.0804E-03
  0.630    1.9675E-01    1.9463E-01    2.1264E-03
  0.640    2.0060E-01    1.9843E-01    2.1731E-03
  0.650    2.0449E-01    2.0226E-01    2.2205E-03
  0.660    2.0841E-01    2.0615E-01    2.2686E-03
  0.670    2.1239E-01    2.1007E-01    2.3174E-03
  0.680    2.1641E-01    2.1404E-01    2.3671E-03
  0.690    2.2047E-01    2.1805E-01    2.4175E-03
  0.700    2.2459E-01    2.2212E-01    2.4688E-03
  0.710    2.2875E-01    2.2623E-01    2.5210E-03
  0.720    2.3297E-01    2.3040E-01    2.5740E-03
  0.730    2.3724E-01    2.3462E-01    2.6280E-03
  0.740    2.4157E-01    2.3889E-01    2.6829E-03
