 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8485E-03    2.8221E-03    2.6354E-05
  0.020    5.7024E-03    5.6496E-03    5.2832E-05
  0.030    8.5621E-03    8.4826E-03    7.9435E-05
  0.040    1.1428E-02    1.1321E-02    1.0617E-04
  0.050    1.4299E-02    1.4166E-02    1.3303E-04
  0.060    1.7177E-02    1.7017E-02    1.6004E-04
  0.070    2.0062E-02    1.9875E-02    1.8718E-04
  0.080    2.2954E-02    2.2740E-02    2.1446E-04
  0.090    2.5853E-02    2.5611E-02    2.4189E-04
  0.100    2.8759E-02    2.8490E-02    2.6947E-04
  0.110    3.1673E-02    3.1376E-02    2.9721E-04
  0.120    3.4595E-02    3.4270E-02    3.2511E-04
  0.130    3.7525E-02    3.7172E-02    3.5316E-04
  0.140    4.0464E-02    4.0083E-02    3.8139E-04
  0.150    4.3412E-02    4.3002E-02    4.0978E-04
  0.160    4.6369E-02    4.5930E-02    4.3835E-04
  0.170    4.9335E-02    4.8868E-02    4.6709E-04
  0.180    5.2311E-02    5.1815E-02    4.9602E-04
  0.190    5.5297E-02    5.4772E-02    5.2514E-04
  0.200    5.8293E-02    5.7739E-02    5.5446E-04
  0.210    6.1301E-02    6.0717E-02    5.8396E-04
  0.220    6.4319E-02    6.3705E-02    6.1368E-04
  0.230    6.7349E-02    6.6705E-02    6.4360E-04
  0.240    7.0391E-02    6.9717E-02    6.7373E-04
  0.250    7.3445E-02    7.2740E-02    7.0408E-04
  0.260    7.6511E-02    7.5776E-02    7.3466E-04
  0.270    7.9590E-02    7.8825E-02    7.6546E-04
  0.280    8.2683E-02    8.1887E-02    7.9650E-04
  0.290    8.5790E-02    8.4962E-02    8.2778E-04
  0.300    8.8911E-02    8.8052E-02    8.5931E-04
  0.310    9.2047E-02    9.1155E-02    8.9110E-04
  0.320    9.5197E-02    9.4274E-02    9.2314E-04
  0.330    9.8364E-02    9.7408E-02    9.5545E-04
  0.340    1.0155E-01    1.0056E-01    9.8804E-04
  0.350    1.0475E-01    1.0372E-01    1.0209E-03
  0.360    1.0796E-01    1.0691E-01    1.0541E-03
  0.370    1.1120E-01    1.1011E-01    1.0875E-03
  0.380    1.1445E-01    1.1333E-01    1.1213E-03
  0.390    1.1772E-01    1.1656E-01    1.1553E-03
  0.400    1.2101E-01    1.1982E-01    1.1897E-03
  0.410    1.2432E-01    1.2309E-01    1.2244E-03
  0.420    1.2765E-01    1.2639E-01    1.2595E-03
  0.430    1.3100E-01    1.2971E-01    1.2949E-03
  0.440    1.3437E-01    1.3304E-01    1.3307E-03
  0.450    1.3777E-01    1.3640E-01    1.3668E-03
  0.460    1.4119E-01    1.3979E-01    1.4033E-03
  0.470    1.4463E-01    1.4319E-01    1.4402E-03
  0.480    1.4810E-01    1.4663E-01    1.4775E-03
  0.490    1.5160E-01    1.5008E-01    1.5152E-03
  0.500    1.5512E-01    1.5356E-01    1.5533E-03
  0.510    1.5866E-01    1.5707E-01    1.5919E-03
  0.520    1.6224E-01    1.6061E-01    1.6309E-03
  0.530    1.6584E-01    1.6417E-01    1.6703E-03
  0.540    1.6948E-01    1.6777E-01    1.7103E-03
