 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.6948E-03    2.6693E-03    2.5461E-05
  0.020    5.3950E-03    5.3440E-03    5.1045E-05
  0.030    8.1009E-03    8.0242E-03    7.6754E-05
  0.040    1.0813E-02    1.0710E-02    1.0259E-04
  0.050    1.3531E-02    1.3402E-02    1.2856E-04
  0.060    1.6255E-02    1.6100E-02    1.5467E-04
  0.070    1.8986E-02    1.8805E-02    1.8091E-04
  0.080    2.1724E-02    2.1517E-02    2.0730E-04
  0.090    2.4469E-02    2.4235E-02    2.3383E-04
  0.100    2.7222E-02    2.6961E-02    2.6051E-04
  0.110    2.9982E-02    2.9695E-02    2.8734E-04
  0.120    3.2751E-02    3.2436E-02    3.1433E-04
  0.130    3.5527E-02    3.5186E-02    3.4148E-04
  0.140    3.8313E-02    3.7944E-02    3.6880E-04
  0.150    4.1107E-02    4.0711E-02    3.9628E-04
  0.160    4.3911E-02    4.3487E-02    4.2394E-04
  0.170    4.6724E-02    4.6272E-02    4.5178E-04
  0.180    4.9546E-02    4.9067E-02    4.7980E-04
  0.190    5.2380E-02    5.1872E-02    5.0800E-04
  0.200    5.5223E-02    5.4687E-02    5.3640E-04
  0.210    5.8078E-02    5.7513E-02    5.6499E-04
  0.220    6.0943E-02    6.0350E-02    5.9378E-04
  0.230    6.3821E-02    6.3198E-02    6.2278E-04
  0.240    6.6710E-02    6.6058E-02    6.5199E-04
  0.250    6.9612E-02    6.8930E-02    6.8142E-04
  0.260    7.2526E-02    7.1815E-02    7.1107E-04
  0.270    7.5453E-02    7.4713E-02    7.4095E-04
  0.280    7.8395E-02    7.7623E-02    7.7106E-04
  0.290    8.1350E-02    8.0548E-02    8.0141E-04
  0.300    8.4319E-02    8.3487E-02    8.3201E-04
  0.310    8.7303E-02    8.6441E-02    8.6286E-04
  0.320    9.0303E-02    8.9409E-02    8.9397E-04
  0.330    9.3319E-02    9.2393E-02    9.2535E-04
  0.340    9.6350E-02    9.5393E-02    9.5700E-04
  0.350    9.9399E-02    9.8410E-02    9.8892E-04
  0.360    1.0246E-01    1.0144E-01    1.0211E-03
  0.370    1.0555E-01    1.0449E-01    1.0537E-03
  0.380    1.0865E-01    1.0756E-01    1.0865E-03
  0.390    1.1177E-01    1.1065E-01    1.1196E-03
  0.400    1.1491E-01    1.1376E-01    1.1530E-03
  0.410    1.1807E-01    1.1689E-01    1.1868E-03
  0.420    1.2125E-01    1.2003E-01    1.2209E-03
  0.430    1.2446E-01    1.2320E-01    1.2554E-03
  0.440    1.2768E-01    1.2639E-01    1.2902E-03
