 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7218E-03    2.6961E-03    2.5720E-05
  0.020    5.4496E-03    5.3980E-03    5.1569E-05
  0.030    8.1835E-03    8.1059E-03    7.7550E-05
  0.040    1.0924E-02    1.0820E-02    1.0366E-04
  0.050    1.3671E-02    1.3541E-02    1.2992E-04
  0.060    1.6425E-02    1.6268E-02    1.5631E-04
  0.070    1.9186E-02    1.9003E-02    1.8285E-04
  0.080    2.1954E-02    2.1745E-02    2.0954E-04
  0.090    2.4730E-02    2.4494E-02    2.3637E-04
  0.100    2.7514E-02    2.7251E-02    2.6337E-04
  0.110    3.0307E-02    3.0016E-02    2.9052E-04
  0.120    3.3107E-02    3.2790E-02    3.1783E-04
  0.130    3.5917E-02    3.5572E-02    3.4531E-04
  0.140    3.8736E-02    3.8363E-02    3.7296E-04
  0.150    4.1564E-02    4.1163E-02    4.0079E-04
  0.160    4.4402E-02    4.3973E-02    4.2879E-04
  0.170    4.7250E-02    4.6793E-02    4.5697E-04
  0.180    5.0109E-02    4.9623E-02    4.8535E-04
  0.190    5.2978E-02    5.2464E-02    5.1391E-04
  0.200    5.5858E-02    5.5315E-02    5.4267E-04
  0.210    5.8749E-02    5.8178E-02    5.7163E-04
  0.220    6.1653E-02    6.1052E-02    6.0080E-04
  0.230    6.4568E-02    6.3938E-02    6.3018E-04
  0.240    6.7496E-02    6.6836E-02    6.5977E-04
  0.250    7.0437E-02    6.9747E-02    6.8959E-04
  0.260    7.3391E-02    7.2672E-02    7.1963E-04
  0.270    7.6359E-02    7.5609E-02    7.4991E-04
  0.280    7.9341E-02    7.8560E-02    7.8043E-04
  0.290    8.2337E-02    8.1526E-02    8.1119E-04
  0.300    8.5349E-02    8.4507E-02    8.4220E-04
  0.310    8.8376E-02    8.7502E-02    8.7347E-04
  0.320    9.1418E-02    9.0513E-02    9.0500E-04
  0.330    9.4477E-02    9.3541E-02    9.3680E-04
  0.340    9.7553E-02    9.6584E-02    9.6889E-04
  0.350    1.0065E-01    9.9645E-02    1.0013E-03
  0.360    1.0376E-01    1.0272E-01    1.0339E-03
  0.370    1.0689E-01    1.0582E-01    1.0669E-03
  0.380    1.1004E-01    1.0894E-01    1.1001E-03
  0.390    1.1320E-01    1.1207E-01    1.1337E-03
  0.400    1.1639E-01    1.1522E-01    1.1676E-03
  0.410    1.1960E-01    1.1840E-01    1.2019E-03
  0.420    1.2283E-01    1.2160E-01    1.2365E-03
  0.430    1.2608E-01    1.2481E-01    1.2714E-03
  0.440    1.2936E-01    1.2805E-01    1.3067E-03
  0.450    1.3266E-01    1.3132E-01    1.3424E-03
  0.460    1.3598E-01    1.3460E-01    1.3785E-03
  0.470    1.3933E-01    1.3791E-01    1.4149E-03
  0.480    1.4270E-01    1.4125E-01    1.4518E-03
  0.490    1.4610E-01    1.4461E-01    1.4891E-03
  0.500    1.4953E-01    1.4800E-01    1.5268E-03
  0.510    1.5298E-01    1.5142E-01    1.5649E-03
  0.520    1.5646E-01    1.5486E-01    1.6035E-03
  0.530    1.5998E-01    1.5833E-01    1.6426E-03
  0.540    1.6352E-01    1.6184E-01    1.6822E-03
  0.550    1.6710E-01    1.6537E-01    1.7223E-03
  0.560    1.7070E-01    1.6894E-01    1.7628E-03
  0.570    1.7435E-01    1.7254E-01    1.8040E-03
  0.580    1.7802E-01    1.7618E-01    1.8456E-03
  0.590    1.8174E-01    1.7985E-01    1.8879E-03
  0.600    1.8549E-01    1.8356E-01    1.9307E-03
  0.610    1.8928E-01    1.8730E-01    1.9741E-03
  0.620    1.9310E-01    1.9109E-01    2.0181E-03
  0.630    1.9697E-01    1.9491E-01    2.0628E-03
  0.640    2.0089E-01    1.9878E-01    2.1082E-03
  0.650    2.0484E-01    2.0269E-01    2.1542E-03
  0.660    2.0884E-01    2.0664E-01    2.2010E-03
  0.670    2.1289E-01    2.1064E-01    2.2485E-03
  0.680    2.1699E-01    2.1469E-01    2.2967E-03
  0.690    2.2114E-01    2.1879E-01    2.3458E-03
  0.700    2.2534E-01    2.2294E-01    2.3957E-03
  0.710    2.2959E-01    2.2714E-01    2.4464E-03
  0.720    2.3390E-01    2.3140E-01    2.4980E-03
  0.730    2.3827E-01    2.3572E-01    2.5505E-03
  0.740    2.4270E-01    2.4009E-01    2.6040E-03
  0.750    2.4719E-01    2.4453E-01    2.6585E-03
  0.760    2.5174E-01    2.4903E-01    2.7140E-03
  0.770    2.5637E-01    2.5360E-01    2.7706E-03
  0.780    2.6106E-01    2.5823E-01    2.8283E-03
  0.790    2.6583E-01    2.6294E-01    2.8871E-03
  0.800    2.7067E-01    2.6772E-01    2.9472E-03
  0.810    2.7559E-01    2.7259E-01    3.0085E-03
  0.820    2.8060E-01    2.7753E-01    3.0711E-03
  0.830    2.8569E-01    2.8256E-01    3.1351E-03
  0.840    2.9087E-01    2.8767E-01    3.2005E-03
  0.850    2.9615E-01    2.9288E-01    3.2674E-03
  0.860    3.0152E-01    2.9818E-01    3.3359E-03
  0.870    3.0699E-01    3.0359E-01    3.4059E-03
  0.880    3.1257E-01    3.0910E-01    3.4777E-03
  0.890    3.1827E-01    3.1471E-01    3.5513E-03
  0.900    3.2408E-01    3.2045E-01    3.6268E-03
  0.910    3.3001E-01    3.2630E-01    3.7042E-03
  0.920    3.3607E-01    3.3229E-01    3.7836E-03
  0.930    3.4227E-01    3.3840E-01    3.8652E-03
  0.940    3.4860E-01    3.4465E-01    3.9491E-03
  0.950    3.5509E-01    3.5106E-01    4.0353E-03
  0.960    3.6173E-01    3.5761E-01    4.1240E-03
  0.970    3.6854E-01    3.6433E-01    4.2154E-03
  0.980    3.7553E-01    3.7122E-01    4.3095E-03
  0.990    3.8269E-01    3.7829E-01    4.4065E-03
  1.000    3.9006E-01    3.8555E-01    4.5065E-03
