 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.9032E-03    2.8770E-03    2.6125E-05
  0.020    5.8120E-03    5.7597E-03    5.2375E-05
  0.030    8.7269E-03    8.6481E-03    7.8754E-05
  0.040    1.1648E-02    1.1543E-02    1.0526E-04
  0.050    1.4575E-02    1.4443E-02    1.3191E-04
  0.060    1.7510E-02    1.7351E-02    1.5870E-04
  0.070    2.0451E-02    2.0265E-02    1.8562E-04
  0.080    2.3399E-02    2.3186E-02    2.1270E-04
  0.090    2.6355E-02    2.6115E-02    2.3992E-04
  0.100    2.9319E-02    2.9051E-02    2.6729E-04
  0.110    3.2290E-02    3.1996E-02    2.9483E-04
  0.120    3.5270E-02    3.4948E-02    3.2252E-04
  0.130    3.8259E-02    3.7909E-02    3.5038E-04
  0.140    4.1257E-02    4.0878E-02    3.7841E-04
  0.150    4.4264E-02    4.3857E-02    4.0661E-04
  0.160    4.7280E-02    4.6845E-02    4.3498E-04
  0.170    5.0306E-02    4.9843E-02    4.6354E-04
  0.180    5.3343E-02    5.2851E-02    4.9229E-04
  0.190    5.6390E-02    5.5869E-02    5.2123E-04
  0.200    5.9448E-02    5.8898E-02    5.5036E-04
  0.210    6.2517E-02    6.1937E-02    5.7969E-04
  0.220    6.5598E-02    6.4989E-02    6.0923E-04
  0.230    6.8691E-02    6.8052E-02    6.3898E-04
  0.240    7.1796E-02    7.1127E-02    6.6894E-04
  0.250    7.4913E-02    7.4214E-02    6.9913E-04
  0.260    7.8044E-02    7.7315E-02    7.2954E-04
  0.270    8.1189E-02    8.0429E-02    7.6019E-04
  0.280    8.4347E-02    8.3556E-02    7.9108E-04
  0.290    8.7520E-02    8.6698E-02    8.2221E-04
  0.300    9.0708E-02    8.9854E-02    8.5359E-04
  0.310    9.3911E-02    9.3025E-02    8.8523E-04
  0.320    9.7129E-02    9.6212E-02    9.1713E-04
  0.330    1.0036E-01    9.9415E-02    9.4930E-04
  0.340    1.0362E-01    1.0263E-01    9.8176E-04
  0.350    1.0688E-01    1.0587E-01    1.0145E-03
  0.360    1.1017E-01    1.0912E-01    1.0475E-03
  0.370    1.1348E-01    1.1240E-01    1.0809E-03
  0.380    1.1680E-01    1.1569E-01    1.1145E-03
  0.390    1.2014E-01    1.1900E-01    1.1485E-03
  0.400    1.2351E-01    1.2232E-01    1.1827E-03
  0.410    1.2689E-01    1.2567E-01    1.2174E-03
  0.420    1.3030E-01    1.2904E-01    1.2523E-03
  0.430    1.3372E-01    1.3244E-01    1.2876E-03
  0.440    1.3717E-01    1.3585E-01    1.3233E-03
  0.450    1.4065E-01    1.3929E-01    1.3594E-03
  0.460    1.4414E-01    1.4275E-01    1.3958E-03
  0.470    1.4766E-01    1.4623E-01    1.4326E-03
  0.480    1.5121E-01    1.4974E-01    1.4699E-03
  0.490    1.5479E-01    1.5328E-01    1.5075E-03
  0.500    1.5839E-01    1.5684E-01    1.5456E-03
  0.510    1.6202E-01    1.6043E-01    1.5841E-03
  0.520    1.6567E-01    1.6405E-01    1.6231E-03
  0.530    1.6936E-01    1.6770E-01    1.6626E-03
  0.540    1.7308E-01    1.7138E-01    1.7025E-03
  0.550    1.7683E-01    1.7509E-01    1.7430E-03
  0.560    1.8061E-01    1.7883E-01    1.7839E-03
  0.570    1.8443E-01    1.8260E-01    1.8254E-03
  0.580    1.8828E-01    1.8641E-01    1.8675E-03
  0.590    1.9217E-01    1.9026E-01    1.9101E-03
  0.600    1.9609E-01    1.9414E-01    1.9533E-03
  0.610    2.0006E-01    1.9806E-01    1.9970E-03
  0.620    2.0406E-01    2.0202E-01    2.0415E-03
  0.630    2.0810E-01    2.0602E-01    2.0865E-03
  0.640    2.1219E-01    2.1006E-01    2.1322E-03
