 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7812E-03    2.7549E-03    2.6299E-05
  0.020    5.5679E-03    5.5151E-03    5.2725E-05
  0.030    8.3601E-03    8.2808E-03    7.9282E-05
  0.040    1.1158E-02    1.1052E-02    1.0597E-04
  0.050    1.3962E-02    1.3830E-02    1.3280E-04
  0.060    1.6773E-02    1.6613E-02    1.5976E-04
  0.070    1.9590E-02    1.9403E-02    1.8687E-04
  0.080    2.2414E-02    2.2200E-02    2.1413E-04
  0.090    2.5245E-02    2.5003E-02    2.4154E-04
  0.100    2.8083E-02    2.7814E-02    2.6909E-04
  0.110    3.0929E-02    3.0632E-02    2.9681E-04
  0.120    3.3783E-02    3.3458E-02    3.2469E-04
  0.130    3.6645E-02    3.6292E-02    3.5273E-04
  0.140    3.9515E-02    3.9134E-02    3.8094E-04
  0.150    4.2394E-02    4.1985E-02    4.0933E-04
  0.160    4.5283E-02    4.4845E-02    4.3789E-04
  0.170    4.8180E-02    4.7713E-02    4.6663E-04
  0.180    5.1087E-02    5.0592E-02    4.9556E-04
  0.190    5.4004E-02    5.3480E-02    5.2468E-04
  0.200    5.6932E-02    5.6378E-02    5.5399E-04
  0.210    5.9870E-02    5.9286E-02    5.8350E-04
  0.220    6.2819E-02    6.2205E-02    6.1321E-04
  0.230    6.5779E-02    6.5136E-02    6.4314E-04
  0.240    6.8751E-02    6.8077E-02    6.7327E-04
  0.250    7.1735E-02    7.1031E-02    7.0363E-04
  0.260    7.4731E-02    7.3997E-02    7.3421E-04
  0.270    7.7740E-02    7.6975E-02    7.6502E-04
  0.280    8.0762E-02    7.9966E-02    7.9607E-04
  0.290    8.3798E-02    8.2971E-02    8.2736E-04
  0.300    8.6848E-02    8.5989E-02    8.5890E-04
  0.310    8.9912E-02    8.9021E-02    8.9069E-04
  0.320    9.2991E-02    9.2068E-02    9.2274E-04
  0.330    9.6085E-02    9.5130E-02    9.5506E-04
  0.340    9.9195E-02    9.8207E-02    9.8766E-04
  0.350    1.0232E-01    1.0130E-01    1.0205E-03
  0.360    1.0546E-01    1.0441E-01    1.0537E-03
  0.370    1.0862E-01    1.0754E-01    1.0872E-03
  0.380    1.1180E-01    1.1068E-01    1.1209E-03
  0.390    1.1500E-01    1.1384E-01    1.1550E-03
  0.400    1.1821E-01    1.1702E-01    1.1894E-03
  0.410    1.2145E-01    1.2022E-01    1.2241E-03
  0.420    1.2470E-01    1.2344E-01    1.2592E-03
  0.430    1.2798E-01    1.2668E-01    1.2946E-03
  0.440    1.3127E-01    1.2994E-01    1.3303E-03
  0.450    1.3459E-01    1.3322E-01    1.3665E-03
  0.460    1.3793E-01    1.3653E-01    1.4030E-03
  0.470    1.4129E-01    1.3985E-01    1.4399E-03
  0.480    1.4468E-01    1.4320E-01    1.4771E-03
  0.490    1.4809E-01    1.4658E-01    1.5148E-03
  0.500    1.5153E-01    1.4998E-01    1.5530E-03
  0.510    1.5499E-01    1.5340E-01    1.5915E-03
  0.520    1.5848E-01    1.5685E-01    1.6305E-03
  0.530    1.6200E-01    1.6033E-01    1.6700E-03
  0.540    1.6555E-01    1.6384E-01    1.7099E-03
  0.550    1.6912E-01    1.6737E-01    1.7503E-03
  0.560    1.7273E-01    1.7094E-01    1.7912E-03
  0.570    1.7636E-01    1.7453E-01    1.8327E-03
  0.580    1.8003E-01    1.7816E-01    1.8746E-03
  0.590    1.8374E-01    1.8182E-01    1.9171E-03
  0.600    1.8748E-01    1.8552E-01    1.9602E-03
  0.610    1.9125E-01    1.8924E-01    2.0039E-03
  0.620    1.9506E-01    1.9301E-01    2.0482E-03
  0.630    1.9891E-01    1.9681E-01    2.0931E-03
  0.640    2.0279E-01    2.0066E-01    2.1386E-03
  0.650    2.0672E-01    2.0454E-01    2.1848E-03
  0.660    2.1069E-01    2.0846E-01    2.2317E-03
  0.670    2.1471E-01    2.1243E-01    2.2794E-03
  0.680    2.1876E-01    2.1644E-01    2.3277E-03
  0.690    2.2287E-01    2.2049E-01    2.3768E-03
  0.700    2.2702E-01    2.2460E-01    2.4267E-03
  0.710    2.3123E-01    2.2875E-01    2.4775E-03
