 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8555E-03    2.8296E-03    2.5958E-05
  0.020    5.7163E-03    5.6642E-03    5.2039E-05
  0.030    8.5825E-03    8.5042E-03    7.8248E-05
  0.040    1.1454E-02    1.1350E-02    1.0459E-04
  0.050    1.4332E-02    1.4201E-02    1.3106E-04
  0.060    1.7216E-02    1.7059E-02    1.5767E-04
  0.070    2.0107E-02    1.9922E-02    1.8442E-04
  0.080    2.3004E-02    2.2793E-02    2.1131E-04
  0.090    2.5908E-02    2.5670E-02    2.3834E-04
  0.100    2.8820E-02    2.8554E-02    2.6553E-04
  0.110    3.1738E-02    3.1446E-02    2.9287E-04
  0.120    3.4665E-02    3.4345E-02    3.2037E-04
  0.130    3.7600E-02    3.7252E-02    3.4803E-04
  0.140    4.0543E-02    4.0167E-02    3.7585E-04
  0.150    4.3495E-02    4.3091E-02    4.0385E-04
  0.160    4.6456E-02    4.6024E-02    4.3201E-04
  0.170    4.9426E-02    4.8965E-02    4.6035E-04
  0.180    5.2405E-02    5.1916E-02    4.8888E-04
  0.190    5.5395E-02    5.4877E-02    5.1759E-04
  0.200    5.8394E-02    5.7848E-02    5.4649E-04
  0.210    6.1405E-02    6.0829E-02    5.7558E-04
  0.220    6.4426E-02    6.3821E-02    6.0487E-04
  0.230    6.7459E-02    6.6824E-02    6.3437E-04
  0.240    7.0503E-02    6.9839E-02    6.6408E-04
  0.250    7.3559E-02    7.2865E-02    6.9400E-04
  0.260    7.6628E-02    7.5904E-02    7.2414E-04
  0.270    7.9709E-02    7.8955E-02    7.5451E-04
  0.280    8.2804E-02    8.2019E-02    7.8511E-04
  0.290    8.5912E-02    8.5096E-02    8.1594E-04
  0.300    8.9034E-02    8.8187E-02    8.4702E-04
  0.310    9.2171E-02    9.1293E-02    8.7835E-04
  0.320    9.5323E-02    9.4413E-02    9.0993E-04
  0.330    9.8490E-02    9.7548E-02    9.4177E-04
  0.340    1.0167E-01    1.0070E-01    9.7388E-04
  0.350    1.0487E-01    1.0387E-01    1.0063E-03
  0.360    1.0809E-01    1.0705E-01    1.0389E-03
  0.370    1.1132E-01    1.1025E-01    1.0719E-03
  0.380    1.1457E-01    1.1347E-01    1.1051E-03
  0.390    1.1784E-01    1.1671E-01    1.1387E-03
  0.400    1.2113E-01    1.1996E-01    1.1726E-03
  0.410    1.2444E-01    1.2324E-01    1.2068E-03
  0.420    1.2777E-01    1.2653E-01    1.2413E-03
  0.430    1.3112E-01    1.2985E-01    1.2762E-03
  0.440    1.3449E-01    1.3318E-01    1.3114E-03
  0.450    1.3789E-01    1.3654E-01    1.3469E-03
  0.460    1.4130E-01    1.3992E-01    1.3829E-03
  0.470    1.4474E-01    1.4332E-01    1.4192E-03
  0.480    1.4821E-01    1.4675E-01    1.4559E-03
  0.490    1.5170E-01    1.5021E-01    1.4930E-03
  0.500    1.5521E-01    1.5368E-01    1.5305E-03
  0.510    1.5876E-01    1.5719E-01    1.5685E-03
  0.520    1.6233E-01    1.6072E-01    1.6069E-03
  0.530    1.6593E-01    1.6428E-01    1.6457E-03
  0.540    1.6955E-01    1.6787E-01    1.6850E-03
  0.550    1.7321E-01    1.7149E-01    1.7247E-03
  0.560    1.7690E-01    1.7514E-01    1.7650E-03
  0.570    1.8063E-01    1.7882E-01    1.8057E-03
  0.580    1.8438E-01    1.8254E-01    1.8470E-03
  0.590    1.8817E-01    1.8629E-01    1.8888E-03
  0.600    1.9200E-01    1.9007E-01    1.9312E-03
  0.610    1.9587E-01    1.9389E-01    1.9742E-03
  0.620    1.9977E-01    1.9775E-01    2.0177E-03
  0.630    2.0371E-01    2.0165E-01    2.0618E-03
  0.640    2.0770E-01    2.0559E-01    2.1066E-03
  0.650    2.1172E-01    2.0957E-01    2.1520E-03
  0.660    2.1579E-01    2.1359E-01    2.1982E-03
  0.670    2.1991E-01    2.1766E-01    2.2450E-03
