 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7704E-03    2.7446E-03    2.5755E-05
  0.020    5.5463E-03    5.4946E-03    5.1638E-05
  0.030    8.3279E-03    8.2503E-03    7.7652E-05
  0.040    1.1116E-02    1.1012E-02    1.0380E-04
  0.050    1.3909E-02    1.3779E-02    1.3008E-04
  0.060    1.6710E-02    1.6553E-02    1.5651E-04
  0.070    1.9517E-02    1.9334E-02    1.8308E-04
  0.080    2.2331E-02    2.2121E-02    2.0979E-04
  0.090    2.5152E-02    2.4915E-02    2.3665E-04
  0.100    2.7980E-02    2.7717E-02    2.6367E-04
  0.110    3.0817E-02    3.0526E-02    2.9085E-04
  0.120    3.3661E-02    3.3343E-02    3.1818E-04
  0.130    3.6514E-02    3.6168E-02    3.4568E-04
  0.140    3.9375E-02    3.9001E-02    3.7335E-04
  0.150    4.2245E-02    4.1843E-02    4.0118E-04
  0.160    4.5124E-02    4.4695E-02    4.2920E-04
  0.170    4.8012E-02    4.7555E-02    4.5739E-04
  0.180    5.0911E-02    5.0425E-02    4.8577E-04
  0.190    5.3819E-02    5.3305E-02    5.1434E-04
  0.200    5.6738E-02    5.6195E-02    5.4310E-04
  0.210    5.9667E-02    5.9095E-02    5.7206E-04
  0.220    6.2608E-02    6.2006E-02    6.0122E-04
  0.230    6.5560E-02    6.4929E-02    6.3058E-04
  0.240    6.8523E-02    6.7863E-02    6.6016E-04
  0.250    7.1499E-02    7.0809E-02    6.8996E-04
  0.260    7.4487E-02    7.3767E-02    7.1998E-04
  0.270    7.7488E-02    7.6738E-02    7.5022E-04
  0.280    8.0503E-02    7.9722E-02    7.8070E-04
  0.290    8.3531E-02    8.2720E-02    8.1142E-04
  0.300    8.6573E-02    8.5731E-02    8.4239E-04
  0.310    8.9630E-02    8.8756E-02    8.7360E-04
  0.320    9.2702E-02    9.1797E-02    9.0508E-04
  0.330    9.5789E-02    9.4852E-02    9.3682E-04
  0.340    9.8892E-02    9.7923E-02    9.6883E-04
  0.350    1.0201E-01    1.0101E-01    1.0011E-03
  0.360    1.0515E-01    1.0411E-01    1.0337E-03
  0.370    1.0830E-01    1.0724E-01    1.0666E-03
  0.380    1.1147E-01    1.1037E-01    1.0997E-03
  0.390    1.1466E-01    1.1353E-01    1.1332E-03
  0.400    1.1787E-01    1.1671E-01    1.1670E-03
  0.410    1.2110E-01    1.1990E-01    1.2011E-03
  0.420    1.2435E-01    1.2312E-01    1.2355E-03
  0.430    1.2762E-01    1.2635E-01    1.2703E-03
  0.440    1.3091E-01    1.2961E-01    1.3055E-03
  0.450    1.3423E-01    1.3288E-01    1.3410E-03
  0.460    1.3756E-01    1.3619E-01    1.3769E-03
  0.470    1.4092E-01    1.3951E-01    1.4131E-03
  0.480    1.4431E-01    1.4286E-01    1.4498E-03
  0.490    1.4772E-01    1.4623E-01    1.4869E-03
  0.500    1.5115E-01    1.4963E-01    1.5243E-03
  0.510    1.5461E-01    1.5305E-01    1.5622E-03
  0.520    1.5810E-01    1.5650E-01    1.6006E-03
  0.530    1.6162E-01    1.5998E-01    1.6394E-03
  0.540    1.6517E-01    1.6349E-01    1.6787E-03
  0.550    1.6874E-01    1.6703E-01    1.7184E-03
  0.560    1.7235E-01    1.7059E-01    1.7587E-03
  0.570    1.7599E-01    1.7419E-01    1.7995E-03
  0.580    1.7967E-01    1.7783E-01    1.8408E-03
  0.590    1.8338E-01    1.8149E-01    1.8826E-03
  0.600    1.8712E-01    1.8520E-01    1.9250E-03
  0.610    1.9090E-01    1.8893E-01    1.9680E-03
  0.620    1.9472E-01    1.9271E-01    2.0116E-03
  0.630    1.9858E-01    1.9652E-01    2.0559E-03
  0.640    2.0248E-01    2.0038E-01    2.1007E-03
  0.650    2.0642E-01    2.0428E-01    2.1463E-03
  0.660    2.1041E-01    2.0822E-01    2.1925E-03
  0.670    2.1444E-01    2.1220E-01    2.2395E-03
  0.680    2.1852E-01    2.1623E-01    2.2871E-03
  0.690    2.2264E-01    2.2031E-01    2.3356E-03
  0.700    2.2682E-01    2.2444E-01    2.3848E-03
  0.710    2.3105E-01    2.2862E-01    2.4349E-03
  0.720    2.3534E-01    2.3285E-01    2.4858E-03
  0.730    2.3968E-01    2.3714E-01    2.5376E-03
  0.740    2.4408E-01    2.4149E-01    2.5903E-03
  0.750    2.4854E-01    2.4589E-01    2.6440E-03
  0.760    2.5306E-01    2.5036E-01    2.6987E-03
  0.770    2.5765E-01    2.5490E-01    2.7544E-03
  0.780    2.6231E-01    2.5950E-01    2.8112E-03
  0.790    2.6704E-01    2.6417E-01    2.8691E-03
  0.800    2.7185E-01    2.6892E-01    2.9282E-03
  0.810    2.7673E-01    2.7374E-01    2.9885E-03
  0.820    2.8169E-01    2.7864E-01    3.0501E-03
  0.830    2.8674E-01    2.8363E-01    3.1130E-03
  0.840    2.9188E-01    2.8870E-01    3.1772E-03
  0.850    2.9710E-01    2.9386E-01    3.2429E-03
  0.860    3.0243E-01    2.9912E-01    3.3102E-03
  0.870    3.0786E-01    3.0448E-01    3.3790E-03
  0.880    3.1339E-01    3.0994E-01    3.4494E-03
  0.890    3.1903E-01    3.1551E-01    3.5216E-03
  0.900    3.2479E-01    3.2119E-01    3.5956E-03
  0.910    3.3067E-01    3.2700E-01    3.6714E-03
  0.920    3.3668E-01    3.3293E-01    3.7493E-03
  0.930    3.4282E-01    3.3899E-01    3.8293E-03
  0.940    3.4911E-01    3.4520E-01    3.9114E-03
  0.950    3.5554E-01    3.5155E-01    3.9959E-03
  0.960    3.6213E-01    3.5805E-01    4.0827E-03
  0.970    3.6889E-01    3.6472E-01    4.1721E-03
  0.980    3.7582E-01    3.7156E-01    4.2642E-03
  0.990    3.8294E-01    3.7858E-01    4.3591E-03
  1.000    3.9025E-01    3.8579E-01    4.4570E-03
