 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8916E-03    2.8652E-03    2.6320E-05
  0.020    5.7886E-03    5.7359E-03    5.2773E-05
  0.030    8.6914E-03    8.6121E-03    7.9359E-05
  0.040    1.1600E-02    1.1494E-02    1.0608E-04
  0.050    1.4515E-02    1.4382E-02    1.3295E-04
  0.060    1.7436E-02    1.7276E-02    1.5996E-04
  0.070    2.0364E-02    2.0177E-02    1.8711E-04
  0.080    2.3299E-02    2.3084E-02    2.1442E-04
  0.090    2.6241E-02    2.5999E-02    2.4188E-04
  0.100    2.9190E-02    2.8920E-02    2.6950E-04
  0.110    3.2147E-02    3.1850E-02    2.9729E-04
  0.120    3.5112E-02    3.4786E-02    3.2523E-04
  0.130    3.8084E-02    3.7731E-02    3.5335E-04
  0.140    4.1066E-02    4.0684E-02    3.8164E-04
  0.150    4.4056E-02    4.3646E-02    4.1010E-04
  0.160    4.7055E-02    4.6616E-02    4.3875E-04
  0.170    5.0063E-02    4.9595E-02    4.6758E-04
  0.180    5.3081E-02    5.2584E-02    4.9660E-04
  0.190    5.6108E-02    5.5582E-02    5.2581E-04
  0.200    5.9146E-02    5.8591E-02    5.5523E-04
  0.210    6.2194E-02    6.1610E-02    5.8484E-04
  0.220    6.5254E-02    6.4639E-02    6.1467E-04
  0.230    6.8324E-02    6.7679E-02    6.4470E-04
  0.240    7.1406E-02    7.0731E-02    6.7496E-04
  0.250    7.4500E-02    7.3794E-02    7.0544E-04
  0.260    7.7606E-02    7.6870E-02    7.3614E-04
  0.270    8.0725E-02    7.9958E-02    7.6708E-04
  0.280    8.3856E-02    8.3058E-02    7.9826E-04
  0.290    8.7002E-02    8.6172E-02    8.2969E-04
  0.300    9.0161E-02    8.9299E-02    8.6137E-04
  0.310    9.3334E-02    9.2440E-02    8.9330E-04
  0.320    9.6522E-02    9.5596E-02    9.2550E-04
  0.330    9.9725E-02    9.8767E-02    9.5797E-04
  0.340    1.0294E-01    1.0195E-01    9.9072E-04
  0.350    1.0618E-01    1.0515E-01    1.0238E-03
  0.360    1.0943E-01    1.0837E-01    1.0571E-03
  0.370    1.1270E-01    1.1161E-01    1.0907E-03
  0.380    1.1598E-01    1.1486E-01    1.1246E-03
  0.390    1.1929E-01    1.1813E-01    1.1589E-03
  0.400    1.2261E-01    1.2142E-01    1.1934E-03
  0.410    1.2595E-01    1.2472E-01    1.2283E-03
  0.420    1.2931E-01    1.2805E-01    1.2636E-03
  0.430    1.3269E-01    1.3140E-01    1.2992E-03
  0.440    1.3610E-01    1.3476E-01    1.3351E-03
  0.450    1.3952E-01    1.3815E-01    1.3714E-03
  0.460    1.4297E-01    1.4156E-01    1.4081E-03
  0.470    1.4644E-01    1.4499E-01    1.4452E-03
  0.480    1.4993E-01    1.4845E-01    1.4827E-03
  0.490    1.5345E-01    1.5193E-01    1.5206E-03
  0.500    1.5700E-01    1.5544E-01    1.5590E-03
  0.510    1.6056E-01    1.5897E-01    1.5977E-03
  0.520    1.6416E-01    1.6252E-01    1.6369E-03
  0.530    1.6779E-01    1.6611E-01    1.6766E-03
  0.540    1.7144E-01    1.6972E-01    1.7167E-03
  0.550    1.7512E-01    1.7336E-01    1.7574E-03
  0.560    1.7883E-01    1.7704E-01    1.7985E-03
  0.570    1.8258E-01    1.8074E-01    1.8402E-03
  0.580    1.8636E-01    1.8447E-01    1.8824E-03
  0.590    1.9017E-01    1.8824E-01    1.9251E-03
  0.600    1.9401E-01    1.9204E-01    1.9684E-03
  0.610    1.9789E-01    1.9588E-01    2.0123E-03
  0.620    2.0181E-01    1.9976E-01    2.0568E-03
  0.630    2.0577E-01    2.0367E-01    2.1020E-03
  0.640    2.0977E-01    2.0762E-01    2.1477E-03
  0.650    2.1380E-01    2.1161E-01    2.1942E-03
  0.660    2.1788E-01    2.1564E-01    2.2413E-03
  0.670    2.2201E-01    2.1972E-01    2.2892E-03
  0.680    2.2618E-01    2.2384E-01    2.3377E-03
  0.690    2.3040E-01    2.2801E-01    2.3871E-03
  0.700    2.3467E-01    2.3223E-01    2.4372E-03
  0.710    2.3898E-01    2.3650E-01    2.4882E-03
