 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8363E-03    2.8099E-03    2.6348E-05
  0.020    5.6779E-03    5.6250E-03    5.2828E-05
  0.030    8.5250E-03    8.4456E-03    7.9442E-05
  0.040    1.1378E-02    1.1272E-02    1.0619E-04
  0.050    1.4237E-02    1.4104E-02    1.3309E-04
  0.060    1.7102E-02    1.6942E-02    1.6012E-04
  0.070    1.9974E-02    1.9787E-02    1.8731E-04
  0.080    2.2853E-02    2.2638E-02    2.1464E-04
  0.090    2.5739E-02    2.5496E-02    2.4213E-04
  0.100    2.8632E-02    2.8362E-02    2.6978E-04
  0.110    3.1532E-02    3.1235E-02    2.9758E-04
  0.120    3.4441E-02    3.4115E-02    3.2556E-04
  0.130    3.7358E-02    3.7004E-02    3.5370E-04
  0.140    4.0283E-02    3.9901E-02    3.8201E-04
  0.150    4.3217E-02    4.2806E-02    4.1050E-04
  0.160    4.6160E-02    4.5720E-02    4.3917E-04
  0.170    4.9112E-02    4.8644E-02    4.6803E-04
  0.180    5.2074E-02    5.1577E-02    4.9707E-04
  0.190    5.5046E-02    5.4519E-02    5.2631E-04
  0.200    5.8028E-02    5.7472E-02    5.5575E-04
  0.210    6.1021E-02    6.0435E-02    5.8539E-04
  0.220    6.4025E-02    6.3409E-02    6.1524E-04
  0.230    6.7040E-02    6.6395E-02    6.4530E-04
  0.240    7.0067E-02    6.9391E-02    6.7559E-04
  0.250    7.3106E-02    7.2399E-02    7.0609E-04
  0.260    7.6157E-02    7.5420E-02    7.3682E-04
  0.270    7.9221E-02    7.8453E-02    7.6779E-04
  0.280    8.2298E-02    8.1499E-02    7.9900E-04
  0.290    8.5389E-02    8.4559E-02    8.3046E-04
  0.300    8.8494E-02    8.7632E-02    8.6217E-04
  0.310    9.1614E-02    9.0720E-02    8.9414E-04
  0.320    9.4748E-02    9.3822E-02    9.2637E-04
  0.330    9.7898E-02    9.6939E-02    9.5888E-04
  0.340    1.0106E-01    1.0007E-01    9.9166E-04
  0.350    1.0424E-01    1.0322E-01    1.0247E-03
  0.360    1.0744E-01    1.0639E-01    1.0581E-03
  0.370    1.1066E-01    1.0957E-01    1.0918E-03
  0.380    1.1389E-01    1.1277E-01    1.1258E-03
  0.390    1.1714E-01    1.1598E-01    1.1601E-03
  0.400    1.2042E-01    1.1922E-01    1.1947E-03
  0.410    1.2371E-01    1.2248E-01    1.2296E-03
  0.420    1.2702E-01    1.2575E-01    1.2649E-03
  0.430    1.3035E-01    1.2905E-01    1.3006E-03
  0.440    1.3370E-01    1.3236E-01    1.3366E-03
  0.450    1.3707E-01    1.3570E-01    1.3730E-03
  0.460    1.4047E-01    1.3906E-01    1.4098E-03
  0.470    1.4389E-01    1.4244E-01    1.4470E-03
  0.480    1.4733E-01    1.4585E-01    1.4846E-03
  0.490    1.5080E-01    1.4928E-01    1.5226E-03
  0.500    1.5429E-01    1.5273E-01    1.5610E-03
  0.510    1.5781E-01    1.5621E-01    1.5999E-03
  0.520    1.6136E-01    1.5972E-01    1.6393E-03
  0.530    1.6494E-01    1.6326E-01    1.6791E-03
  0.540    1.6854E-01    1.6682E-01    1.7194E-03
  0.550    1.7217E-01    1.7041E-01    1.7602E-03
  0.560    1.7584E-01    1.7404E-01    1.8015E-03
  0.570    1.7953E-01    1.7769E-01    1.8434E-03
  0.580    1.8326E-01    1.8138E-01    1.8858E-03
  0.590    1.8702E-01    1.8509E-01    1.9287E-03
  0.600    1.9082E-01    1.8885E-01    1.9723E-03
  0.610    1.9465E-01    1.9264E-01    2.0164E-03
  0.620    1.9852E-01    1.9646E-01    2.0612E-03
  0.630    2.0243E-01    2.0032E-01    2.1066E-03
  0.640    2.0638E-01    2.0423E-01    2.1527E-03
  0.650    2.1037E-01    2.0817E-01    2.1995E-03
  0.660    2.1440E-01    2.1215E-01    2.2470E-03
  0.670    2.1848E-01    2.1618E-01    2.2952E-03
  0.680    2.2260E-01    2.2025E-01    2.3442E-03
  0.690    2.2676E-01    2.2437E-01    2.3940E-03
  0.700    2.3098E-01    2.2854E-01    2.4446E-03
  0.710    2.3525E-01    2.3275E-01    2.4961E-03
  0.720    2.3957E-01    2.3702E-01    2.5485E-03
  0.730    2.4395E-01    2.4134E-01    2.6017E-03
  0.740    2.4838E-01    2.4572E-01    2.6559E-03
  0.750    2.5287E-01    2.5016E-01    2.7111E-03
  0.760    2.5742E-01    2.5465E-01    2.7674E-03
  0.770    2.6203E-01    2.5921E-01    2.8247E-03
  0.780    2.6672E-01    2.6383E-01    2.8831E-03
  0.790    2.7147E-01    2.6852E-01    2.9426E-03
  0.800    2.7629E-01    2.7328E-01    3.0034E-03
  0.810    2.8118E-01    2.7812E-01    3.0654E-03
  0.820    2.8616E-01    2.8303E-01    3.1287E-03
  0.830    2.9121E-01    2.8802E-01    3.1934E-03
  0.840    2.9635E-01    2.9309E-01    3.2596E-03
  0.850    3.0158E-01    2.9825E-01    3.3272E-03
  0.860    3.0690E-01    3.0350E-01    3.3963E-03
  0.870    3.1232E-01    3.0885E-01    3.4671E-03
  0.880    3.1783E-01    3.1429E-01    3.5396E-03
  0.890    3.2346E-01    3.1984E-01    3.6139E-03
  0.900    3.2919E-01    3.2550E-01    3.6901E-03
  0.910    3.3504E-01    3.3127E-01    3.7682E-03
  0.920    3.4101E-01    3.3717E-01    3.8484E-03
  0.930    3.4711E-01    3.4318E-01    3.9307E-03
  0.940    3.5335E-01    3.4933E-01    4.0153E-03
  0.950    3.5973E-01    3.5562E-01    4.1024E-03
  0.960    3.6625E-01    3.6206E-01    4.1919E-03
  0.970    3.7293E-01    3.6865E-01    4.2841E-03
  0.980    3.7978E-01    3.7540E-01    4.3791E-03
  0.990    3.8680E-01    3.8232E-01    4.4771E-03
  1.000    3.9401E-01    3.8943E-01    4.5782E-03
