 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.7800E-03    2.7549E-03    2.5087E-05
  0.020    5.5655E-03    5.5152E-03    5.0302E-05
  0.030    8.3568E-03    8.2811E-03    7.5647E-05
  0.040    1.1154E-02    1.1053E-02    1.0113E-04
  0.050    1.3958E-02    1.3831E-02    1.2674E-04
  0.060    1.6768E-02    1.6615E-02    1.5250E-04
  0.070    1.9584E-02    1.9406E-02    1.7840E-04
  0.080    2.2408E-02    2.2204E-02    2.0445E-04
  0.090    2.5239E-02    2.5008E-02    2.3065E-04
  0.100    2.8078E-02    2.7821E-02    2.5700E-04
  0.110    3.0924E-02    3.0640E-02    2.8351E-04
  0.120    3.3778E-02    3.3468E-02    3.1018E-04
  0.130    3.6641E-02    3.6304E-02    3.3702E-04
  0.140    3.9512E-02    3.9148E-02    3.6403E-04
  0.150    4.2392E-02    4.2001E-02    3.9121E-04
  0.160    4.5282E-02    4.4863E-02    4.1856E-04
  0.170    4.8181E-02    4.7734E-02    4.4610E-04
  0.180    5.1089E-02    5.0615E-02    4.7382E-04
  0.190    5.4008E-02    5.3506E-02    5.0174E-04
  0.200    5.6937E-02    5.6407E-02    5.2985E-04
  0.210    5.9877E-02    5.9319E-02    5.5815E-04
  0.220    6.2828E-02    6.2242E-02    5.8666E-04
  0.230    6.5791E-02    6.5176E-02    6.1538E-04
  0.240    6.8765E-02    6.8121E-02    6.4432E-04
  0.250    7.1752E-02    7.1078E-02    6.7347E-04
  0.260    7.4751E-02    7.4048E-02    7.0284E-04
  0.270    7.7763E-02    7.7030E-02    7.3245E-04
  0.280    8.0788E-02    8.0026E-02    7.6229E-04
  0.290    8.3827E-02    8.3035E-02    7.9237E-04
  0.300    8.6880E-02    8.6057E-02    8.2270E-04
  0.310    8.9947E-02    8.9094E-02    8.5328E-04
  0.320    9.3030E-02    9.2146E-02    8.8412E-04
  0.330    9.6128E-02    9.5212E-02    9.1523E-04
  0.340    9.9241E-02    9.8295E-02    9.4660E-04
  0.350    1.0237E-01    1.0139E-01    9.7826E-04
  0.360    1.0552E-01    1.0451E-01    1.0102E-03
  0.370    1.0868E-01    1.0764E-01    1.0424E-03
  0.380    1.1186E-01    1.1079E-01    1.0750E-03
  0.390    1.1506E-01    1.1396E-01    1.1078E-03
  0.400    1.1828E-01    1.1714E-01    1.1410E-03
  0.410    1.2152E-01    1.2035E-01    1.1745E-03
  0.420    1.2478E-01    1.2357E-01    1.2083E-03
  0.430    1.2806E-01    1.2681E-01    1.2424E-03
  0.440    1.3136E-01    1.3008E-01    1.2769E-03
  0.450    1.3468E-01    1.3337E-01    1.3118E-03
  0.460    1.3802E-01    1.3668E-01    1.3470E-03
  0.470    1.4139E-01    1.4001E-01    1.3827E-03
  0.480    1.4478E-01    1.4336E-01    1.4187E-03
  0.490    1.4820E-01    1.4674E-01    1.4551E-03
  0.500    1.5164E-01    1.5014E-01    1.4919E-03
  0.510    1.5510E-01    1.5357E-01    1.5292E-03
  0.520    1.5860E-01    1.5703E-01    1.5668E-03
  0.530    1.6212E-01    1.6051E-01    1.6050E-03
