 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.9104E-03    2.8847E-03    2.5715E-05
  0.020    5.8258E-03    5.7742E-03    5.1563E-05
  0.030    8.7464E-03    8.6689E-03    7.7548E-05
  0.040    1.1672E-02    1.1569E-02    1.0367E-04
  0.050    1.4604E-02    1.4474E-02    1.2994E-04
  0.060    1.7542E-02    1.7386E-02    1.5635E-04
  0.070    2.0486E-02    2.0303E-02    1.8291E-04
  0.080    2.3436E-02    2.3226E-02    2.0962E-04
  0.090    2.6393E-02    2.6156E-02    2.3648E-04
  0.100    2.9356E-02    2.9093E-02    2.6351E-04
  0.110    3.2327E-02    3.2036E-02    2.9069E-04
  0.120    3.5305E-02    3.4987E-02    3.1804E-04
  0.130    3.8291E-02    3.7945E-02    3.4556E-04
  0.140    4.1285E-02    4.0911E-02    3.7325E-04
  0.150    4.4286E-02    4.3885E-02    4.0112E-04
  0.160    4.7297E-02    4.6868E-02    4.2917E-04
  0.170    5.0316E-02    4.9859E-02    4.5740E-04
  0.180    5.3344E-02    5.2858E-02    4.8582E-04
  0.190    5.6382E-02    5.5867E-02    5.1444E-04
  0.200    5.9429E-02    5.8886E-02    5.4325E-04
  0.210    6.2486E-02    6.1914E-02    5.7226E-04
  0.220    6.5553E-02    6.4952E-02    6.0148E-04
  0.230    6.8632E-02    6.8001E-02    6.3091E-04
  0.240    7.1721E-02    7.1060E-02    6.6055E-04
  0.250    7.4821E-02    7.4131E-02    6.9042E-04
  0.260    7.7933E-02    7.7212E-02    7.2051E-04
  0.270    8.1057E-02    8.0306E-02    7.5084E-04
  0.280    8.4194E-02    8.3412E-02    7.8140E-04
  0.290    8.7343E-02    8.6531E-02    8.1221E-04
  0.300    9.0505E-02    8.9662E-02    8.4326E-04
  0.310    9.3681E-02    9.2807E-02    8.7457E-04
  0.320    9.6871E-02    9.5965E-02    9.0615E-04
  0.330    1.0008E-01    9.9138E-02    9.3798E-04
  0.340    1.0329E-01    1.0232E-01    9.7010E-04
  0.350    1.0653E-01    1.0553E-01    1.0025E-03
  0.360    1.0978E-01    1.0874E-01    1.0352E-03
  0.370    1.1305E-01    1.1198E-01    1.0682E-03
  0.380    1.1633E-01    1.1523E-01    1.1014E-03
  0.390    1.1963E-01    1.1850E-01    1.1350E-03
  0.400    1.2295E-01    1.2178E-01    1.1690E-03
  0.410    1.2629E-01    1.2508E-01    1.2032E-03
  0.420    1.2964E-01    1.2840E-01    1.2378E-03
  0.430    1.3302E-01    1.3174E-01    1.2727E-03
  0.440    1.3641E-01    1.3510E-01    1.3080E-03
  0.450    1.3983E-01    1.3848E-01    1.3436E-03
  0.460    1.4326E-01    1.4189E-01    1.3797E-03
  0.470    1.4672E-01    1.4531E-01    1.4161E-03
  0.480    1.5021E-01    1.4875E-01    1.4529E-03
  0.490    1.5371E-01    1.5222E-01    1.4901E-03
  0.500    1.5724E-01    1.5571E-01    1.5277E-03
  0.510    1.6079E-01    1.5923E-01    1.5658E-03
  0.520    1.6437E-01    1.6277E-01    1.6043E-03
  0.530    1.6798E-01    1.6634E-01    1.6433E-03
  0.540    1.7161E-01    1.6993E-01    1.6827E-03
  0.550    1.7527E-01    1.7355E-01    1.7227E-03
  0.560    1.7896E-01    1.7720E-01    1.7631E-03
  0.570    1.8268E-01    1.8088E-01    1.8041E-03
  0.580    1.8644E-01    1.8459E-01    1.8455E-03
  0.590    1.9022E-01    1.8833E-01    1.8876E-03
  0.600    1.9404E-01    1.9211E-01    1.9302E-03
  0.610    1.9789E-01    1.9591E-01    1.9733E-03
  0.620    2.0177E-01    1.9975E-01    2.0171E-03
  0.630    2.0569E-01    2.0363E-01    2.0615E-03
  0.640    2.0965E-01    2.0755E-01    2.1066E-03
  0.650    2.1365E-01    2.1150E-01    2.1523E-03
  0.660    2.1769E-01    2.1549E-01    2.1987E-03
  0.670    2.2177E-01    2.1952E-01    2.2459E-03
  0.680    2.2589E-01    2.2360E-01    2.2937E-03
  0.690    2.3006E-01    2.2772E-01    2.3423E-03
  0.700    2.3427E-01    2.3188E-01    2.3918E-03
  0.710    2.3854E-01    2.3609E-01    2.4420E-03
  0.720    2.4285E-01    2.4035E-01    2.4931E-03
  0.730    2.4721E-01    2.4467E-01    2.5450E-03
  0.740    2.5163E-01    2.4903E-01    2.5979E-03
  0.750    2.5610E-01    2.5345E-01    2.6517E-03
  0.760    2.6063E-01    2.5792E-01    2.7065E-03
  0.770    2.6522E-01    2.6245E-01    2.7624E-03
  0.780    2.6987E-01    2.6705E-01    2.8193E-03
  0.790    2.7458E-01    2.7171E-01    2.8773E-03
  0.800    2.7936E-01    2.7643E-01    2.9364E-03
  0.810    2.8422E-01    2.8122E-01    2.9968E-03
