 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8803E-03    2.8548E-03    2.5468E-05
  0.020    5.7660E-03    5.7149E-03    5.1072E-05
  0.030    8.6575E-03    8.5807E-03    7.6815E-05
  0.040    1.1555E-02    1.1452E-02    1.0270E-04
  0.050    1.4459E-02    1.4330E-02    1.2873E-04
  0.060    1.7369E-02    1.7214E-02    1.5491E-04
  0.070    2.0286E-02    2.0104E-02    1.8125E-04
  0.080    2.3210E-02    2.3002E-02    2.0773E-04
  0.090    2.6141E-02    2.5906E-02    2.3438E-04
  0.100    2.9079E-02    2.8818E-02    2.6119E-04
  0.110    3.2025E-02    3.1737E-02    2.8817E-04
  0.120    3.4980E-02    3.4665E-02    3.1532E-04
  0.130    3.7943E-02    3.7600E-02    3.4264E-04
  0.140    4.0914E-02    4.0544E-02    3.7014E-04
  0.150    4.3894E-02    4.3496E-02    3.9782E-04
  0.160    4.6884E-02    4.6458E-02    4.2569E-04
  0.170    4.9883E-02    4.9429E-02    4.5375E-04
  0.180    5.2891E-02    5.2409E-02    4.8201E-04
  0.190    5.5910E-02    5.5400E-02    5.1046E-04
  0.200    5.8940E-02    5.8401E-02    5.3912E-04
  0.210    6.1980E-02    6.1412E-02    5.6799E-04
  0.220    6.5031E-02    6.4434E-02    5.9708E-04
  0.230    6.8094E-02    6.7468E-02    6.2638E-04
  0.240    7.1169E-02    7.0513E-02    6.5591E-04
  0.250    7.4256E-02    7.3571E-02    6.8567E-04
  0.260    7.7356E-02    7.6640E-02    7.1567E-04
  0.270    8.0469E-02    7.9723E-02    7.4591E-04
  0.280    8.3595E-02    8.2819E-02    7.7639E-04
  0.290    8.6735E-02    8.5928E-02    8.0713E-04
  0.300    8.9890E-02    8.9052E-02    8.3813E-04
  0.310    9.3059E-02    9.2189E-02    8.6940E-04
  0.320    9.6243E-02    9.5342E-02    9.0094E-04
  0.330    9.9443E-02    9.8510E-02    9.3276E-04
  0.340    1.0266E-01    1.0169E-01    9.6487E-04
  0.350    1.0589E-01    1.0489E-01    9.9728E-04
  0.360    1.0914E-01    1.0811E-01    1.0300E-03
  0.370    1.1241E-01    1.1135E-01    1.0630E-03
  0.380    1.1569E-01    1.1460E-01    1.0963E-03
  0.390    1.1900E-01    1.1787E-01    1.1300E-03
  0.400    1.2232E-01    1.2116E-01    1.1640E-03
  0.410    1.2567E-01    1.2447E-01    1.1984E-03
  0.420    1.2903E-01    1.2780E-01    1.2331E-03
  0.430    1.3241E-01    1.3115E-01    1.2681E-03
  0.440    1.3582E-01    1.3452E-01    1.3036E-03
  0.450    1.3925E-01    1.3791E-01    1.3394E-03
  0.460    1.4270E-01    1.4133E-01    1.3756E-03
  0.470    1.4618E-01    1.4477E-01    1.4123E-03
  0.480    1.4968E-01    1.4823E-01    1.4493E-03
  0.490    1.5320E-01    1.5172E-01    1.4868E-03
  0.500    1.5676E-01    1.5523E-01    1.5247E-03
  0.510    1.6034E-01    1.5877E-01    1.5631E-03
  0.520    1.6394E-01    1.6234E-01    1.6020E-03
  0.530    1.6758E-01    1.6594E-01    1.6413E-03
  0.540    1.7124E-01    1.6956E-01    1.6812E-03
  0.550    1.7494E-01    1.7322E-01    1.7215E-03
  0.560    1.7867E-01    1.7691E-01    1.7624E-03
  0.570    1.8243E-01    1.8062E-01    1.8039E-03
  0.580    1.8622E-01    1.8438E-01    1.8459E-03
  0.590    1.9005E-01    1.8816E-01    1.8885E-03
  0.600    1.9391E-01    1.9198E-01    1.9317E-03
  0.610    1.9782E-01    1.9584E-01    1.9755E-03
  0.620    2.0176E-01    1.9974E-01    2.0200E-03
  0.630    2.0574E-01    2.0367E-01    2.0651E-03
  0.640    2.0976E-01    2.0765E-01    2.1110E-03
  0.650    2.1382E-01    2.1167E-01    2.1575E-03
  0.660    2.1793E-01    2.1573E-01    2.2048E-03
  0.670    2.2208E-01    2.1983E-01    2.2529E-03
  0.680    2.2629E-01    2.2398E-01    2.3017E-03
  0.690    2.3054E-01    2.2818E-01    2.3514E-03
  0.700    2.3484E-01    2.3243E-01    2.4019E-03
  0.710    2.3919E-01    2.3674E-01    2.4533E-03
  0.720    2.4360E-01    2.4109E-01    2.5057E-03
  0.730    2.4806E-01    2.4551E-01    2.5589E-03
  0.740    2.5259E-01    2.4998E-01    2.6132E-03
  0.750    2.5717E-01    2.5451E-01    2.6686E-03
  0.760    2.6182E-01    2.5910E-01    2.7249E-03
  0.770    2.6654E-01    2.6376E-01    2.7825E-03
  0.780    2.7132E-01    2.6848E-01    2.8411E-03
  0.790    2.7618E-01    2.7328E-01    2.9010E-03
  0.800    2.8111E-01    2.7815E-01    2.9622E-03
  0.810    2.8612E-01    2.8310E-01    3.0247E-03
  0.820    2.9121E-01    2.8812E-01    3.0886E-03
  0.830    2.9639E-01    2.9324E-01    3.1539E-03
  0.840    3.0165E-01    2.9843E-01    3.2208E-03
  0.850    3.0701E-01    3.0372E-01    3.2892E-03
  0.860    3.1247E-01    3.0911E-01    3.3593E-03
  0.870    3.1802E-01    3.1459E-01    3.4312E-03
  0.880    3.2369E-01    3.2018E-01    3.5049E-03
  0.890    3.2946E-01    3.2588E-01    3.5805E-03
  0.900    3.3535E-01    3.3169E-01    3.6581E-03
  0.910    3.4136E-01    3.3763E-01    3.7379E-03
  0.920    3.4751E-01    3.4369E-01    3.8200E-03
  0.930    3.5379E-01    3.4988E-01    3.9044E-03
  0.940    3.6021E-01    3.5622E-01    3.9913E-03
  0.950    3.6678E-01    3.6270E-01    4.0808E-03
  0.960    3.7351E-01    3.6934E-01    4.1732E-03
  0.970    3.8041E-01    3.7614E-01    4.2686E-03
  0.980    3.8748E-01    3.8311E-01    4.3670E-03
  0.990    3.9474E-01    3.9027E-01    4.4689E-03
  1.000    4.0220E-01    3.9763E-01    4.5743E-03
