 Curly R     I/F(total)  I/F(solar)   I/F(saturn)
 ---------------------------------------------------
  0.010    2.8162E-03    2.7904E-03    2.5742E-05
  0.020    5.6379E-03    5.5863E-03    5.1613E-05
  0.030    8.4655E-03    8.3879E-03    7.7616E-05
  0.040    1.1299E-02    1.1195E-02    1.0375E-04
  0.050    1.4139E-02    1.4009E-02    1.3003E-04
  0.060    1.6986E-02    1.6829E-02    1.5645E-04
  0.070    1.9839E-02    1.9656E-02    1.8301E-04
  0.080    2.2699E-02    2.2490E-02    2.0972E-04
  0.090    2.5567E-02    2.5330E-02    2.3659E-04
  0.100    2.8442E-02    2.8179E-02    2.6361E-04
  0.110    3.1325E-02    3.1034E-02    2.9079E-04
  0.120    3.4216E-02    3.3898E-02    3.1813E-04
  0.130    3.7116E-02    3.6770E-02    3.4563E-04
  0.140    4.0024E-02    3.9651E-02    3.7331E-04
  0.150    4.2942E-02    4.2541E-02    4.0117E-04
  0.160    4.5868E-02    4.5439E-02    4.2920E-04
  0.170    4.8805E-02    4.8347E-02    4.5741E-04
  0.180    5.1751E-02    5.1265E-02    4.8582E-04
  0.190    5.4707E-02    5.4193E-02    5.1441E-04
  0.200    5.7674E-02    5.7131E-02    5.4320E-04
  0.210    6.0652E-02    6.0080E-02    5.7219E-04
  0.220    6.3641E-02    6.3039E-02    6.0139E-04
  0.230    6.6642E-02    6.6011E-02    6.3080E-04
  0.240    6.9654E-02    6.8994E-02    6.6042E-04
  0.250    7.2679E-02    7.1989E-02    6.9027E-04
  0.260    7.5717E-02    7.4996E-02    7.2035E-04
  0.270    7.8767E-02    7.8017E-02    7.5065E-04
  0.280    8.1831E-02    8.1050E-02    7.8120E-04
  0.290    8.4910E-02    8.4098E-02    8.1198E-04
  0.300    8.8002E-02    8.7159E-02    8.4302E-04
  0.310    9.1109E-02    9.0235E-02    8.7432E-04
  0.320    9.4231E-02    9.3325E-02    9.0587E-04
  0.330    9.7369E-02    9.6432E-02    9.3770E-04
  0.340    1.0052E-01    9.9553E-02    9.6980E-04
  0.350    1.0369E-01    1.0269E-01    1.0022E-03
  0.360    1.0688E-01    1.0585E-01    1.0349E-03
  0.370    1.1009E-01    1.0902E-01    1.0678E-03
  0.380    1.1331E-01    1.1221E-01    1.1011E-03
  0.390    1.1655E-01    1.1542E-01    1.1347E-03
  0.400    1.1981E-01    1.1865E-01    1.1686E-03
  0.410    1.2309E-01    1.2189E-01    1.2029E-03
  0.420    1.2640E-01    1.2516E-01    1.2375E-03
  0.430    1.2972E-01    1.2845E-01    1.2724E-03
  0.440    1.3306E-01    1.3176E-01    1.3077E-03
  0.450    1.3643E-01    1.3509E-01    1.3434E-03
  0.460    1.3982E-01    1.3844E-01    1.3794E-03
  0.470    1.4323E-01    1.4182E-01    1.4158E-03
  0.480    1.4667E-01    1.4522E-01    1.4526E-03
  0.490    1.5013E-01    1.4864E-01    1.4899E-03
  0.500    1.5362E-01    1.5209E-01    1.5275E-03
  0.510    1.5714E-01    1.5557E-01    1.5656E-03
  0.520    1.6068E-01    1.5907E-01    1.6042E-03
  0.530    1.6425E-01    1.6261E-01    1.6432E-03
  0.540    1.6785E-01    1.6617E-01    1.6827E-03
  0.550    1.7148E-01    1.6976E-01    1.7226E-03
  0.560    1.7514E-01    1.7338E-01    1.7631E-03
  0.570    1.7884E-01    1.7703E-01    1.8041E-03
  0.580    1.8257E-01    1.8072E-01    1.8456E-03
  0.590    1.8633E-01    1.8444E-01    1.8876E-03
  0.600    1.9012E-01    1.8819E-01    1.9303E-03
  0.610    1.9396E-01    1.9199E-01    1.9735E-03
  0.620    1.9783E-01    1.9581E-01    2.0173E-03
  0.630    2.0174E-01    1.9968E-01    2.0618E-03
  0.640    2.0569E-01    2.0359E-01    2.1069E-03
  0.650    2.0969E-01    2.0753E-01    2.1526E-03
  0.660    2.1372E-01    2.1153E-01    2.1991E-03
  0.670    2.1781E-01    2.1556E-01    2.2463E-03
  0.680    2.2193E-01    2.1964E-01    2.2942E-03
  0.690    2.2611E-01    2.2377E-01    2.3428E-03
  0.700    2.3034E-01    2.2794E-01    2.3923E-03
  0.710    2.3461E-01    2.3217E-01    2.4425E-03
  0.720    2.3895E-01    2.3645E-01    2.4937E-03
  0.730    2.4333E-01    2.4079E-01    2.5457E-03
  0.740    2.4778E-01    2.4518E-01    2.5986E-03
  0.750    2.5228E-01    2.4963E-01    2.6524E-03
  0.760    2.5685E-01    2.5414E-01    2.7073E-03
  0.770    2.6148E-01    2.5872E-01    2.7632E-03
  0.780    2.6618E-01    2.6336E-01    2.8201E-03
  0.790    2.7095E-01    2.6807E-01    2.8782E-03
  0.800    2.7579E-01    2.7286E-01    2.9374E-03
  0.810    2.8071E-01    2.7771E-01    2.9978E-03
  0.820    2.8571E-01    2.8265E-01    3.0594E-03
  0.830    2.9079E-01    2.8767E-01    3.1224E-03
  0.840    2.9595E-01    2.9277E-01    3.1867E-03
  0.850    3.0121E-01    2.9796E-01    3.2525E-03
  0.860    3.0656E-01    3.0324E-01    3.3198E-03
  0.870    3.1201E-01    3.0862E-01    3.3886E-03
  0.880    3.1756E-01    3.1410E-01    3.4590E-03
  0.890    3.2322E-01    3.1969E-01    3.5312E-03
  0.900    3.2899E-01    3.2539E-01    3.6052E-03
  0.910    3.3488E-01    3.3120E-01    3.6811E-03
  0.920    3.4090E-01    3.3714E-01    3.7590E-03
  0.930    3.4704E-01    3.4321E-01    3.8389E-03
  0.940    3.5333E-01    3.4941E-01    3.9211E-03
  0.950    3.5976E-01    3.5575E-01    4.0056E-03
  0.960    3.6634E-01    3.6225E-01    4.0925E-03
  0.970    3.7309E-01    3.6890E-01    4.1821E-03
  0.980    3.8000E-01    3.7573E-01    4.2744E-03
  0.990    3.8710E-01    3.8273E-01    4.3696E-03
  1.000    3.9438E-01    3.8991E-01    4.4678E-03
